,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
25,N.Martinez u16.5 Outs,PlayerPropSavant,-110,1.0,N.Martinez,1.9090909090909087,0.9090909090909092,Cincinnati Reds,Toronto Blue Jays,0,0.625,1,0.6,1,0.625,1,Y
27,B.Witt o0.5 HR,gneiffer07,425,0.25,B.Witt,1.3125,1.0625,Kansas City Royals,Los Angeles Angels,1,0.1666666666666666,0,0.2,0,0.3,0,N
28,M.Parker o5.5 Ks,JBBets1,-130,1.0,M.Parker,1.7692307692307692,0.7692307692307692,Washington Nationals,Colorado Rockies,1,0.2857142857142857,0,0.2,0,0.3,0,Y
29,J.Taillon u17.5 Outs,sirlockselot_,145,2.0,J.Taillon,4.9,2.9000000000000004,Chicago Cubs,Detroit Tigers,1,0.4090909090909091,0,0.4,0,0.3,0,Y
30,J.Holliday o1.5 Total Bases,theprophunter0_,220,0.5,J.Holliday,1.6,1.1,Baltimore Orioles,New York Mets,0,0.2758620689655172,0,0.2,0,0.2,0,N
31,J.Holliday o0.5 Hits,theprophunter0_,-130,1.3,J.Holliday,2.3,0.9999999999999998,Baltimore Orioles,New York Mets,0,0.4482758620689655,0,0.4,0,0.5,0,N
32,F.Lindor o1.5 Total Bases,charliedisturco,-105,0.5,F.Lindor,0.9761904761904762,0.4761904761904761,New York Mets,Baltimore Orioles,1,0.4444444444444444,0,0.6,1,0.7,1,Y
33,B.Nimmo o0.5 RBI,charliedisturco,200,0.5,B.Nimmo,1.5,1.0,New York Mets,Baltimore Orioles,1,0.3418803418803419,0,0.8,1,0.4,0,N
34,G.Crochet o5.5 Ks,KyleJustBets,-120,1.0,G.Crochet,1.8333333333333333,0.8333333333333335,Chicago White Sox,San Francisco Giants,0,0.6923076923076923,1,0.4,0,0.5,0,N
35,L.Webb o5.5 Ks,JBBets1,-135,0.74,L.Webb,1.288148148148148,0.548148148148148,San Francisco Giants,Chicago White Sox,1,0.4615384615384615,0,0.6,1,0.6,1,Y
36,N.Lowe o0.5 RBI,charliedisturco,230,0.5,N.Lowe,1.65,1.15,Texas Rangers,Pittsburgh Pirates,1,0.2857142857142857,0,0.0,0,0.2,0,N
37,C.Seager o1.5 Total Bases,charliedisturco,100,0.5,C.Seager,1.0,0.5,Texas Rangers,Pittsburgh Pirates,1,0.415929203539823,0,0.4,0,0.5,0,N
38,A.Garcia o0.5 HR,gneiffer07,470,1.0,A.Garcia,5.7,4.7,Texas Rangers,Pittsburgh Pirates,1,0.1652892561983471,0,0.2,0,0.2,0,N
39,A.Heaney o1.5 Earned Runs,SBK5065,-157,1.0,A.Heaney,1.6369426751592355,0.6369426751592355,Texas Rangers,Pittsburgh Pirates,1,0.7083333333333334,1,0.8,1,0.7,1,N
40,R.Munoz u4.5 ks,Jason Radowitz,-164,1.0,R.Munoz,1.6097560975609757,0.6097560975609757,Miami Marlins,Arizona Diamondbacks,1.0,0.5,0,0.6,1,0.6,1,Y
41,L.Gurriel o1.5 hits+runs+rbi,Rotowire,100,0.75,L.Gurriel,1.5,0.75,Arizona Diamondbacks,Miami Marlins,0.0,0.6,1,0.8,1,0.8,1,Y
42,J.Pena o1.5 hits+runs+rbi,Rotowire,100,0.75,J.Pena,1.5,0.75,Houston Astros,Boston Red Sox,1.0,0.5447154471544715,1,0.6,1,0.7,1,Y
43,K.Gibson o4.5 strikeouts,Rotowire,100,0.75,K.Gibson,1.5,0.75,St Louis Cardinals,Milwaukee Brewers,1.0,0.6086956521739131,1,0.8,1,0.7,1,Y
44,M.Waldron u5.5 strikeouts,Rotowire,100,0.75,M.Waldron,1.5,0.75,San Diego Padres,Minnesota Twins,1.0,0.5416666666666666,1,0.4,0,0.4,0,N
45,C.Criswell o2.5 strikeouts,Rotowire,100,0.75,C.Criswell,1.5,0.75,Boston Red Sox,Houston Astros,0.0,0.7857142857142857,1,0.6,1,0.7,1,Y
46,N.Martinez u4.5 strikeouts,Rotowire,100,0.75,N.Martinez,1.5,0.75,Cincinnati Reds,Toronto Blue Jays,0.0,0.625,1,0.6,1,0.625,1,Y
47,A.Heaney u5.5 strikeouts,Rotowire Prizepicks,100,1.5,A.Heaney,3.0,1.5,Texas Rangers,Pittsburgh Pirates,1.0,0.6666666666666666,1,0.8,1,0.7,1,N
48,M.Massey o1.5 hits+runs+rbi,Rotowire,100,0.75,M.Massey,1.5,0.75,Kansas City Royals,Los Angeles Angels,1.0,0.5384615384615384,1,0.6,1,0.7,1,N
49,N.Cortes o4.5 strikeouts,Rotowire,100,0.75,N.Cortes,1.5,0.75,New York Yankees,Cleveland Guardians,1.0,0.68,1,0.6,1,0.7,1,N
50,M.Lorenzen u4.5 strikeouts,Rotowire,100,0.75,M.Lorenzen,1.5,0.75,Kansas City Royals,Los Angeles Angels,1.0,0.6666666666666666,1,0.6666666666666666,1,0.6666666666666666,1,N
51,L.Webb u6.5 strikeouts,Rotowire,100,0.75,L.Webb,1.5,0.75,San Francisco Giants,Chicago White Sox,1.0,0.8461538461538461,1,0.6,1,0.7,1,Y
52,R.Munoz o3.5 strikeouts,Rotowire,100,0.75,R.Munoz,1.5,0.75,Miami Marlins,Arizona Diamondbacks,1.0,0.6428571428571429,1,0.4,0,0.6,1,N
53,J.Montgomery u17.5 outs,Rotowire Prizepicks,100,1.5,J.Montgomery,3.0,1.5,Arizona Diamondbacks,Miami Marlins,0.0,0.631578947368421,1,0.8,1,0.8,1,Y
54,M.Parker u6.5 strikeouts,Rotowire,100,0.75,M.Parker,1.5,0.75,Washington Nationals,Colorado Rockies,1.0,0.8571428571428571,1,1.0,1,0.9,1,Y
55,N.Martinez u16.5 outs,Rotowire Prizepicks,100,1.5,N.Martinez,3.0,1.5,Cincinnati Reds,Toronto Blue Jays,0.0,0.625,1,0.6,1,0.625,1,Y
56,M.Parker u5.5 strikeouts,Rotowire,100,0.75,M.Parker,1.5,0.75,Washington Nationals,Colorado Rockies,1.0,0.7142857142857143,1.0,0.8,1.0,0.7,1.0,N
57,M.Parker u5.5 strikeouts,Rotowire Prizepicks,100,1.5,M.Parker,3.0,1.5,Washington Nationals,Colorado Rockies,1.0,0.7142857142857143,1.0,0.8,1.0,0.7,1.0,N
58,J.Montgomery u4.5 strikeouts,Rotowire Prizepicks,100,1.5,J.Montgomery,3.0,1.5,Arizona Diamondbacks,Miami Marlins,0.0,0.7894736842105263,1.0,0.8,1.0,0.7,1.0,N
59,L.Gilbert u5.5 hits allowed,Rotowire Prizepicks,100,1.5,L.Gilbert,3.0,1.5,Seattle Mariners,Los Angeles Dodgers,0.0,0.7692307692307693,1.0,0.8,1.0,0.8,1.0,N
60,T.Gordon u3.5 ks,Jason Radowitz,112,1.0,T.Gordon,2.12,1.12,Colorado Rockies,Washington Nationals,0.0,0.3333333333333333,0.0,0.4,0.0,0.3333333333333333,0.0,Y
