,Play,Expert,Odds,Units,Name,Payout,Profit,Team,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Correct
19,E.Cabrera u15.5 Outs,SBK5065,-166,1.0,E.Cabrera,1.6024096385542168,0.6024096385542168,Miami Marlins,Colorado Rockies,0.0,0.7692307692307693,1.0,0.6,1.0,0.8,1.0,N
20,C.Bellinger o1.5 Total Bases,theprophunter0_,120,1.0,C.Bellinger,2.2,1.2000000000000002,Chicago Cubs,Pittsburgh Pirates,0.0,0.3861386138613861,0.0,0.4,0.0,0.4,0.0,Y
21,S.Suzuki o1.5 Total Bases,moneybadger24_,125,1.0,S.Suzuki,2.25,1.25,Chicago Cubs,Pittsburgh Pirates,0.0,0.4230769230769231,0.0,0.6,1.0,0.4,0.0,Y
22,M.Keller u5.5 Ks,KyleJustBets,-140,1.0,M.Keller,1.7142857142857144,0.7142857142857144,Pittsburgh Pirates,Chicago Cubs,1.0,0.56,1.0,0.6,1.0,0.6,1.0,Y
23,O.Cruz o1.5 Hits + Runs + RBIs,MJCLocks,-130,1.3,O.Cruz,2.3,0.9999999999999998,Pittsburgh Pirates,Chicago Cubs,1.0,0.4827586206896552,0.0,0.6,1.0,0.6,1.0,Y
24,T.Turner o1.5 Total Bases,theprophunter0_,110,1.0,T.Turner,2.1,1.1,Philadelphia Phillies,Houston Astros,1.0,0.4606741573033708,0.0,0.2,0.0,0.5,0.0,Y
25,R.Blanco u5.5 Ks,PropBetGuy,-137,1.37,R.Blanco,2.37,1.0,Houston Astros,Philadelphia Phillies,0.0,0.5,0.0,0.4,0.0,0.6,1.0,Y
26,B.Harper o2.5 Total Bases,charliedisturco,200,0.25,B.Harper,0.75,0.5,Philadelphia Phillies,Houston Astros,1.0,0.3070175438596491,0.0,0.2,0.0,0.2,0.0,Y
27,B.Harper o1.5 Total Bases,charliedisturco,143,0.5,B.Harper,1.215,0.7149999999999999,Philadelphia Phillies,Houston Astros,1.0,0.4210526315789473,0.0,0.6,1.0,0.5,0.0,Y
28,B.Harper o0.5 HR,charliedisturco,360,0.1,B.Harper,0.4599999999999999,0.36,Philadelphia Phillies,Houston Astros,1.0,0.2017543859649122,0.0,0.0,0.0,0.0,0.0,N
29,M.Parker o2.5 BB,rsura_,120,1.1,M.Parker,2.4200000000000004,1.3200000000000005,Washington Nationals,New York Yankees,1.0,0.1363636363636363,0.0,0.2,0.0,0.1,0.0,N
30,N.Cortes u1.5 BB,SBK5065,-145,1.0,N.Cortes,1.6896551724137931,0.6896551724137931,New York Yankees,Washington Nationals,0.0,0.6153846153846154,1.0,0.6,1.0,0.6,1.0,N
31,V.Pasquantino o1.5 Hits + Runs + RBIs,theprophunter0_,-125,1.25,V.Pasquantino,2.25,1.0,Kansas City Royals,Cleveland Guardians,0.0,0.5476190476190477,1.0,0.4,0.0,0.6,1.0,N
32,C.Ragans o17.5 Outs,Markus_Markets,-130,1.0,C.Ragans,1.7692307692307692,0.7692307692307692,Kansas City Royals,Cleveland Guardians,0.0,0.6923076923076923,1.0,0.4,0.0,0.6,1.0,N
33,D.Carlson o0.5 hits+runs+rbi,Rotowire,100,0.75,D.Carlson,1.5,0.75,Tampa Bay Rays,Seattle Mariners,0.0,0.6111111111111112,1.0,0.4,0.0,0.5,0.0,N
34,R.Pepiot u6.5 strikeouts,Rotowire,100,0.75,R.Pepiot,1.5,0.75,Tampa Bay Rays,Seattle Mariners,0.0,0.5789473684210527,1.0,0.8,1.0,0.6,1.0,Y
35,J.Polanco o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Polanco,3.0,1.5,Seattle Mariners,Tampa Bay Rays,1.0,0.6043956043956044,1.0,0.6,1.0,0.6,1.0,Y
37,R.Pepiot u6.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Pepiot,3.0,1.5,Tampa Bay Rays,Seattle Mariners,0.0,0.5789473684210527,1.0,0.8,1.0,0.6,1.0,Y
38,J.Soto o1.5 hits+runs+rbi,Rotowire,100,0.75,J.Soto,1.5,0.75,New York Yankees,Washington Nationals,0.0,0.5984251968503937,1,0.4,0,0.4,0,N
39,N.Cortes o4.5 strikeouts,Rotowire,100,0.75,N.Cortes,1.5,0.75,New York Yankees,Washington Nationals,0.0,0.6538461538461539,1,0.6,1,0.6,1,Y
40,K.Gibson o3.5 strikeouts,Rotowire,100,0.75,K.Gibson,1.5,0.75,St Louis Cardinals,San Diego Padres,1.0,0.75,1,0.8,1,0.8,1,N
41,R.Blanco o5.5 strikeouts,Rotowire Prizepicks,100,1.5,R.Blanco,3.0,1.5,Houston Astros,Philadelphia Phillies,0.0,0.5,0,0.6,1,0.4,0,N
42,M.Parker o4.5 strikeouts,Rotowire Prizepicks,100,1.5,M.Parker,3.0,1.5,Washington Nationals,New York Yankees,1.0,0.5454545454545454,1,0.6,1,0.7,1,Y
43,O.Arcia o0.5 hits+runs+rbi,Rotowire,100,0.75,O.Arcia,1.5,0.75,Atlanta Braves,Minnesota Twins,0.0,0.6209677419354839,1,0.8,1,0.6,1,Y
44,E.Cabrera o2.5 walks allowed,Rotowire Prizepicks,100,1.5,E.Cabrera,3.0,1.5,Miami Marlins,Colorado Rockies,0.0,0.5384615384615384,1,0.6,1,0.6,1,N
45,M.Keller o4.5 strikeouts,Rotowire,100,0.75,M.Keller,1.5,0.75,Pittsburgh Pirates,Chicago Cubs,1.0,0.6,1,0.6,1,0.6,1,N
46,A.Judge o1.5 total bases,Rotowire,100,0.75,A.Judge,1.5,0.75,New York Yankees,Washington Nationals,0.0,0.5348837209302325,1,0.8,1,0.8,1,N
47,M.Parker o3.5 strikeouts,Rotowire,100,0.75,M.Parker,1.5,0.75,Washington Nationals,New York Yankees,1.0,0.6363636363636364,1,0.6,1,0.7,1,Y
48,J.Polanco o0.5 hits+runs+rbi,Rotowire,100,0.75,J.Polanco,1.5,0.75,Seattle Mariners,Tampa Bay Rays,1.0,0.6593406593406593,1,0.8,1,0.8,1,Y
49,A.Burleson o1.5 hits+runs+rbi,Rotowire,100,0.75,A.Burleson,1.5,0.75,St Louis Cardinals,San Diego Padres,1.0,0.4666666666666667,0,0.4,0,0.4,0,Y
50,B.Rodgers o1.5 hits+runs+rbi,Rotowire,100,0.75,B.Rodgers,1.5,0.75,Colorado Rockies,Miami Marlins,1.0,0.5412844036697247,1,0.2,0,0.4,0,N
51,A.Marsh o3.5 strikeouts,Rotowire,100,0.75,A.Marsh,1.5,0.75,Kansas City Royals,Cleveland Guardians,0.0,0.7,1,0.6,1,0.8,1,N
52,E.Cabrera o2.5 walks allowed,Rotowire,100,0.75,E.Cabrera,1.5,0.75,Miami Marlins,Colorado Rockies,0.0,0.5384615384615384,1,0.6,1,0.6,1,N
53,K.Carpenter o1.5 hits+runs+rbi,Rotowire Prizepicks,100,1.5,K.Carpenter,3.0,1.5,Detroit Tigers,Chicago White Sox,0.0,0.4745762711864407,0,0.4,0,0.4,0,Y
54,E.Cabrera u5.5 strikeouts,Rotowire Prizepicks,100,1.5,E.Cabrera,3.0,1.5,Miami Marlins,Colorado Rockies,0.0,0.5384615384615384,1,0.6,1,0.6,1,N
55,J.Rojas o0.5 total bases,Rotowire Prizepicks,100,1.5,J.Rojas,3.0,1.5,Philadelphia Phillies,Houston Astros,1.0,0.6111111111111112,1,0.6,1,0.7,1,N
56,R.Pepiot o15.5 outs,Rotowire,100,0.75,R.Pepiot,1.5,0.75,Tampa Bay Rays,Seattle Mariners,0.0,0.6842105263157895,1.0,0.8,1.0,0.7,1.0,Y
57,R.Feltner o3.5 strikeouts,Rotowire,100,0.75,R.Feltner,1.5,0.75,Colorado Rockies,Miami Marlins,1.0,0.6086956521739131,1.0,0.6,1.0,0.6,1.0,N
58,Z.Kelly o0.5 strikeouts,Rotowire,100,0.75,Z.Kelly,1.5,0.75,Boston Red Sox,Toronto Blue Jays,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Y
