,Play,Expert,Team,Name,Opponent,Hmcrt_adv,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct,Odds,Units,Payout,Profit,Correct
13,C.Sale o8.5 Ks,rsura_,Atlanta Braves,C.Sale,Colorado Rockies,1.0,0.48,0,0.6,1,0.6,1,-135,1.35,2.35,1.0,Y
14,P.Corbin u17.5 Outs,LinesAtLunch,Washington Nationals,P.Corbin,Miami Marlins,0.0,0.5185185185185185,1,0.4,0,0.5,0,-114,1.14,2.14,0.9999999999999998,Y
15,P.Corbin u17.5 Outs,rsura_,Washington Nationals,P.Corbin,Miami Marlins,0.0,0.5185185185185185,1,0.4,0,0.5,0,-114,1.14,2.14,0.9999999999999998,Y
16,V.Guerrero o1.5 Total Bases,LinesAtLunch,Toronto Blue Jays,V.Guerrero,Philadelphia Phillies,1.0,0.0,0,0.0,0,0.0,0,-120,1.2,2.2,1.0000000000000002,N
17,J.Loperfido o0.5 Hits,LinesAtLunch,Toronto Blue Jays,J.Loperfido,Philadelphia Phillies,1.0,0.5,0,0.4,0,0.5,0,-140,1.4,2.4,1.0,N
18,W.Contreras o1.5 Hits + Runs + RBIs,ThePropfessor_,Milwaukee Brewers,W.Contreras,St Louis Cardinals,1.0,0.5895522388059702,1,0.4,0,0.5,0,-125,1.25,2.25,1.0,N
19,C.Morel o0.5 hits+runs+rbi,Rotowire,Tampa Bay Rays,C.Morel,Minnesota Twins,1.0,0.5172413793103449,1,0.8,1,0.6,1,100,0.75,1.5,0.75,Y
20,K.Harrison u15.5 Outs,SBK5065,San Francisco Giants,K.Harrison,Arizona Diamondbacks,1.0,0.5652173913043478,1,0.8,1,0.6,1,-135,1.0,1.7407407407407407,0.7407407407407407,Y
21,K.Schwarber o0.5 HR,gneiffer07,Philadelphia Phillies,K.Schwarber,Toronto Blue Jays,0.0,0.1746031746031746,0,0.0,0,0.0,0,350,0.5,2.25,1.75,Y
22,P.Alonso o0.5 HR,gneiffer07,New York Mets,P.Alonso,Boston Red Sox,1.0,0.2028985507246377,0,0.4,0,0.3,0,425,0.5,2.625,2.125,Y
23,A.Santander o0.5 HR,gneiffer07,Baltimore Orioles,A.Santander,Chicago White Sox,1.0,0.2706766917293233,0,0.2,0,0.2,0,455,0.5,2.775,2.275,N
24,S.Ohtani o0.5 HR,gneiffer07,Los Angeles Dodgers,S.Ohtani,Los Angeles Angels,0.0,0.3157894736842105,0,0.4,0,0.5,0,285,1.0,3.85,2.85,N
25,A.Heaney u15.5 Outs,JBBets1,Texas Rangers,A.Heaney,New York Yankees,1.0,0.64,1,0.8,1,0.7,1,-165,1.0,1.606060606060606,0.606060606060606,Y
26,L.Butler o1.5 hits+runs+rbi,Rotowire Prizepicks,Oakland Athletics,L.Butler,Seattle Mariners,1.0,0.4489795918367347,0,1.0,1,1.0,1,100,1.5,3.0,1.5,Y
27,T.Phillips u3.5 Ks,rsura_,Philadelphia Phillies,T.Phillips,Toronto Blue Jays,0.0,0.5,0,0.6,1,0.5,0,-129,1.29,2.29,1.0,Y
28,M.Semien o1.5 Hits + Runs + RBIs,PlayerPropSavant,Texas Rangers,M.Semien,New York Yankees,1.0,0.4888888888888889,0,0.0,0,0.1,0,-122,1.22,2.22,1.0000000000000002,Y
29,A.Civale o16.5 Outs,PlayerPropSavant,Milwaukee Brewers,A.Civale,St Louis Cardinals,1.0,0.4444444444444444,0,0.6,1,0.4444444444444444,0,-121,1.21,2.21,1.0,N
30,C.Povich o1.5 earned runs,Rotowire,Baltimore Orioles,C.Povich,Chicago White Sox,1.0,0.8181818181818182,1,1.0,1,0.8,1,100,0.75,1.5,0.75,N
31,D.Festa u6.5 Ks,GreenDotDaily,Minnesota Twins,D.Festa,Tampa Bay Rays,0.0,0.75,1,0.6,1,0.75,1,-160,1.0,1.625,0.625,N
32,A.Santander o0.5 HR,charliedisturco,Baltimore Orioles,A.Santander,Chicago White Sox,1.0,0.2706766917293233,0,0.2,0,0.2,0,425,0.15,0.7875,0.6375,N
33,M.Ozuna o0.5 HR,charliedisturco,Atlanta Braves,M.Ozuna,Colorado Rockies,1.0,0.2408759124087591,0,0.0,0,0.0,0,340,0.15,0.66,0.51,N
34,T.Bibee u5.5 Ks,PropBetGuy,Cleveland Guardians,T.Bibee,Kansas City Royals,0.0,0.4230769230769231,0,0.4,0,0.5,0,-138,1.38,2.38,1.0,N
35,J.Naylor o0.5 HR,charliedisturco,Cleveland Guardians,J.Naylor,Kansas City Royals,0.0,0.2093023255813953,0,0.2,0,0.2,0,625,0.15,1.0875,0.9375,N
36,F.Lindor o1.5 hits+runs+rbi,Rotowire Prizepicks,New York Mets,F.Lindor,Boston Red Sox,1.0,0.572463768115942,1,1.0,1,0.7,1,100,1.5,3.0,1.5,Y
37,P.Corbin o0.5 Outs,PropBetGuy,Washington Nationals,P.Corbin,Miami Marlins,0.0,1.0,1,1.0,1,1.0,1,-104,1.04,2.04,1.0,Y
38,J.Naylor o1.5 Total Bases,moneybadger24_,Cleveland Guardians,J.Naylor,Kansas City Royals,0.0,0.4186046511627907,0,1.0,1,0.6,1,120,1.0,2.2,1.2000000000000002,N
39,B.Singer o4.5 strikeouts,Rotowire Prizepicks,Kansas City Royals,B.Singer,Cleveland Guardians,1.0,0.6296296296296297,1,1.0,1,0.8,1,100,1.5,3.0,1.5,N
40,V.Guerrero o1.5 Total Bases,theprophunter0_,Toronto Blue Jays,V.Guerrero,Philadelphia Phillies,1.0,0.0,0,0.0,0,0.0,0,105,1.0,2.05,1.0499999999999998,N
41,J.Burger o1.5 Total Bases,theprophunter0_,Miami Marlins,J.Burger,Washington Nationals,1.0,0.4375,0,0.4,0,0.4,0,-110,1.1,2.1,1.0,N
42,J.Chisholm o1.5 Hits + Runs + RBIs,theprophunter0_,New York Yankees,J.Chisholm,Texas Rangers,0.0,0.7083333333333334,1,0.8,1,0.7,1,-105,1.05,2.05,0.9999999999999998,Y
43,M.Olson o1.5 Total Bases,theprophunter0_,Atlanta Braves,M.Olson,Colorado Rockies,1.0,0.364963503649635,0,0.6,1,0.7,1,120,1.0,2.2,1.2000000000000002,N
44,J.Chourio o1.5 Hits + Runs + RBIs,PlayerPropSavant,Milwaukee Brewers,J.Chourio,St Louis Cardinals,1.0,0.55,1,0.8,1,0.8,1,-137,1.37,2.37,1.0,Y
45,S.Ohtani o1.5 Total Bases,theprophunter0_,Los Angeles Dodgers,S.Ohtani,Los Angeles Angels,0.0,0.556390977443609,1,0.6,1,0.7,1,-110,1.1,2.1,1.0,Y
46,D.Peterson o1.5 earned runs,Rotowire,New York Mets,D.Peterson,Boston Red Sox,1.0,0.6875,1,0.4,0,0.6,1,100,0.75,1.5,0.75,N
47,D.Jansen o0.5 hits+runs+rbi,Rotowire,Boston Red Sox,D.Jansen,New York Mets,0.0,0.5625,1,0.2,0,0.3,0,100,0.75,1.5,0.75,Y
48,J.Ortiz o0.5 hits+runs+rbi,Rotowire,Milwaukee Brewers,J.Ortiz,St Louis Cardinals,1.0,0.6814159292035398,1,0.6,1,0.4,0,100,0.75,1.5,0.75,Y
49,J.Wilson o0.5 hits+runs+rbi,Rotowire,Oakland Athletics,J.Wilson,Seattle Mariners,1.0,0.8333333333333334,1,0.8,1,0.8333333333333334,1,100,0.75,1.5,0.75,N
50,W.Buehler o4.5 hits allowed,Rotowire,Los Angeles Dodgers,W.Buehler,Los Angeles Angels,0.0,0.8181818181818182,1,0.8,1,0.8,1,100,0.75,1.5,0.75,Y
