,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
10,10,K.Clemens,Philadelphia Phillies,Toronto Blue Jays,0,4,1,1,2,0,0,4,0.274,0.529,0.803,0.133,0.79,0.1,0.96,0.8,4,-3,0,0,4,4,904
11,11,G.Springer,Toronto Blue Jays,Philadelphia Phillies,1,4,0,0,0,0,0,4,0.303,0.381,0.684,-0.169,1.65,-0.0,0.04,-1.1,0,0,0,0,0,0,904
12,12,D.Varsho,Toronto Blue Jays,Philadelphia Phillies,1,4,1,1,0,0,2,4,0.297,0.42,0.716,-0.087,1.41,-0.0,0.04,-0.3,2,-20,21,0,0,2,904
13,13,V.Guerrero,Toronto Blue Jays,Philadelphia Phillies,1,4,1,1,1,0,1,4,0.4,0.564,0.963,0.013,1.22,0.0,0.03,0.5,3,-39,40,0,0,0,904
14,14,A.Kirk,Toronto Blue Jays,Philadelphia Phillies,1,4,0,1,1,0,1,4,0.313,0.349,0.662,0.013,1.16,0.0,0.03,0.5,2,-13,14,0,0,2,904
15,15,E.Clement,Toronto Blue Jays,Philadelphia Phillies,1,4,0,0,0,0,0,4,0.283,0.418,0.701,-0.104,1.04,-0.0,0.03,-0.8,0,0,0,0,0,0,904
16,16,S.Horwitz,Toronto Blue Jays,Philadelphia Phillies,1,3,0,1,0,1,1,4,0.35,0.42,0.77,0.054,1.12,0.0,0.03,-0.0,1,1,0,0,0,1,904
17,17,L.Jimenez,Toronto Blue Jays,Philadelphia Phillies,1,3,0,0,0,0,2,3,0.327,0.394,0.721,-0.111,1.55,-0.0,0.04,-0.7,0,0,0,0,0,0,904
18,18,W.Wagner,Toronto Blue Jays,Philadelphia Phillies,1,1,0,0,0,0,1,1,0.348,0.516,0.864,-0.046,1.62,-0.0,0.04,-0.3,0,0,0,0,0,0,904
19,19,D.Schneider,Toronto Blue Jays,Philadelphia Phillies,1,3,0,1,0,0,1,3,0.289,0.338,0.627,-0.049,1.55,-0.0,0.04,-0.1,1,-18,19,0,0,2,904
20,20,B.Serven,Toronto Blue Jays,Philadelphia Phillies,1,3,0,1,0,0,1,3,0.267,0.259,0.526,-0.027,1.4,-0.0,0.04,-0.2,1,-3,4,0,0,2,904
21,21,N.Lopez,Chicago White Sox,Baltimore Orioles,0,4,2,3,1,1,0,5,0.313,0.299,0.612,0.14,0.41,0.0,0.0,1.7,6,2,0,0,1,6,904
22,22,L.Robert,Chicago White Sox,Baltimore Orioles,0,4,1,2,1,0,0,4,0.274,0.398,0.672,0.064,0.68,0.0,0.0,0.2,4,-13,15,0,0,0,904
23,23,C.Julks,Chicago White Sox,Baltimore Orioles,0,1,0,0,0,0,0,1,0.29,0.325,0.615,-0.001,0.02,0.0,0.0,-0.2,0,0,0,0,0,0,904
24,24,A.Benintendi,Chicago White Sox,Baltimore Orioles,0,3,1,0,0,2,0,5,0.28,0.374,0.655,-0.075,0.66,0.0,0.0,-0.3,1,0,0,0,0,0,904
25,25,A.Vaughn,Chicago White Sox,Baltimore Orioles,0,5,2,2,1,0,0,5,0.292,0.393,0.685,0.107,0.41,0.0,0.0,0.6,5,-14,0,0,16,5,904
26,26,G.Sheets,Chicago White Sox,Baltimore Orioles,0,4,0,2,0,1,0,5,0.314,0.366,0.68,-0.024,0.5,0.0,0.0,1.0,2,2,0,0,0,2,904
27,27,L.Sosa,Chicago White Sox,Baltimore Orioles,0,4,1,3,2,0,0,5,0.253,0.297,0.551,0.056,0.44,0.0,0.0,1.2,6,3,0,0,0,3,904
28,28,D.Fletcher,Chicago White Sox,Baltimore Orioles,0,5,1,1,3,0,1,5,0.267,0.28,0.547,0.121,0.56,0.0,0.0,0.7,5,0,0,0,1,4,904
29,29,C.Robinson,Chicago White Sox,Baltimore Orioles,0,5,0,1,0,0,1,5,0.175,0.154,0.329,-0.035,0.3,0.0,0.0,-0.9,1,1,0,0,0,1,904
30,30,J.Amaya,Chicago White Sox,Baltimore Orioles,0,4,0,1,0,0,2,4,0.3,0.316,0.616,-0.017,0.27,0.0,0.0,-0.0,1,0,1,0,0,2,904
31,31,G.Henderson,Baltimore Orioles,Chicago White Sox,1,4,1,3,1,0,1,4,0.367,0.538,0.905,0.094,0.56,0.07,0.73,0.7,5,-32,0,0,35,6,904
32,32,A.Rutschman,Baltimore Orioles,Chicago White Sox,1,3,0,1,0,1,1,4,0.326,0.406,0.732,0.017,0.58,0.01,0.76,0.0,1,1,0,0,0,1,904
33,33,R.O'Hearn,Baltimore Orioles,Chicago White Sox,1,2,0,0,0,0,0,2,0.344,0.435,0.779,-0.087,1.04,-0.07,1.37,-0.9,0,0,0,0,0,0,904
34,34,E.Jimenez,Baltimore Orioles,Chicago White Sox,1,1,0,0,0,0,0,1,0.306,0.357,0.663,-0.019,0.74,-0.01,0.97,-0.4,0,0,0,0,0,0,904
35,35,N.Maton,Baltimore Orioles,Chicago White Sox,1,1,0,0,0,0,1,1,0.0,0.0,0.0,-0.001,0.03,-0.0,0.04,-0.2,0,0,0,0,0,0,904
36,36,A.Santander,Baltimore Orioles,Chicago White Sox,1,4,0,1,0,0,1,4,0.312,0.519,0.831,-0.028,0.28,-0.02,0.38,-0.2,1,1,0,0,0,1,904
37,37,C.Cowser,Baltimore Orioles,Chicago White Sox,1,4,0,0,0,0,2,4,0.324,0.443,0.767,-0.041,0.33,-0.03,0.43,-0.8,0,0,0,0,0,0,904
38,38,C.Mullins,Baltimore Orioles,Chicago White Sox,1,3,0,2,0,1,0,4,0.298,0.398,0.696,0.041,0.46,0.03,0.6,0.5,2,2,0,0,0,2,904
39,39,C.Mayo,Baltimore Orioles,Chicago White Sox,1,4,0,0,0,0,2,4,0.222,0.087,0.309,-0.082,0.43,-0.07,0.57,-1.4,0,0,0,0,0,0,904
40,40,J.Holliday,Baltimore Orioles,Chicago White Sox,1,2,0,0,0,1,0,3,0.235,0.325,0.559,-0.021,0.44,-0.02,0.58,0.0,0,0,0,0,0,0,904
41,41,J.McCann,Baltimore Orioles,Chicago White Sox,1,3,0,0,0,0,2,3,0.266,0.342,0.608,-0.037,0.53,-0.03,0.69,-0.6,0,0,0,0,0,0,904
42,42,J.Altuve,Houston Astros,Cincinnati Reds,0,3,0,1,0,0,0,3,0.348,0.436,0.784,-0.016,0.32,-0.01,0.29,0.1,1,1,0,0,0,1,904
43,43,S.Whitcomb,Houston Astros,Cincinnati Reds,0,2,0,0,0,0,0,2,0.333,0.324,0.657,-0.006,0.11,-0.0,0.1,-0.8,0,0,0,0,0,0,904
44,44,Y.Alvarez,Houston Astros,Cincinnati Reds,0,3,0,0,0,0,1,3,0.398,0.567,0.965,-0.029,0.33,-0.02,0.31,-1.3,0,0,0,0,0,0,904
45,45,J.Heyward,Houston Astros,Cincinnati Reds,0,2,0,0,0,0,2,2,0.287,0.386,0.673,-0.003,0.05,-0.0,0.04,-0.6,0,0,0,0,0,0,904
46,46,Y.Diaz,Houston Astros,Cincinnati Reds,0,3,1,0,0,1,1,4,0.323,0.452,0.775,-0.008,0.14,-0.0,0.13,0.3,1,0,0,0,0,0,904
47,47,C.Salazar,Houston Astros,Cincinnati Reds,0,1,0,0,0,0,1,1,0.379,0.391,0.771,0.0,0.01,0.0,0.01,-0.2,0,0,0,0,0,0,904
48,48,A.Bregman,Houston Astros,Cincinnati Reds,0,2,1,1,0,0,0,2,0.317,0.448,0.764,0.0,0.22,0.0,0.2,0.1,2,-26,27,0,0,2,904
49,49,J.Singleton,Houston Astros,Cincinnati Reds,0,2,1,1,1,0,1,2,0.318,0.382,0.701,0.001,0.02,0.0,0.02,0.6,3,-12,0,0,13,4,904
50,50,V.Caratini,Houston Astros,Cincinnati Reds,0,4,0,1,0,0,3,4,0.34,0.425,0.765,-0.002,0.09,-0.0,0.09,-0.2,1,-6,7,0,0,2,904
51,51,J.Pena,Houston Astros,Cincinnati Reds,0,2,0,0,0,0,0,2,0.31,0.401,0.711,-0.01,0.2,-0.01,0.17,-0.8,0,0,0,0,0,0,904
52,52,M.Dubon,Houston Astros,Cincinnati Reds,0,2,1,1,0,0,1,2,0.287,0.358,0.644,-0.002,0.04,-0.0,0.04,-0.0,2,1,0,0,0,1,904
53,53,B.Gamel,Houston Astros,Cincinnati Reds,0,3,1,1,1,1,1,4,0.397,0.369,0.767,0.005,0.1,0.0,0.09,0.7,3,1,0,0,0,1,904
54,54,Z.Dezenzo,Houston Astros,Cincinnati Reds,0,4,0,1,2,0,2,4,0.255,0.308,0.562,-0.005,0.08,-0.0,0.08,1.0,3,1,0,0,0,1,904
55,55,C.McCormick,Houston Astros,Cincinnati Reds,0,3,0,2,1,1,0,4,0.264,0.301,0.565,0.004,0.1,0.0,0.1,1.5,3,2,0,0,0,2,904
56,56,J.India,Cincinnati Reds,Houston Astros,1,3,3,1,1,2,2,5,0.354,0.401,0.755,0.098,0.31,0.0,0.0,1.3,5,-13,0,0,14,4,904
57,57,E.De,Cincinnati Reds,Houston Astros,1,4,3,3,2,0,1,4,0.347,0.481,0.828,0.102,0.37,0.0,0.0,2.3,8,-30,33,0,0,5,904
58,58,N.Marte,Cincinnati Reds,Houston Astros,1,1,0,0,0,0,1,1,0.231,0.305,0.536,0.0,0.01,0.0,0.0,-0.2,0,0,0,0,0,0,904
59,59,T.Stephenson,Cincinnati Reds,Houston Astros,1,4,0,2,3,0,1,4,0.343,0.47,0.813,0.015,0.35,0.0,0.0,1.8,5,2,0,0,0,2,904
60,60,W.Benson,Cincinnati Reds,Houston Astros,1,1,0,0,0,0,0,1,0.28,0.394,0.675,0.0,0.01,0.0,0.0,-0.2,0,0,0,0,0,0,904
61,61,T.Friedl,Cincinnati Reds,Houston Astros,1,4,1,2,2,0,0,4,0.303,0.382,0.684,0.058,0.27,0.0,0.0,1.1,5,-3,5,0,0,3,904
62,62,R.Hinds,Cincinnati Reds,Houston Astros,1,1,0,0,0,0,1,1,0.356,0.805,1.16,0.0,0.01,0.0,0.0,-0.1,0,0,0,0,0,0,904
63,63,S.Steer,Cincinnati Reds,Houston Astros,1,5,0,1,1,0,0,5,0.326,0.416,0.742,-0.026,0.19,0.0,0.0,-0.1,2,1,0,0,0,1,904
64,64,T.France,Cincinnati Reds,Houston Astros,1,4,1,3,1,0,0,4,0.324,0.378,0.702,0.08,0.3,0.0,0.0,1.1,5,3,0,0,0,3,904
65,65,L.Maile,Cincinnati Reds,Houston Astros,1,1,0,0,0,0,1,1,0.266,0.24,0.506,0.0,0.0,0.0,0.0,-0.2,0,0,0,0,0,0,904
66,66,J.Fraley,Cincinnati Reds,Houston Astros,1,4,1,1,0,1,0,5,0.323,0.375,0.698,0.009,0.11,0.0,0.0,0.1,2,-13,14,0,0,2,904
67,67,S.Espinal,Cincinnati Reds,Houston Astros,1,2,1,0,0,2,0,4,0.316,0.401,0.717,0.007,0.29,0.0,0.0,-0.4,1,0,0,0,0,0,904
68,68,A.Rosario,Cincinnati Reds,Houston Astros,1,4,2,1,2,0,0,4,0.327,0.41,0.738,0.089,0.42,0.0,0.0,1.3,5,-18,19,0,0,2,904
69,69,D.Crews,Washington Nationals,Miami Marlins,0,3,0,0,0,2,1,5,0.278,0.455,0.732,-0.002,2.24,0.0,0.0,0.2,0,0,0,0,0,0,904
70,70,J.Tena,Washington Nationals,Miami Marlins,0,4,1,0,1,1,1,5,0.316,0.387,0.703,0.013,2.29,0.0,0.0,-0.1,2,0,0,0,0,0,904
71,71,A.Chaparro,Washington Nationals,Miami Marlins,0,4,0,0,1,0,0,4,0.284,0.435,0.719,-0.131,1.79,0.0,0.0,-1.1,1,0,0,0,0,0,904
72,72,D.Baker,Washington Nationals,Miami Marlins,0,1,0,0,0,0,1,1,0.5,0.5,1.0,-0.134,4.81,0.0,0.0,-0.4,0,0,0,0,0,0,904
73,73,J.Wood,Washington Nationals,Miami Marlins,0,4,0,2,1,0,0,4,0.371,0.427,0.798,0.33,1.76,0.0,0.0,1.7,3,-8,10,0,0,4,904
74,74,L.Garcia,Washington Nationals,Miami Marlins,0,3,0,1,0,1,1,4,0.328,0.452,0.78,-0.09,1.31,0.0,0.0,-0.8,1,-23,24,0,0,0,904
75,75,J.Gallo,Washington Nationals,Miami Marlins,0,4,0,0,0,0,1,4,0.286,0.324,0.609,-0.249,1.89,0.0,0.0,-1.9,0,0,0,0,0,0,904
76,76,C.Abrams,Washington Nationals,Miami Marlins,0,4,0,0,0,0,1,4,0.311,0.423,0.733,-0.176,1.64,0.0,0.0,-1.0,0,0,0,0,0,0,904
77,77,K.Ruiz,Washington Nationals,Miami Marlins,0,3,1,1,0,1,0,4,0.256,0.363,0.618,0.037,1.3,0.0,0.0,0.4,2,1,0,0,0,1,904
78,78,J.Young,Washington Nationals,Miami Marlins,0,4,1,1,0,0,1,4,0.323,0.346,0.669,0.017,1.54,0.0,0.0,0.0,2,1,0,0,0,1,904
79,79,X.Edwards,Miami Marlins,Washington Nationals,1,5,1,2,1,0,2,5,0.417,0.423,0.84,0.095,1.85,0.0,0.0,-0.4,4,2,0,0,0,2,904
80,80,C.Norby,Miami Marlins,Washington Nationals,1,4,0,1,0,0,3,4,0.312,0.534,0.846,-0.022,1.32,0.0,0.0,-0.5,1,1,0,0,0,1,904
81,81,J.Burger,Miami Marlins,Washington Nationals,1,4,0,1,1,0,0,4,0.303,0.461,0.764,0.251,1.61,0.0,0.0,0.5,2,1,0,0,0,1,904
82,82,J.Bride,Miami Marlins,Washington Nationals,1,3,1,0,0,1,2,4,0.347,0.396,0.743,-0.124,1.54,0.0,0.0,-0.7,1,0,0,0,0,0,904
83,83,K.Stowers,Miami Marlins,Washington Nationals,1,4,0,0,0,0,2,4,0.276,0.351,0.627,-0.124,1.22,0.0,0.0,-0.9,0,0,0,0,0,0,904
84,84,O.Lopez,Miami Marlins,Washington Nationals,1,4,0,1,1,0,1,4,0.287,0.329,0.617,0.041,0.91,0.0,0.0,0.7,2,-15,16,0,0,2,904
85,85,C.Pache,Miami Marlins,Washington Nationals,1,3,0,0,0,0,2,3,0.277,0.282,0.558,-0.078,0.98,0.0,0.0,-0.8,0,0,0,0,0,0,904
86,86,J.Sanchez,Miami Marlins,Washington Nationals,1,1,0,1,0,0,0,1,0.3,0.422,0.722,0.029,1.45,0.0,0.0,0.1,1,1,0,0,0,1,904
87,87,G.Conine,Miami Marlins,Washington Nationals,1,3,2,0,0,1,1,4,0.308,0.5,0.808,-0.115,1.64,0.0,0.0,-0.4,2,0,0,0,0,0,904
88,88,N.Fortes,Miami Marlins,Washington Nationals,1,4,0,1,1,0,0,4,0.252,0.308,0.56,0.163,1.66,0.0,0.0,0.9,2,-11,12,0,0,2,904
89,89,C.Santana,Minnesota Twins,Tampa Bay Rays,0,3,1,1,2,2,0,5,0.329,0.427,0.756,0.005,0.27,0.0,0.31,1.9,4,-19,0,0,20,4,904
90,90,R.Lewis,Minnesota Twins,Tampa Bay Rays,0,3,0,1,0,0,1,3,0.324,0.552,0.875,-0.003,0.54,-0.0,0.6,-0.2,1,1,0,0,0,1,904
91,91,M.Helman,Minnesota Twins,Tampa Bay Rays,0,2,1,1,0,0,1,2,0.5,0.75,1.25,0.001,0.12,0.0,0.14,-0.1,2,0,1,0,0,2,904
92,92,M.Wallner,Minnesota Twins,Tampa Bay Rays,0,5,0,2,1,0,2,5,0.375,0.547,0.922,-0.036,0.52,-0.02,0.58,0.3,3,2,0,0,0,2,904
93,93,J.Miranda,Minnesota Twins,Tampa Bay Rays,0,4,0,2,0,0,0,4,0.341,0.47,0.811,0.04,0.51,0.03,0.57,0.1,2,-26,28,0,0,3,904
94,94,R.Jeffers,Minnesota Twins,Tampa Bay Rays,0,4,0,1,0,0,1,4,0.313,0.46,0.774,0.011,0.86,0.01,0.97,-0.4,1,1,0,0,0,1,904
95,95,W.Castro,Minnesota Twins,Tampa Bay Rays,0,2,0,0,0,0,1,2,0.333,0.395,0.728,-0.098,1.49,-0.07,1.68,-0.8,0,0,0,0,0,0,904
96,96,K.Farmer,Minnesota Twins,Tampa Bay Rays,0,1,1,1,1,0,0,1,0.283,0.321,0.604,0.004,0.02,0.0,0.02,1.0,3,-2,0,0,3,4,904
97,97,E.Julien,Minnesota Twins,Tampa Bay Rays,0,1,0,0,0,0,1,1,0.32,0.35,0.67,-0.012,0.47,-0.01,0.53,-0.2,0,0,0,0,0,0,904
98,98,T.Larnach,Minnesota Twins,Tampa Bay Rays,0,4,1,1,0,0,1,4,0.327,0.453,0.781,-0.071,0.74,-0.05,0.83,-0.1,2,-14,15,0,0,2,904
99,99,B.Lee,Minnesota Twins,Tampa Bay Rays,0,4,0,1,0,0,0,4,0.302,0.357,0.658,-0.028,0.36,-0.02,0.4,-0.4,1,1,0,0,0,1,904
100,100,C.Vazquez,Minnesota Twins,Tampa Bay Rays,0,4,0,0,0,0,2,4,0.25,0.339,0.589,-0.034,0.3,-0.02,0.34,-1.5,0,0,0,0,0,0,904
101,101,Y.Diaz,Tampa Bay Rays,Minnesota Twins,1,4,1,2,2,1,0,5,0.334,0.409,0.743,0.041,0.3,0.01,0.08,1.9,5,-11,0,0,13,5,904
102,102,B.Lowe,Tampa Bay Rays,Minnesota Twins,1,3,1,1,0,0,1,3,0.321,0.47,0.791,0.107,1.21,0.02,0.32,0.6,2,1,0,0,0,1,904
103,103,J.Aranda,Tampa Bay Rays,Minnesota Twins,1,1,0,0,0,0,0,1,0.27,0.31,0.58,-0.001,0.02,0.0,0.01,-0.5,0,0,0,0,0,0,904
104,104,J.Caminero,Tampa Bay Rays,Minnesota Twins,1,3,1,0,0,1,0,4,0.349,0.447,0.796,0.046,0.74,0.01,0.2,-0.1,1,0,0,0,0,0,904
105,105,J.Lowe,Tampa Bay Rays,Minnesota Twins,1,4,0,1,0,0,0,4,0.306,0.421,0.727,-0.057,0.87,-0.01,0.23,-0.2,1,-16,17,0,0,2,904
106,106,J.DeLuca,Tampa Bay Rays,Minnesota Twins,1,4,1,0,1,0,1,4,0.264,0.314,0.578,0.029,0.6,0.01,0.16,-0.2,2,0,0,0,0,0,904
107,107,D.Carlson,Tampa Bay Rays,Minnesota Twins,1,4,1,1,0,0,2,4,0.286,0.284,0.57,0.004,0.38,0.0,0.1,-0.2,2,1,0,0,0,1,904
108,108,J.Caballero,Tampa Bay Rays,Minnesota Twins,1,4,2,2,1,0,0,4,0.285,0.364,0.649,0.073,0.44,0.01,0.12,1.5,5,-21,23,0,0,3,904
109,109,B.Rortvedt,Tampa Bay Rays,Minnesota Twins,1,4,1,1,1,0,1,4,0.33,0.327,0.657,0.022,0.48,0.0,0.13,1.5,3,1,0,0,0,1,904
110,110,T.Walls,Tampa Bay Rays,Minnesota Twins,1,2,1,1,3,1,0,4,0.284,0.224,0.507,0.012,0.29,0.0,0.07,0.9,5,1,0,0,0,1,904
111,111,J.Duran,Boston Red Sox,New York Mets,0,4,1,2,1,0,0,4,0.353,0.524,0.877,0.102,1.62,0.04,1.01,1.4,4,-42,44,0,0,3,904
112,112,R.Devers,Boston Red Sox,New York Mets,0,3,0,0,1,0,1,4,0.354,0.544,0.898,-0.19,1.7,-0.07,1.06,-1.2,1,0,0,0,0,0,904
113,113,W.Abreu,Boston Red Sox,New York Mets,0,1,0,0,1,0,1,2,0.332,0.493,0.824,0.004,0.92,0.0,0.57,0.1,1,0,0,0,0,0,904
114,114,R.Refsnyder,Boston Red Sox,New York Mets,0,1,0,1,0,1,0,2,0.355,0.445,0.8,0.091,1.23,0.03,0.78,0.5,1,1,0,0,0,1,904
115,115,T.O'Neill,Boston Red Sox,New York Mets,0,3,0,1,0,1,1,4,0.347,0.516,0.862,0.127,1.4,0.05,0.88,0.5,1,1,0,0,0,1,904
116,116,M.Yoshida,Boston Red Sox,New York Mets,0,4,0,0,0,0,0,4,0.354,0.419,0.773,-0.247,2.28,-0.09,1.43,-1.4,0,0,0,0,0,0,904
117,117,T.Casas,Boston Red Sox,New York Mets,0,2,0,0,0,2,0,4,0.349,0.445,0.794,-0.147,1.14,-0.06,0.71,-0.5,0,0,0,0,0,0,904
118,118,C.Wong,Boston Red Sox,New York Mets,0,4,0,2,0,0,2,4,0.337,0.425,0.763,0.035,0.83,0.01,0.52,-0.3,2,2,0,0,0,2,904
119,119,E.Valdez,Boston Red Sox,New York Mets,0,4,1,2,0,0,1,4,0.279,0.393,0.672,0.012,1.24,0.0,0.78,0.1,3,2,0,0,0,2,904
120,120,N.Sogard,Boston Red Sox,New York Mets,0,2,1,1,0,0,0,2,0.306,0.268,0.574,0.0,1.65,0.0,1.03,0.3,2,1,0,0,0,1,904
121,121,R.Gonzalez,Boston Red Sox,New York Mets,0,2,0,0,0,0,1,2,0.324,0.422,0.746,-0.101,1.18,-0.04,0.74,-0.7,0,0,0,0,0,0,904
122,122,F.Lindor,New York Mets,Boston Red Sox,1,5,1,2,0,0,0,5,0.343,0.501,0.844,0.033,0.44,0.03,0.56,-0.2,3,-36,38,0,0,3,904
123,123,B.Nimmo,New York Mets,Boston Red Sox,1,2,2,1,0,2,0,4,0.342,0.403,0.745,0.067,0.98,0.05,1.26,0.9,3,1,0,0,0,1,904
124,124,M.Vientos,New York Mets,Boston Red Sox,1,4,1,2,0,0,1,4,0.339,0.544,0.883,0.037,1.24,0.03,1.58,0.8,3,2,0,0,0,2,904
125,125,P.Alonso,New York Mets,Boston Red Sox,1,4,0,0,0,0,3,4,0.323,0.469,0.792,-0.122,1.04,-0.09,1.34,-1.7,0,0,0,0,0,0,904
126,126,J.Winker,New York Mets,Boston Red Sox,1,3,2,1,4,1,1,4,0.368,0.43,0.798,0.213,1.25,0.16,1.6,3.0,7,-13,0,0,14,4,904
127,127,T.Taylor,New York Mets,Boston Red Sox,1,3,1,0,1,1,2,4,0.286,0.389,0.675,0.012,0.66,0.01,0.84,0.6,2,0,0,0,0,0,904
128,128,J.McNeil,New York Mets,Boston Red Sox,1,3,0,0,1,1,1,4,0.307,0.385,0.692,-0.013,0.48,-0.01,0.61,0.6,1,0,0,0,0,0,904
129,129,F.Alvarez,New York Mets,Boston Red Sox,1,3,0,1,1,1,1,4,0.297,0.369,0.666,0.0,0.49,0.0,0.63,0.8,2,1,0,0,0,1,904
130,130,H.Bader,New York Mets,Boston Red Sox,1,3,0,0,1,0,0,4,0.289,0.378,0.668,-0.042,0.46,-0.03,0.58,-0.7,1,0,0,0,0,0,904
131,131,C.Blackmon,Colorado Rockies,Atlanta Braves,0,4,0,2,1,0,1,4,0.322,0.393,0.716,0.066,0.92,0.0,0.0,0.9,3,-18,20,0,0,3,904
132,132,E.Tovar,Colorado Rockies,Atlanta Braves,0,4,0,0,0,0,2,4,0.293,0.462,0.755,-0.093,0.91,0.0,0.0,-1.0,0,0,0,0,0,0,904
133,133,B.Doyle,Colorado Rockies,Atlanta Braves,0,4,0,1,0,0,2,4,0.332,0.472,0.804,-0.061,0.88,0.0,0.0,-0.7,1,1,0,0,0,1,904
134,134,R.McMahon,Colorado Rockies,Atlanta Braves,0,3,0,1,0,1,1,4,0.333,0.402,0.735,0.005,0.75,0.0,0.0,0.1,1,1,0,0,0,1,904
135,135,B.Rodgers,Colorado Rockies,Atlanta Braves,0,4,0,0,0,0,2,4,0.318,0.42,0.738,-0.112,1.1,0.0,0.0,-1.1,0,0,0,0,0,0,904
136,136,M.Toglia,Colorado Rockies,Atlanta Braves,0,3,0,0,0,1,1,4,0.303,0.461,0.764,-0.026,0.79,0.0,0.0,-0.5,0,0,0,0,0,0,904
137,137,N.Jones,Colorado Rockies,Atlanta Braves,0,3,1,0,0,1,2,4,0.313,0.319,0.631,-0.059,0.89,0.0,0.0,-0.5,1,0,0,0,0,0,904
138,138,S.Hilliard,Colorado Rockies,Atlanta Braves,0,2,1,1,1,2,1,4,0.314,0.484,0.797,0.079,0.71,0.0,0.0,1.4,3,0,0,1,0,3,904
139,139,D.Romo,Colorado Rockies,Atlanta Braves,0,3,0,0,0,0,3,3,0.22,0.256,0.476,-0.106,1.14,0.0,0.0,-1.1,0,0,0,0,0,0,904
140,140,J.Cave,Colorado Rockies,Atlanta Braves,0,1,0,0,0,0,1,1,0.299,0.407,0.706,-0.014,0.46,0.0,0.0,-0.3,0,0,0,0,0,0,904
141,141,M.Harris,Atlanta Braves,Colorado Rockies,1,5,1,2,0,0,0,5,0.293,0.375,0.667,-0.017,0.58,-0.01,0.71,-0.3,3,-9,11,0,0,3,904
142,142,J.Soler,Atlanta Braves,Colorado Rockies,1,4,0,1,1,0,0,4,0.328,0.413,0.741,-0.001,0.88,-0.0,1.08,-0.1,2,1,0,0,0,1,904
143,143,E.White,Atlanta Braves,Colorado Rockies,1,0,0,0,0,0,0,1,0.32,0.522,0.842,0.002,0.19,0.0,0.23,-0.1,0,0,0,0,0,0,904
144,144,M.Ozuna,Atlanta Braves,Colorado Rockies,1,4,1,1,0,1,1,5,0.378,0.571,0.949,-0.035,0.61,-0.03,0.75,-0.6,2,-27,28,0,0,2,904
145,145,M.Olson,Atlanta Braves,Colorado Rockies,1,3,1,1,1,1,0,4,0.314,0.443,0.757,0.09,0.73,0.07,0.89,0.7,3,-31,32,0,0,2,904
146,146,T.d'Arnaud,Atlanta Braves,Colorado Rockies,1,2,1,0,0,2,2,4,0.306,0.46,0.766,-0.002,0.65,-0.0,0.79,-0.2,1,0,0,0,0,0,904
147,147,J.Kelenic,Atlanta Braves,Colorado Rockies,1,4,1,1,3,0,2,4,0.283,0.395,0.678,0.163,0.79,0.12,0.97,1.9,5,-13,0,0,14,4,904
