Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Matt Vierling,Detroit Tigers,Chicago White Sox,0,4,0,1,0,0,3,4,0.25,0.25,0.5,-0.077,1.17,-0.05,1.16,-0.8,1,1,0,0,0,1
Colt Keith,Detroit Tigers,Chicago White Sox,0,4,0,1,0,0,0,4,0.25,0.25,0.5,-0.061,0.84,-0.04,0.83,-0.7,1,1,0,0,0,1
Jake Rogers,Detroit Tigers,Chicago White Sox,0,4,0,0,0,0,1,4,0.0,0.0,0.0,-0.081,0.74,-0.05,0.73,-0.8,0,0,0,0,0,0
Javier Báez,Detroit Tigers,Chicago White Sox,0,4,1,1,0,0,1,4,0.25,0.25,0.5,0.019,0.89,0.01,0.88,0.2,2,1,0,0,0,1
Parker Meadows,Detroit Tigers,Chicago White Sox,0,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.058,1.0,-0.03,0.99,-0.6,0,0,0,0,0,0
Andrew Benintendi,Chicago White Sox,Detroit Tigers,1,4,0,0,0,0,2,4,0.0,0.0,0.0,-0.174,1.69,-0.1,1.67,-0.9,0,0,0,0,0,0
Yoán Moncada,Chicago White Sox,Detroit Tigers,1,4,0,0,0,0,1,4,0.0,0.0,0.0,-0.126,1.24,-0.07,1.23,-0.6,0,0,0,0,0,0
Luis Robert Jr.,Chicago White Sox,Detroit Tigers,1,4,0,1,0,0,2,4,0.25,0.25,0.5,-0.088,1.05,-0.05,1.04,-0.3,1,1,0,0,0,0
Eloy Jiménez,Chicago White Sox,Detroit Tigers,1,3,0,1,0,0,0,3,0.333,0.333,0.667,-0.039,1.18,-0.02,1.17,-0.2,1,1,0,0,0,1
Andrew Vaughn,Chicago White Sox,Detroit Tigers,1,3,0,1,0,0,2,3,0.333,0.333,0.667,-0.038,1.31,-0.02,1.3,-0.1,1,1,0,0,0,1
Paul DeJong,Chicago White Sox,Detroit Tigers,1,3,0,0,0,0,2,3,0.0,0.0,0.0,-0.091,1.17,-0.05,1.16,-0.7,0,0,0,0,0,0
Kevin Pillar,Chicago White Sox,Detroit Tigers,1,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.129,1.69,-0.08,1.67,-0.8,0,0,0,0,0,0
Martín Maldonado,Chicago White Sox,Detroit Tigers,1,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.096,1.23,-0.06,1.22,-0.6,0,0,0,0,0,0
Nicky Lopez,Chicago White Sox,Detroit Tigers,1,3,0,0,0,0,0,3,0.0,0.0,0.0,-0.078,1.0,-0.05,0.99,-0.5,0,0,0,0,0,0
CJ Abrams,Washington Nationals,Cincinnati Reds,0,4,0,0,0,0,2,4,0.0,0.0,0.0,-0.041,0.4,-0.02,0.38,-0.8,0,0,0,0,0,0
Lane Thomas,Washington Nationals,Cincinnati Reds,0,4,0,0,0,0,2,4,0.0,0.0,0.0,-0.027,0.27,-0.02,0.26,-0.7,0,0,0,0,0,0
Jesse Winker,Washington Nationals,Cincinnati Reds,0,4,0,1,0,0,1,4,0.25,0.25,0.5,-0.018,0.17,-0.01,0.17,-0.7,1,1,0,0,0,1
Joey Meneses,Washington Nationals,Cincinnati Reds,0,4,1,2,0,0,0,4,0.5,0.5,1.0,-0.016,0.3,-0.01,0.29,0.1,3,2,0,0,0,2
Joey Gallo,Washington Nationals,Cincinnati Reds,0,4,0,0,0,0,3,4,0.0,0.0,0.0,-0.029,0.28,-0.02,0.27,-0.9,0,0,0,0,0,0
Keibert Ruiz,Washington Nationals,Cincinnati Reds,0,3,0,1,0,0,0,3,0.333,0.333,0.667,0.003,0.26,0.0,0.25,-0.4,1,1,0,0,0,1
Eddie Rosario,Washington Nationals,Cincinnati Reds,0,3,1,1,2,0,0,3,0.333,1.333,1.667,-0.015,0.36,-0.01,0.35,1.4,4,0,0,0,1,4
Ildemaro Vargas,Washington Nationals,Cincinnati Reds,0,3,0,1,0,0,0,3,0.333,0.333,0.667,-0.022,0.36,-0.01,0.35,-0.1,1,1,0,0,0,1
Luis García Jr.,Washington Nationals,Cincinnati Reds,0,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.028,0.37,-0.02,0.36,-0.8,0,0,0,0,0,0
Jonathan India,Cincinnati Reds,Washington Nationals,1,4,0,1,0,1,0,5,0.4,0.25,0.65,0.017,0.32,0.01,0.3,-0.2,1,1,0,0,0,1
Will Benson,Cincinnati Reds,Washington Nationals,1,4,0,1,0,0,1,4,0.25,0.5,0.75,-0.016,0.48,-0.01,0.46,-0.5,1,0,1,0,0,2
Christian Encarnacion-Strand,Cincinnati Reds,Washington Nationals,1,4,0,0,0,0,1,4,0.0,0.0,0.0,-0.064,0.58,-0.04,0.56,-1.4,0,0,0,0,0,0
Jeimer Candelario,Cincinnati Reds,Washington Nationals,1,4,0,0,0,0,3,4,0.0,0.0,0.0,-0.037,0.34,-0.02,0.32,-0.8,0,0,0,0,0,0
Jake Fraley,Cincinnati Reds,Washington Nationals,1,4,2,2,0,0,0,4,0.5,0.75,1.25,0.072,0.56,0.04,0.53,0.6,4,1,1,0,0,3
Elly De La Cruz,Cincinnati Reds,Washington Nationals,1,3,2,1,0,1,2,4,0.5,0.333,0.833,-0.025,0.44,-0.01,0.42,0.6,3,1,0,0,0,1
Spencer Steer,Cincinnati Reds,Washington Nationals,1,3,2,2,2,0,1,4,0.75,1.0,1.75,0.153,0.57,0.09,0.54,2.8,6,1,1,0,0,3
Nick Martini,Cincinnati Reds,Washington Nationals,1,4,2,2,5,0,0,4,0.5,2.0,2.5,0.196,0.42,0.11,0.4,2.7,9,0,0,0,2,8
Tyler Stephenson,Cincinnati Reds,Washington Nationals,1,4,0,1,1,0,1,4,0.25,0.25,0.5,0.012,0.15,0.01,0.14,-0.3,2,1,0,0,0,1
Gleyber Torres,New York Yankees,Houston Astros,0,4,1,0,0,1,1,5,0.2,0.0,0.2,0.001,0.97,0.0,0.89,0.1,1,0,0,0,0,0
Juan Soto,New York Yankees,Houston Astros,0,3,0,1,1,2,1,5,0.6,0.333,0.933,0.114,0.93,0.06,0.86,1.2,2,1,0,0,0,1
Aaron Judge,New York Yankees,Houston Astros,0,4,1,1,0,1,2,5,0.4,0.5,0.9,-0.021,1.46,-0.01,1.35,-0.5,2,0,1,0,0,2
Giancarlo Stanton,New York Yankees,Houston Astros,0,5,0,1,0,0,2,5,0.2,0.2,0.4,-0.143,1.57,-0.08,1.45,-1.1,1,1,0,0,0,1
Anthony Rizzo,New York Yankees,Houston Astros,0,3,0,1,1,1,1,5,0.6,0.333,0.933,0.151,1.62,0.08,1.5,1.3,2,1,0,0,0,1
Anthony Volpe,New York Yankees,Houston Astros,0,2,0,1,1,3,1,5,0.8,0.5,1.3,0.215,1.99,0.12,1.84,2.1,2,1,0,0,0,1
Alex Verdugo,New York Yankees,Houston Astros,0,3,0,1,1,0,0,4,0.25,0.333,0.583,-0.139,3.13,-0.08,2.89,-1.8,2,1,0,0,0,1
Jose Trevino,New York Yankees,Houston Astros,0,3,1,0,0,1,1,4,0.25,0.0,0.25,-0.196,1.66,-0.11,1.54,-1.9,1,0,0,0,0,0
Oswaldo Cabrera,New York Yankees,Houston Astros,0,4,2,2,1,0,1,4,0.5,1.25,1.75,0.173,0.96,0.1,0.89,1.1,5,1,0,0,1,5
Jose Altuve,Houston Astros,New York Yankees,1,5,0,1,0,0,2,5,0.2,0.2,0.4,-0.092,1.78,-0.05,1.74,-0.8,1,1,0,0,0,1
Yordan Alvarez,Houston Astros,New York Yankees,1,5,1,2,0,0,0,5,0.4,0.4,0.8,0.051,1.9,0.03,1.85,-0.1,3,2,0,0,0,2
Kyle Tucker,Houston Astros,New York Yankees,1,4,1,1,0,1,2,5,0.4,0.25,0.65,-0.212,2.34,-0.12,2.28,-0.7,2,1,0,0,0,1
Alex Bregman,Houston Astros,New York Yankees,1,5,0,1,0,0,0,5,0.2,0.2,0.4,-0.193,2.23,-0.11,2.17,-1.1,1,1,0,0,0,1
José Abreu,Houston Astros,New York Yankees,1,3,1,0,0,1,1,4,0.25,0.0,0.25,-0.104,1.7,-0.06,1.65,-0.5,1,0,0,0,0,0
Chas McCormick,Houston Astros,New York Yankees,1,4,0,1,2,0,1,4,0.25,0.25,0.5,0.07,1.6,0.04,1.56,1.2,3,1,0,0,0,1
Yainer Diaz,Houston Astros,New York Yankees,1,4,0,3,1,0,0,4,0.75,0.75,1.5,0.15,1.01,0.09,0.98,1.1,4,3,0,0,0,3
Jeremy Peña,Houston Astros,New York Yankees,1,4,0,2,0,0,0,4,0.5,0.75,1.25,-0.12,1.43,-0.07,1.39,-0.3,2,1,1,0,0,3
Jake Meyers,Houston Astros,New York Yankees,1,2,1,1,1,0,1,2,0.5,2.0,2.5,0.046,0.42,0.03,0.41,0.6,3,0,0,0,1,4
Jon Singleton,Houston Astros,New York Yankees,1,1,0,0,0,0,0,1,0.0,0.0,0.0,-0.076,2.72,-0.04,2.65,-0.5,0,0,0,0,0,0
Mauricio Dubón,Houston Astros,New York Yankees,1,1,0,1,0,0,0,1,1.0,1.0,2.0,0.135,3.5,0.08,3.41,0.4,1,1,0,0,0,1
Byron Buxton,Minnesota Twins,Kansas City Royals,0,4,1,1,0,1,1,5,0.4,0.25,0.65,-0.022,1.04,-0.01,1.05,0.0,2,1,0,0,0,1
Ryan Jeffers,Minnesota Twins,Kansas City Royals,0,5,0,0,0,0,1,5,0.0,0.0,0.0,-0.081,1.02,-0.05,1.03,-0.9,0,0,0,0,0,0
Royce Lewis,Minnesota Twins,Kansas City Royals,0,2,1,2,1,0,0,2,1.0,2.5,3.5,0.122,0.66,0.07,0.67,1.2,4,1,0,0,1,5
Edouard Julien,Minnesota Twins,Kansas City Royals,0,2,0,1,0,1,0,3,0.667,0.5,1.167,-0.026,1.01,-0.02,1.02,-0.0,1,1,0,0,0,1
Carlos Correa,Minnesota Twins,Kansas City Royals,0,4,0,3,2,1,0,5,0.8,1.0,1.8,0.177,0.94,0.11,0.95,2.4,5,2,1,0,0,4
Carlos Santana,Minnesota Twins,Kansas City Royals,0,4,0,1,0,1,2,5,0.4,0.25,0.65,0.005,1.07,0.0,1.08,-0.4,1,1,0,0,0,1
Max Kepler,Minnesota Twins,Kansas City Royals,0,4,0,0,0,0,2,4,0.0,0.0,0.0,-0.161,1.5,-0.1,1.52,-1.8,0,0,0,0,0,0
Matt Wallner,Minnesota Twins,Kansas City Royals,0,1,0,0,0,0,0,1,0.0,0.0,0.0,-0.009,0.3,-0.01,0.3,-0.5,0,0,0,0,0,0
Kyle Farmer,Minnesota Twins,Kansas City Royals,0,3,0,0,0,1,2,4,0.25,0.0,0.25,-0.07,0.99,-0.04,1.0,-0.8,0,0,0,0,0,0
Willi Castro,Minnesota Twins,Kansas City Royals,0,4,0,0,0,0,3,4,0.0,0.0,0.0,-0.1,0.94,-0.06,0.96,-1.0,0,0,0,0,0,0
Manuel Margot,Minnesota Twins,Kansas City Royals,0,2,1,1,0,0,1,2,0.5,0.5,1.0,0.029,0.71,0.02,0.72,0.3,2,1,0,0,0,1
Alex Kirilloff,Minnesota Twins,Kansas City Royals,0,2,1,1,0,0,0,2,0.5,0.5,1.0,0.049,0.94,0.03,0.95,0.8,2,1,0,0,0,1
Maikel Garcia,Kansas City Royals,Minnesota Twins,1,4,1,1,1,0,1,4,0.25,1.0,1.25,-0.029,1.43,-0.02,1.46,0.4,3,0,0,0,1,4
Bobby Witt Jr.,Kansas City Royals,Minnesota Twins,1,3,0,1,0,1,2,4,0.5,0.667,1.167,0.023,0.86,0.01,0.88,0.2,1,0,1,0,0,0
Vinnie Pasquantino,Kansas City Royals,Minnesota Twins,1,4,0,0,0,0,0,4,0.0,0.0,0.0,-0.113,1.16,-0.07,1.19,-0.8,0,0,0,0,0,0
Salvador Perez,Kansas City Royals,Minnesota Twins,1,4,0,0,0,0,2,4,0.0,0.0,0.0,-0.125,1.19,-0.08,1.22,-1.0,0,0,0,0,0,0
MJ Melendez,Kansas City Royals,Minnesota Twins,1,4,0,1,0,0,1,4,0.25,0.5,0.75,-0.012,0.94,-0.01,0.96,-0.0,1,0,1,0,0,2
Hunter Renfroe,Kansas City Royals,Minnesota Twins,1,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.083,0.92,-0.05,0.94,-0.7,0,0,0,0,0,0
Adam Frazier,Kansas City Royals,Minnesota Twins,1,3,0,1,0,0,0,3,0.333,0.333,0.667,-0.046,1.7,-0.03,1.74,-0.2,1,1,0,0,0,1
Nelson Velázquez,Kansas City Royals,Minnesota Twins,1,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.195,1.75,-0.12,1.79,-1.3,0,0,0,0,0,0
Kyle Isbel,Kansas City Royals,Minnesota Twins,1,3,0,1,0,0,0,3,0.333,0.333,0.667,-0.008,1.0,-0.01,1.02,-0.2,1,1,0,0,0,1
Brendan Donovan,St Louis Cardinals,Los Angeles Dodgers,0,4,0,0,0,0,0,4,0.0,0.0,0.0,-0.055,0.51,-0.03,0.48,-0.8,0,0,0,0,0,0
Paul Goldschmidt,St Louis Cardinals,Los Angeles Dodgers,0,4,1,3,1,0,1,4,0.75,1.5,2.25,0.055,0.48,0.03,0.45,1.4,5,2,0,0,1,0
Nolan Gorman,St Louis Cardinals,Los Angeles Dodgers,0,4,0,0,0,0,2,4,0.0,0.0,0.0,-0.062,0.61,-0.03,0.57,-1.1,0,0,0,0,0,0
Nolan Arenado,St Louis Cardinals,Los Angeles Dodgers,0,4,0,0,0,0,0,4,0.0,0.0,0.0,-0.043,0.39,-0.02,0.37,-0.8,0,0,0,0,0,0
Willson Contreras,St Louis Cardinals,Los Angeles Dodgers,0,3,0,0,0,1,0,4,0.25,0.0,0.25,-0.025,0.4,-0.01,0.37,-0.6,0,0,0,0,0,0
Alec Burleson,St Louis Cardinals,Los Angeles Dodgers,0,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.039,0.48,-0.02,0.45,-0.6,0,0,0,0,0,0
Jordan Walker,St Louis Cardinals,Los Angeles Dodgers,0,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.032,0.41,-0.02,0.38,-0.5,0,0,0,0,0,0
Victor Scott II,St Louis Cardinals,Los Angeles Dodgers,0,3,0,0,0,0,1,3,0.0,0.0,0.0,0.0,0.62,0.0,0.58,-0.1,0,0,0,0,0,0
Masyn Winn,St Louis Cardinals,Los Angeles Dodgers,0,3,0,0,0,0,0,3,0.0,0.0,0.0,-0.046,0.56,-0.03,0.53,-0.7,0,0,0,0,0,0
Mookie Betts,Los Angeles Dodgers,St. Louis Cardinals,1,2,3,1,1,2,0,4,0.733,1.273,2.006,0.104,0.45,0.06,0.43,1.5,5,-1,0,0,2,4
Shohei Ohtani,Los Angeles Dodgers,St. Louis Cardinals,1,3,1,2,0,1,1,4,0.4,0.462,0.862,0.031,0.53,0.02,0.49,0.3,3,1,1,0,0,3
Freddie Freeman,Los Angeles Dodgers,St. Louis Cardinals,1,3,2,2,3,1,1,4,0.6,0.667,1.267,0.124,0.59,0.07,0.56,2.3,7,1,0,0,1,5
Will Smith,Los Angeles Dodgers,St. Louis Cardinals,1,4,0,1,0,0,0,4,0.467,0.5,0.967,0.039,0.39,0.02,0.37,-0.3,1,1,0,0,0,1
Max Muncy,Los Angeles Dodgers,St. Louis Cardinals,1,3,0,1,2,0,2,4,0.4,0.417,0.817,0.009,0.52,0.01,0.49,0.5,3,1,0,0,0,1
Teoscar Hernández,Los Angeles Dodgers,St. Louis Cardinals,1,4,1,1,0,0,3,4,0.286,0.25,0.536,-0.013,0.23,-0.01,0.22,-0.4,2,0,1,0,0,2
James Outman,Los Angeles Dodgers,St. Louis Cardinals,1,3,0,2,1,0,1,3,0.462,0.222,0.684,0.014,0.39,0.01,0.37,1.0,3,2,0,0,0,2
Chris Taylor,Los Angeles Dodgers,St. Louis Cardinals,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.01,0.0,0.01,-0.3,0,0,0,0,0,0
Jason Heyward,Los Angeles Dodgers,St. Louis Cardinals,1,3,0,0,0,0,0,3,0.2,0.222,0.422,-0.025,0.33,-0.01,0.31,-0.8,0,0,0,0,0,0
Enrique Hernández,Los Angeles Dodgers,St. Louis Cardinals,1,1,0,0,0,0,1,1,0.25,0.0,0.25,0.0,0.0,0.0,0.0,-0.2,0,0,0,0,0,0
Gavin Lux,Los Angeles Dodgers,St. Louis Cardinals,1,3,0,0,0,0,1,3,0.154,0.154,0.308,-0.03,0.29,-0.02,0.27,-1.0,0,0,0,0,0,0
Miguel Rojas,Los Angeles Dodgers,St. Louis Cardinals,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.01,0.0,0.01,-0.1,0,0,0,0,0,0
Connor Joe,Pittsburgh Pirates,Miami Marlins,0,4,1,0,0,2,0,6,0.333,0.0,0.333,0.002,1.78,0.0,1.69,-0.3,1,0,0,0,0,0
Bryan Reynolds,Pittsburgh Pirates,Miami Marlins,0,5,1,2,2,1,2,6,0.5,1.2,1.7,0.034,2.37,0.02,2.25,1.7,5,0,1,0,1,6
Ke'Bryan Hayes,Pittsburgh Pirates,Miami Marlins,0,4,1,2,0,2,1,6,0.667,0.75,1.417,0.098,1.91,0.06,1.82,1.0,3,1,1,0,0,3
Andrew McCutchen,Pittsburgh Pirates,Miami Marlins,0,5,0,0,1,1,4,6,0.167,0.0,0.167,-0.298,2.84,-0.17,2.71,-1.5,1,0,0,0,0,0
Henry Davis,Pittsburgh Pirates,Miami Marlins,0,6,0,1,0,0,1,6,0.167,0.167,0.333,-0.324,2.78,-0.18,2.65,-1.5,1,1,0,0,0,1
Oneil Cruz,Pittsburgh Pirates,Miami Marlins,0,5,1,1,1,1,3,6,0.333,0.8,1.133,0.022,2.56,0.01,2.44,-0.6,3,0,0,0,1,4
Jared Triolo,Pittsburgh Pirates,Miami Marlins,0,6,0,1,1,0,2,6,0.167,0.167,0.333,-0.029,2.41,-0.02,2.3,-1.2,2,1,0,0,0,1
Rowdy Tellez,Pittsburgh Pirates,Miami Marlins,0,2,0,0,0,0,2,2,0.0,0.0,0.0,-0.041,0.79,-0.02,0.74,-0.4,0,0,0,0,0,0
Edward Olivares,Pittsburgh Pirates,Miami Marlins,0,1,1,1,1,0,0,1,1.0,4.0,5.0,0.079,0.96,0.04,0.91,1.0,3,0,0,0,1,4
Jack Suwinski,Pittsburgh Pirates,Miami Marlins,0,1,0,0,0,1,0,2,0.5,0.0,0.5,-0.018,2.81,-0.01,2.67,-0.1,0,0,0,0,0,0
Michael A. Taylor,Pittsburgh Pirates,Miami Marlins,0,5,1,1,0,0,2,5,0.2,0.2,0.4,-0.149,1.81,-0.08,1.72,-0.6,2,1,0,0,0,0
Luis Arráez,Miami Marlins,Pittsburgh Pirates,1,6,0,0,0,0,1,6,0.0,0.0,0.0,-0.176,1.59,-0.1,1.47,-1.7,0,0,0,0,0,0
Josh Bell,Miami Marlins,Pittsburgh Pirates,1,4,1,2,0,1,1,6,0.667,0.5,1.167,-0.185,1.78,-0.1,1.64,0.7,3,2,0,0,0,2
Bryan De La Cruz,Miami Marlins,Pittsburgh Pirates,1,6,1,1,0,0,1,6,0.167,0.167,0.333,-0.29,2.04,-0.16,1.89,-1.2,2,1,0,0,0,1
Jazz Chisholm Jr.,Miami Marlins,Pittsburgh Pirates,1,3,2,1,0,2,0,5,0.6,0.667,1.267,0.096,1.37,0.05,1.26,1.0,3,0,1,0,0,0
Jake Burger,Miami Marlins,Pittsburgh Pirates,1,4,1,3,3,0,0,5,0.6,0.75,1.35,0.057,1.65,0.03,1.52,1.3,7,3,0,0,0,3
Jesús Sánchez,Miami Marlins,Pittsburgh Pirates,1,3,0,0,1,0,0,3,0.0,0.0,0.0,0.018,0.84,0.01,0.77,0.0,1,0,0,0,0,0
Avisaíl García,Miami Marlins,Pittsburgh Pirates,1,2,0,0,0,0,1,2,0.0,0.0,0.0,-0.17,3.08,-0.09,2.84,-0.8,0,0,0,0,0,0
Tim Anderson,Miami Marlins,Pittsburgh Pirates,1,5,0,1,1,0,1,5,0.2,0.4,0.6,0.041,1.42,0.02,1.31,0.5,2,0,1,0,0,2
Nick Gordon,Miami Marlins,Pittsburgh Pirates,1,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.057,0.59,-0.03,0.54,-1.0,0,0,0,0,0,0
Vidal Bruján,Miami Marlins,Pittsburgh Pirates,1,1,0,0,0,1,1,2,0.5,0.0,0.5,-0.041,3.02,-0.02,2.79,0.1,0,0,0,0,0,0
Nick Fortes,Miami Marlins,Pittsburgh Pirates,1,3,0,0,0,0,0,4,0.25,0.0,0.25,-0.089,0.68,-0.05,0.62,-1.0,0,0,0,0,0,0
Jonah Bride,Miami Marlins,Pittsburgh Pirates,1,1,0,0,0,0,0,1,0.0,0.0,0.0,-0.327,5.09,-0.18,4.7,-1.2,0,0,0,0,0,0
Jung Hoo Lee,San Francisco Giants,San Diego Padres,0,3,0,1,1,0,1,4,0.25,0.333,0.583,-0.076,1.21,-0.05,1.22,-1.1,2,1,0,0,0,1
Jorge Soler,San Francisco Giants,San Diego Padres,0,3,0,0,0,1,1,4,0.25,0.0,0.25,-0.011,1.02,-0.01,1.03,-0.3,0,0,0,0,0,0
LaMonte Wade Jr.,San Francisco Giants,San Diego Padres,0,2,0,1,0,0,0,2,0.5,0.5,1.0,0.025,0.65,0.01,0.66,0.3,1,1,0,0,0,0
Wilmer Flores,San Francisco Giants,San Diego Padres,0,2,0,0,0,0,1,2,0.0,0.0,0.0,-0.069,1.47,-0.04,1.48,-0.5,0,0,0,0,0,0
Matt Chapman,San Francisco Giants,San Diego Padres,0,4,0,1,0,0,1,4,0.25,0.25,0.5,-0.023,1.14,-0.01,1.15,-0.0,1,1,0,0,0,1
Mike Yastrzemski,San Francisco Giants,San Diego Padres,0,4,0,0,0,0,3,4,0.0,0.0,0.0,-0.125,1.13,-0.08,1.15,-1.2,0,0,0,0,0,0
Thairo Estrada,San Francisco Giants,San Diego Padres,0,4,1,1,0,0,1,4,0.25,0.25,0.5,0.021,1.12,0.01,1.13,-0.2,2,1,0,0,0,1
Michael Conforto,San Francisco Giants,San Diego Padres,0,4,3,3,1,0,1,4,0.75,1.75,2.5,0.122,1.48,0.07,1.49,1.6,7,1,1,0,1,7
Patrick Bailey,San Francisco Giants,San Diego Padres,0,3,0,0,0,0,1,4,0.0,0.0,0.0,-0.087,1.58,-0.05,1.6,-0.9,0,0,0,0,0,0
Nick Ahmed,San Francisco Giants,San Diego Padres,0,3,0,2,2,0,0,3,0.667,1.0,1.667,0.269,2.08,0.16,2.1,1.8,4,1,1,0,0,3
