,Unnamed: 0,Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB,Date
0,0,C.Abrams,Washington Nationals,Chicago Cubs,0,3,0,0,0,1,1,4,0.314,0.433,0.747,-0.039,1.75,0.0,0.0,-0.5,0,0,0,0,0,0,920
1,1,D.Crews,Washington Nationals,Chicago Cubs,0,3,0,0,0,1,1,4,0.265,0.356,0.621,-0.129,2.05,0.0,0.0,-0.6,0,0,0,0,0,0,920
2,2,J.Wood,Washington Nationals,Chicago Cubs,0,3,1,1,1,1,0,4,0.362,0.427,0.79,-0.013,1.27,0.0,0.0,0.4,3,-7,0,0,8,4,920
3,3,A.Chaparro,Washington Nationals,Chicago Cubs,0,3,0,0,0,0,1,4,0.279,0.407,0.686,-0.048,1.3,0.0,0.0,-0.3,0,0,0,0,0,0,920
4,4,J.Tena,Washington Nationals,Chicago Cubs,0,4,0,0,0,0,0,4,0.314,0.388,0.702,-0.152,1.5,0.0,0.0,-1.3,0,0,0,0,0,0,920
5,5,K.Ruiz,Washington Nationals,Chicago Cubs,0,4,0,1,0,0,1,4,0.261,0.366,0.626,0.011,1.01,0.0,0.0,-0.1,1,1,0,0,0,1,920
6,6,J.Gallo,Washington Nationals,Chicago Cubs,0,4,0,1,0,0,2,4,0.276,0.319,0.595,-0.11,1.39,0.0,0.0,-0.6,1,1,0,0,0,1,920
7,7,D.Millas,Washington Nationals,Chicago Cubs,0,4,0,1,0,0,1,4,0.296,0.32,0.616,0.008,1.16,0.0,0.0,-0.1,1,1,0,0,0,1,920
8,8,D.Baker,Washington Nationals,Chicago Cubs,0,4,0,1,0,0,0,4,0.462,0.615,1.077,-0.075,1.63,0.0,0.0,-0.4,1,1,0,0,0,1,920
9,9,I.Happ,Chicago Cubs,Washington Nationals,1,4,0,0,0,0,2,4,0.343,0.455,0.799,-0.079,0.8,0.0,0.0,-1.2,0,0,0,0,0,0,920
10,10,D.Swanson,Chicago Cubs,Washington Nationals,1,4,1,1,1,0,0,4,0.31,0.387,0.698,0.06,0.56,0.0,0.0,0.4,3,-15,0,0,16,4,920
11,11,C.Bellinger,Chicago Cubs,Washington Nationals,1,4,0,0,0,0,1,4,0.328,0.432,0.76,-0.05,0.49,0.0,0.0,-0.7,0,0,0,0,0,0,920
12,12,S.Suzuki,Chicago Cubs,Washington Nationals,1,3,0,0,0,1,0,4,0.36,0.481,0.841,-0.036,0.41,0.0,0.0,-0.3,0,0,0,0,0,0,920
13,13,M.Busch,Chicago Cubs,Washington Nationals,1,4,0,0,0,0,0,4,0.331,0.441,0.772,-0.054,0.53,0.0,0.0,-0.8,0,0,0,0,0,0,920
14,14,N.Hoerner,Chicago Cubs,Washington Nationals,1,2,1,1,0,1,0,3,0.336,0.359,0.695,0.041,0.81,0.0,0.0,0.5,2,1,0,0,0,1,920
15,15,P.Crow-Armstrong,Chicago Cubs,Washington Nationals,1,3,1,1,0,0,2,3,0.291,0.402,0.693,-0.025,0.81,0.0,0.0,-0.3,2,1,0,0,0,1,920
16,16,P.Wisdom,Chicago Cubs,Washington Nationals,1,2,0,0,0,0,1,2,0.25,0.408,0.658,-0.047,0.96,0.0,0.0,-0.5,0,0,0,0,0,0,920
17,17,M.Tauchman,Chicago Cubs,Washington Nationals,1,1,0,1,2,0,0,1,0.35,0.359,0.709,0.14,1.67,0.0,0.0,1.6,3,1,0,0,0,1,920
18,18,C.Bethancourt,Chicago Cubs,Washington Nationals,1,3,0,2,0,0,1,3,0.248,0.382,0.63,0.004,0.53,0.0,0.0,0.2,2,2,0,0,0,2,920
19,19,I.Kiner-Falefa,Pittsburgh Pirates,Cincinnati Reds,0,4,0,0,0,0,2,4,0.313,0.386,0.699,-0.062,0.56,0.0,0.0,-0.9,0,0,0,0,0,0,920
20,20,B.Reynolds,Pittsburgh Pirates,Cincinnati Reds,0,4,0,0,0,0,2,4,0.344,0.447,0.792,-0.031,0.3,0.0,0.0,-0.6,0,0,0,0,0,0,920
21,21,O.Cruz,Pittsburgh Pirates,Cincinnati Reds,0,4,2,2,1,0,1,4,0.326,0.461,0.788,-0.013,0.2,0.0,0.0,1.1,5,-18,0,0,20,5,920
22,22,A.McCutchen,Pittsburgh Pirates,Cincinnati Reds,0,3,1,1,0,1,0,4,0.337,0.424,0.761,-0.02,0.36,0.0,0.0,1.0,2,1,0,0,0,1,920
23,23,J.Bart,Pittsburgh Pirates,Cincinnati Reds,0,4,0,2,1,0,1,4,0.336,0.466,0.802,-0.011,0.31,0.0,0.0,0.5,3,2,0,0,0,2,920
24,24,N.Gonzales,Pittsburgh Pirates,Cincinnati Reds,0,4,0,1,0,0,0,4,0.308,0.389,0.697,-0.025,0.3,0.0,0.0,-1.3,1,1,0,0,0,1,920
25,25,R.Tellez,Pittsburgh Pirates,Cincinnati Reds,0,4,0,2,1,0,0,4,0.302,0.396,0.698,0.058,0.38,0.0,0.0,0.7,3,-16,18,0,0,3,920
26,26,J.Triolo,Pittsburgh Pirates,Cincinnati Reds,0,4,0,1,0,0,2,4,0.303,0.315,0.617,-0.057,0.4,0.0,0.0,-1.4,1,1,0,0,0,1,920
27,27,B.Cook,Pittsburgh Pirates,Cincinnati Reds,0,3,0,0,0,0,3,3,0.185,0.333,0.519,-0.045,0.53,0.0,0.0,-0.9,0,0,0,0,0,0,920
28,28,J.India,Cincinnati Reds,Pittsburgh Pirates,1,4,2,2,1,1,0,5,0.353,0.397,0.75,0.026,0.42,0.0,0.0,1.0,5,-13,0,0,15,5,920
29,29,E.De,Cincinnati Reds,Pittsburgh Pirates,1,4,2,1,0,1,2,5,0.343,0.471,0.814,0.048,0.41,0.0,0.0,0.7,3,1,0,0,0,1,920
30,30,T.Stephenson,Cincinnati Reds,Pittsburgh Pirates,1,5,3,3,5,0,2,5,0.344,0.459,0.803,0.218,0.46,0.0,0.0,3.3,11,-41,25,0,19,7,920
31,31,S.Steer,Cincinnati Reds,Pittsburgh Pirates,1,4,0,1,0,0,0,4,0.324,0.415,0.739,-0.007,0.22,0.0,0.0,0.4,1,-33,34,0,0,2,920
32,32,T.Friedl,Cincinnati Reds,Pittsburgh Pirates,1,2,0,0,1,2,1,4,0.308,0.396,0.704,-0.01,0.97,0.0,0.0,0.9,1,0,0,0,0,0,920
33,33,T.France,Cincinnati Reds,Pittsburgh Pirates,1,3,0,0,1,0,0,4,0.311,0.372,0.683,-0.01,0.34,0.0,0.0,-1.1,1,0,0,0,0,0,920
34,34,J.Fraley,Cincinnati Reds,Pittsburgh Pirates,1,3,0,1,0,1,0,4,0.332,0.388,0.721,0.013,0.17,0.0,0.0,-0.4,1,1,0,0,0,1,920
35,35,N.Marte,Cincinnati Reds,Pittsburgh Pirates,1,4,0,0,0,0,0,4,0.249,0.307,0.555,-0.033,0.29,0.0,0.0,-1.1,0,0,0,0,0,0,920
36,36,W.Benson,Cincinnati Reds,Pittsburgh Pirates,1,3,1,0,0,1,1,4,0.279,0.384,0.663,0.049,0.46,0.0,0.0,0.1,1,0,0,0,0,0,920
37,37,G.Springer,Toronto Blue Jays,Tampa Bay Rays,0,4,0,0,0,0,1,4,0.305,0.376,0.681,-0.218,1.96,0.0,0.0,-1.4,0,0,0,0,0,0,920
38,38,E.Clement,Toronto Blue Jays,Tampa Bay Rays,0,3,0,1,0,1,0,4,0.283,0.406,0.689,0.144,1.75,0.0,0.0,0.6,1,1,0,0,0,1,920
39,39,V.Guerrero,Toronto Blue Jays,Tampa Bay Rays,0,4,0,1,0,0,1,4,0.396,0.551,0.948,-0.154,1.53,0.0,0.0,-0.8,1,1,0,0,0,0,920
40,40,A.Kirk,Toronto Blue Jays,Tampa Bay Rays,0,4,0,1,0,0,1,4,0.312,0.348,0.66,-0.147,1.48,0.0,0.0,-0.8,1,1,0,0,0,1,920
41,41,S.Horwitz,Toronto Blue Jays,Tampa Bay Rays,0,4,0,0,0,0,4,4,0.36,0.454,0.814,-0.168,1.52,0.0,0.0,-1.0,0,0,0,0,0,0,920
42,42,D.Schneider,Toronto Blue Jays,Tampa Bay Rays,0,3,0,0,0,1,1,4,0.288,0.358,0.646,-0.083,1.6,0.0,0.0,-0.2,0,0,0,0,0,0,920
43,43,L.Jimenez,Toronto Blue Jays,Tampa Bay Rays,0,2,0,0,0,0,1,3,0.33,0.354,0.684,0.031,1.21,0.0,0.0,0.4,0,0,0,0,0,0,920
44,44,A.Barger,Toronto Blue Jays,Tampa Bay Rays,0,1,0,0,0,0,1,1,0.247,0.38,0.627,-0.051,2.07,0.0,0.0,-0.2,0,0,0,0,0,0,920
45,45,L.De,Toronto Blue Jays,Tampa Bay Rays,0,2,0,0,0,0,1,2,0.231,0.208,0.439,-0.094,1.72,0.0,0.0,-0.8,0,0,0,0,0,0,920
46,46,N.Lukes,Toronto Blue Jays,Tampa Bay Rays,0,2,0,1,0,0,0,2,0.39,0.471,0.86,0.023,1.82,0.0,0.0,0.2,1,1,0,0,0,1,920
47,47,J.Clase,Toronto Blue Jays,Tampa Bay Rays,0,2,0,1,0,0,0,3,0.261,0.233,0.493,-0.028,1.56,0.0,0.0,-0.4,1,1,0,0,0,1,920
48,48,Y.Diaz,Tampa Bay Rays,Toronto Blue Jays,1,3,0,1,0,1,0,4,0.342,0.418,0.76,0.019,1.1,0.0,0.03,0.3,1,-29,30,0,0,2,920
49,49,B.Lowe,Tampa Bay Rays,Toronto Blue Jays,1,4,0,0,0,0,3,4,0.313,0.472,0.785,-0.103,0.95,-0.0,0.02,-1.0,0,0,0,0,0,0,920
50,50,J.Caminero,Tampa Bay Rays,Toronto Blue Jays,1,4,0,1,0,0,1,4,0.31,0.414,0.724,-0.002,1.08,0.0,0.03,-0.0,1,-7,8,0,0,2,920
51,51,J.Aranda,Tampa Bay Rays,Toronto Blue Jays,1,3,1,1,1,0,1,3,0.301,0.412,0.713,0.052,1.34,0.0,0.03,-0.2,3,-3,0,0,4,4,920
52,52,J.DeLuca,Tampa Bay Rays,Toronto Blue Jays,1,3,0,0,0,0,1,3,0.275,0.333,0.608,-0.093,1.18,-0.0,0.03,-0.9,0,0,0,0,0,0,920
53,53,J.Lowe,Tampa Bay Rays,Toronto Blue Jays,1,3,0,1,0,0,0,3,0.303,0.401,0.704,-0.012,0.71,0.0,0.02,-0.1,1,1,0,0,0,1,920
54,54,C.Morel,Tampa Bay Rays,Toronto Blue Jays,1,3,0,1,0,0,1,3,0.291,0.354,0.644,0.031,0.91,0.0,0.02,0.3,1,1,0,0,0,1,920
55,55,L.Driscoll,Tampa Bay Rays,Toronto Blue Jays,1,3,0,0,0,0,1,3,0.172,0.286,0.458,-0.096,1.01,-0.0,0.02,-0.9,0,0,0,0,0,0,920
56,56,J.Caballero,Tampa Bay Rays,Toronto Blue Jays,1,3,0,1,0,0,1,3,0.285,0.353,0.638,-0.015,1.14,0.0,0.03,-0.2,1,1,0,0,0,1,920
57,57,P.Meadows,Detroit Tigers,Baltimore Orioles,0,4,0,1,0,1,1,5,0.309,0.438,0.747,-0.008,0.31,-0.01,0.59,-0.2,1,1,0,0,0,1,920
58,58,K.Carpenter,Detroit Tigers,Baltimore Orioles,0,2,0,1,0,1,0,3,0.346,0.574,0.919,-0.029,0.76,-0.03,1.44,-0.2,1,-15,16,0,0,2,920
59,59,A.Ibanez,Detroit Tigers,Baltimore Orioles,0,1,0,1,0,0,0,1,0.307,0.373,0.68,0.003,0.07,0.0,0.13,0.4,1,1,0,0,0,1,920
60,60,M.Vierling,Detroit Tigers,Baltimore Orioles,0,3,0,0,0,1,2,4,0.309,0.43,0.739,-0.045,0.61,-0.05,1.17,-0.8,0,0,0,0,0,0,920
61,61,R.Greene,Detroit Tigers,Baltimore Orioles,0,4,0,0,0,0,2,4,0.349,0.486,0.836,-0.055,0.55,-0.06,1.03,-1.4,0,0,0,0,0,0,920
62,62,C.Keith,Detroit Tigers,Baltimore Orioles,0,4,0,1,0,0,0,4,0.314,0.384,0.698,-0.02,0.28,-0.02,0.52,-0.1,1,1,0,0,0,1,920
63,63,S.Torkelson,Detroit Tigers,Baltimore Orioles,0,3,1,0,0,1,1,4,0.292,0.364,0.655,-0.024,0.2,-0.03,0.38,-0.3,1,0,0,0,0,0,920
64,64,Z.McKinstry,Detroit Tigers,Baltimore Orioles,0,4,0,0,0,0,1,4,0.28,0.344,0.624,-0.03,0.3,-0.03,0.57,-0.9,0,0,0,0,0,0,920
65,65,T.Sweeney,Detroit Tigers,Baltimore Orioles,0,4,0,2,1,0,0,4,0.286,0.417,0.702,0.019,0.18,0.02,0.35,0.8,3,2,0,0,0,2,920
66,66,J.Rogers,Detroit Tigers,Baltimore Orioles,0,3,0,0,0,0,3,3,0.253,0.356,0.609,-0.036,0.51,-0.04,0.96,-0.7,0,0,0,0,0,0,920
67,67,J.Jung,Detroit Tigers,Baltimore Orioles,0,1,0,1,0,0,0,1,0.349,0.274,0.623,0.001,0.02,0.0,0.04,0.2,1,1,0,0,0,1,920
68,68,G.Henderson,Baltimore Orioles,Detroit Tigers,1,4,1,2,0,0,2,4,0.366,0.538,0.904,0.055,0.29,0.03,0.23,0.5,3,-27,29,0,0,3,920
