Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Oneil Cruz,Pittsburgh Pirates,Washington Nationals,0,5,1,1,0,0,3,5,0.381,0.474,0.855,-0.035,0.95,-0.02,1.02,-0.6,2,1,0,0,0,1
Michael A. Taylor,Pittsburgh Pirates,Washington Nationals,0,4,2,3,1,0,1,5,0.476,0.588,1.064,0.055,0.98,0.04,1.06,0.7,6,3,0,0,0,0
Alika Williams,Pittsburgh Pirates,Washington Nationals,0,4,1,2,0,0,1,5,0.375,0.625,1.0,-0.038,1.31,-0.03,1.42,0.0,3,2,0,0,0,2
CJ Abrams,Washington Nationals,Pittsburgh Pirates,1,5,0,2,1,0,1,5,0.389,0.6,0.989,-0.042,1.19,-0.02,1.14,0.5,3,2,0,0,0,2
Lane Thomas,Washington Nationals,Pittsburgh Pirates,1,4,0,1,1,1,0,5,0.211,0.125,0.336,0.097,1.41,0.06,1.35,0.6,2,1,0,0,0,1
Joey Meneses,Washington Nationals,Pittsburgh Pirates,1,4,0,0,0,0,2,4,0.333,0.375,0.708,-0.153,1.42,-0.09,1.36,-1.2,0,0,0,0,0,0
Keibert Ruiz,Washington Nationals,Pittsburgh Pirates,1,4,0,1,0,0,1,4,0.353,0.5,0.853,-0.057,1.5,-0.03,1.44,-0.4,1,1,0,0,0,1
Eddie Rosario,Washington Nationals,Pittsburgh Pirates,1,4,0,0,0,0,1,4,0.188,0.467,0.654,-0.146,1.42,-0.08,1.36,-1.1,0,0,0,0,0,0
Trey Lipscomb,Washington Nationals,Pittsburgh Pirates,1,4,1,2,0,0,1,4,0.5,0.727,1.227,-0.086,0.95,-0.05,0.91,-0.3,3,2,0,0,0,2
Ildemaro Vargas,Washington Nationals,Pittsburgh Pirates,1,3,1,1,0,1,0,4,0.429,0.333,0.762,0.008,0.94,0.01,0.9,0.4,2,1,0,0,0,1
Riley Adams,Washington Nationals,Pittsburgh Pirates,1,4,1,1,2,0,1,4,0.25,1.0,1.25,0.253,1.26,0.14,1.21,0.7,4,0,0,0,1,4
Víctor Robles,Washington Nationals,Pittsburgh Pirates,1,2,1,0,0,2,1,4,0.5,0.0,0.5,0.08,0.99,0.05,0.95,0.2,1,0,0,0,0,0
Maikel Garcia,Kansas City Royals,Baltimore Orioles,0,4,0,1,1,0,1,5,0.176,0.625,0.801,0.081,1.94,0.04,1.71,0.4,2,0,1,0,0,2
Bobby Witt Jr.,Kansas City Royals,Baltimore Orioles,0,5,1,2,1,0,1,5,0.556,1.188,1.743,0.142,1.6,0.07,1.41,0.8,4,0,0,0,2,0
Vinnie Pasquantino,Kansas City Royals,Baltimore Orioles,0,3,1,1,0,1,0,4,0.294,0.143,0.437,0.058,1.36,0.03,1.2,0.2,2,1,0,0,0,1
Salvador Perez,Kansas City Royals,Baltimore Orioles,0,4,1,1,2,0,1,4,0.294,0.625,0.919,0.085,1.3,0.04,1.15,1.3,4,-1,0,0,2,4
MJ Melendez,Kansas City Royals,Baltimore Orioles,0,3,0,0,0,1,1,4,0.4,0.462,0.862,-0.068,1.52,-0.04,1.34,-0.5,0,0,0,0,0,0
Hunter Renfroe,Kansas City Royals,Baltimore Orioles,0,4,0,0,0,0,0,4,0.0,0.0,0.0,-0.199,1.74,-0.11,1.54,-1.4,0,0,0,0,0,0
Adam Frazier,Kansas City Royals,Baltimore Orioles,0,2,0,0,0,0,0,2,0.273,0.273,0.545,-0.025,0.51,-0.01,0.45,-0.3,0,0,0,0,0,0
Nick Loftin,Kansas City Royals,Baltimore Orioles,0,2,0,0,0,0,2,2,0.0,0.0,0.0,-0.179,3.59,-0.1,3.17,-1.0,0,0,0,0,0,0
Nelson Velázquez,Kansas City Royals,Baltimore Orioles,0,4,0,1,0,0,3,4,0.364,0.7,1.064,-0.015,1.17,-0.01,1.03,-0.0,1,0,1,0,0,2
Kyle Isbel,Kansas City Royals,Baltimore Orioles,0,4,0,1,0,0,0,4,0.308,0.615,0.923,-0.025,1.61,-0.01,1.43,-0.5,1,1,0,0,0,1
Gunnar Henderson,Baltimore Orioles,Kansas City Royals,1,4,1,1,0,0,2,4,0.471,0.714,1.185,0.0,0.8,0.0,0.76,-0.2,2,1,0,0,0,1
Adley Rutschman,Baltimore Orioles,Kansas City Royals,1,3,1,2,0,1,0,4,0.471,0.429,0.899,0.117,1.32,0.07,1.24,1.0,3,1,1,0,0,3
Anthony Santander,Baltimore Orioles,Kansas City Royals,1,4,1,1,1,0,1,4,0.235,0.688,0.923,-0.035,1.8,-0.02,1.69,-0.1,3,1,0,0,0,1
Ryan Mountcastle,Baltimore Orioles,Kansas City Royals,1,4,1,2,3,0,1,4,0.444,0.786,1.23,0.428,1.81,0.24,1.71,2.2,6,1,0,0,1,5
Ryan O'Hearn,Baltimore Orioles,Kansas City Royals,1,3,0,1,0,0,1,3,0.3,0.4,0.7,0.006,1.17,0.0,1.1,-0.1,1,1,0,0,0,1
Colton Cowser,Baltimore Orioles,Kansas City Royals,1,1,0,0,0,0,1,1,0.333,0.667,1.0,-0.026,1.0,-0.01,0.94,-0.4,0,0,0,0,0,0
Austin Hays,Baltimore Orioles,Kansas City Royals,1,4,0,0,0,0,0,4,0.235,0.133,0.369,-0.113,1.51,-0.06,1.42,-0.7,0,0,0,0,0,0
Cedric Mullins,Baltimore Orioles,Kansas City Royals,1,4,1,1,0,0,1,4,0.25,0.467,0.717,-0.03,1.22,-0.02,1.15,-0.3,2,1,0,0,0,1
Jordan Westburg,Baltimore Orioles,Kansas City Royals,1,4,1,1,2,0,0,4,0.286,0.462,0.747,0.251,1.81,0.14,1.71,1.0,4,0,0,0,1,4
Ramón Urías,Baltimore Orioles,Kansas City Royals,1,3,0,0,0,0,0,3,0.091,0.0,0.091,-0.082,1.1,-0.05,1.03,-0.5,0,0,0,0,0,0
Anthony Rendon,Los Angeles Angels,Miami Marlins,0,4,1,0,0,1,2,5,0.063,0.0,0.063,-0.039,1.14,-0.02,1.02,-0.9,1,0,0,0,0,0
Nolan Schanuel,Los Angeles Angels,Miami Marlins,0,3,1,1,1,2,1,5,0.375,0.462,0.837,0.181,1.06,0.1,0.94,1.4,3,0,0,0,1,4
Mike Trout,Los Angeles Angels,Miami Marlins,0,4,2,2,2,1,1,5,0.333,0.929,1.262,0.334,1.17,0.18,1.04,2.3,6,-1,0,0,3,8
Taylor Ward,Los Angeles Angels,Miami Marlins,0,4,1,1,1,0,1,4,0.25,0.688,0.938,0.034,1.39,0.02,1.24,0.3,3,0,1,0,0,2
Brandon Drury,Los Angeles Angels,Miami Marlins,0,4,0,0,0,0,1,4,0.214,0.214,0.429,-0.144,1.0,-0.08,0.9,-1.4,0,0,0,0,0,0
Aaron Hicks,Los Angeles Angels,Miami Marlins,0,4,0,0,1,0,0,4,0.091,0.0,0.091,-0.099,1.16,-0.05,1.03,-0.7,1,0,0,0,0,0
Matt Thaiss,Los Angeles Angels,Miami Marlins,0,1,0,0,0,1,0,2,0.5,0.0,0.5,0.024,0.56,0.01,0.5,0.2,0,0,0,0,0,0
Logan O'Hoppe,Los Angeles Angels,Miami Marlins,0,2,1,1,0,0,1,2,0.583,0.667,1.25,0.038,1.12,0.02,1.0,0.7,2,0,0,1,0,3
Mickey Moniak,Los Angeles Angels,Miami Marlins,0,1,0,0,0,1,0,2,0.25,0.0,0.25,0.026,1.18,0.01,1.05,0.1,0,0,0,0,0,0
Jo Adell,Los Angeles Angels,Miami Marlins,0,2,1,1,1,0,0,2,0.286,0.571,0.857,0.049,0.7,0.03,0.63,1.4,3,1,0,0,0,1
Zach Neto,Los Angeles Angels,Miami Marlins,0,4,0,1,0,0,0,4,0.214,0.154,0.368,-0.104,1.16,-0.06,1.03,-1.2,1,1,0,0,0,1
Luis Arráez,Miami Marlins,Los Angeles Angels,1,2,1,2,0,3,0,5,0.36,0.25,0.61,0.199,1.0,0.09,0.75,2.2,3,2,0,0,0,2
Josh Bell,Miami Marlins,Los Angeles Angels,1,4,1,1,0,0,1,5,0.435,0.333,0.768,-0.091,1.48,-0.04,1.11,-0.6,2,1,0,0,0,1
Jake Burger,Miami Marlins,Los Angeles Angels,1,5,1,1,1,0,1,5,0.391,0.429,0.82,-0.133,1.3,-0.06,0.98,-1.5,3,1,0,0,0,1
Jazz Chisholm Jr.,Miami Marlins,Los Angeles Angels,1,4,1,1,1,0,0,4,0.318,0.389,0.707,-0.009,1.12,-0.0,0.84,0.1,3,1,0,0,0,0
Bryan De La Cruz,Miami Marlins,Los Angeles Angels,1,4,0,1,0,0,1,4,0.261,0.304,0.565,-0.037,0.86,-0.02,0.65,-0.4,1,0,1,0,0,2
Jesús Sánchez,Miami Marlins,Los Angeles Angels,1,4,0,1,0,0,2,4,0.25,0.25,0.5,0.003,0.81,0.0,0.61,0.4,1,1,0,0,0,1
Tim Anderson,Miami Marlins,Los Angeles Angels,1,4,0,1,0,0,2,4,0.238,0.25,0.488,-0.122,1.4,-0.06,1.05,-1.0,1,1,0,0,0,1
Nick Gordon,Miami Marlins,Los Angeles Angels,1,4,0,1,2,0,1,4,0.2,0.6,0.8,0.023,1.41,0.01,1.06,0.8,3,0,1,0,0,2
Christian Bethancourt,Miami Marlins,Los Angeles Angels,1,2,0,0,0,1,1,3,0.1,0.0,0.1,0.003,1.0,0.0,0.75,-0.7,0,0,0,0,0,0
Avisaíl García,Miami Marlins,Los Angeles Angels,1,1,0,0,0,0,0,1,0.154,0.385,0.538,-0.034,1.28,-0.01,0.96,-0.1,0,0,0,0,0,0
Jonathan India,Cincinnati Reds,Philadelphia Phillies,0,3,2,1,0,2,1,5,0.474,0.533,1.007,0.125,1.67,0.07,1.58,1.3,3,0,0,1,0,3
Spencer Steer,Cincinnati Reds,Philadelphia Phillies,0,5,2,2,4,0,1,5,0.471,0.733,1.204,0.206,2.18,0.12,2.05,1.5,8,-1,2,0,1,6
Christian Encarnacion-Strand,Cincinnati Reds,Philadelphia Phillies,0,5,0,2,1,0,2,5,0.167,0.333,0.5,0.079,0.96,0.04,0.91,0.5,3,2,0,0,0,2
Jeimer Candelario,Cincinnati Reds,Philadelphia Phillies,0,5,0,1,1,0,1,5,0.235,0.438,0.673,0.008,1.1,0.01,1.04,-0.1,2,1,0,0,0,1
Santiago Espinal,Cincinnati Reds,Philadelphia Phillies,0,4,0,0,0,1,0,5,0.25,0.143,0.393,-0.175,1.41,-0.1,1.33,-1.1,0,0,0,0,0,0
Elly De La Cruz,Cincinnati Reds,Philadelphia Phillies,0,5,0,1,0,0,4,5,0.294,0.375,0.669,-0.042,1.37,-0.02,1.29,-0.2,1,1,0,0,0,1
Stuart Fairchild,Cincinnati Reds,Philadelphia Phillies,0,3,0,1,0,1,2,4,0.5,0.429,0.929,0.013,1.71,0.01,1.61,-0.1,1,1,0,0,0,1
Luke Maile,Cincinnati Reds,Philadelphia Phillies,0,4,0,0,0,0,3,4,0.222,0.5,0.722,-0.242,1.92,-0.14,1.81,-1.6,0,0,0,0,0,0
Will Benson,Cincinnati Reds,Philadelphia Phillies,0,3,1,0,0,1,3,4,0.412,0.733,1.145,-0.109,2.43,-0.06,2.29,-0.4,1,0,0,0,0,0
Kyle Schwarber,Philadelphia Phillies,Cincinnati Reds,1,4,1,2,0,0,1,4,0.294,0.471,0.765,0.063,0.99,0.03,0.89,0.3,3,2,0,0,0,2
Johan Rojas,Philadelphia Phillies,Cincinnati Reds,1,1,0,0,0,0,0,1,0.182,0.0,0.182,-0.114,1.8,-0.06,1.62,-0.9,0,0,0,0,0,0
Trea Turner,Philadelphia Phillies,Cincinnati Reds,1,4,1,2,1,1,0,5,0.353,0.267,0.62,0.162,1.28,0.09,1.16,2.0,4,2,0,0,0,2
Bryce Harper,Philadelphia Phillies,Cincinnati Reds,1,5,0,0,0,0,2,5,0.154,0.0,0.154,-0.242,1.63,-0.13,1.47,-2.2,0,0,0,0,0,0
J.T. Realmuto,Philadelphia Phillies,Cincinnati Reds,1,4,0,1,0,0,1,4,0.375,0.5,0.875,-0.09,1.51,-0.05,1.36,-0.6,1,1,0,0,0,0
Alec Bohm,Philadelphia Phillies,Cincinnati Reds,1,3,0,1,2,1,0,4,0.375,0.4,0.775,0.103,1.64,0.06,1.48,1.6,3,0,1,0,0,2
Nick Castellanos,Philadelphia Phillies,Cincinnati Reds,1,4,0,0,0,0,2,4,0.313,0.214,0.527,-0.146,1.37,-0.08,1.23,-1.2,0,0,0,0,0,0
Bryson Stott,Philadelphia Phillies,Cincinnati Reds,1,3,1,0,0,1,2,4,0.429,0.417,0.845,-0.111,1.33,-0.06,1.2,-0.9,1,0,0,0,0,0
Whit Merrifield,Philadelphia Phillies,Cincinnati Reds,1,3,0,0,0,1,0,4,0.25,0.1,0.35,-0.013,0.79,-0.01,0.71,-0.2,0,0,0,0,0,0
Brandon Marsh,Philadelphia Phillies,Cincinnati Reds,1,4,0,1,0,0,2,4,0.2,0.5,0.7,-0.065,0.85,-0.03,0.76,-0.7,1,1,0,0,0,1
Marcus Semien,Texas Rangers,Tampa Bay Rays,0,3,1,0,0,2,0,5,0.4,0.313,0.713,0.014,0.36,0.01,0.36,-0.1,1,0,0,0,0,0
Corey Seager,Texas Rangers,Tampa Bay Rays,0,3,2,1,0,2,0,5,0.533,0.462,0.995,0.057,0.53,0.03,0.53,0.7,3,1,0,0,0,1
Evan Carter,Texas Rangers,Tampa Bay Rays,0,3,2,0,0,1,0,5,0.389,0.0,0.389,0.043,0.78,0.03,0.78,1.7,2,0,0,0,0,0
Adolis García,Texas Rangers,Tampa Bay Rays,0,4,1,1,2,0,0,5,0.3,0.765,1.065,-0.05,0.59,-0.03,0.59,0.8,4,-2,0,0,3,4
Josh Jung,Texas Rangers,Tampa Bay Rays,0,4,2,3,4,0,0,4,0.474,0.941,1.415,0.268,0.87,0.16,0.87,3.6,9,1,0,0,2,6
Josh H. Smith,Texas Rangers,Tampa Bay Rays,0,0,0,0,1,1,0,1,0.5,0.0,0.5,0.002,0.07,0.0,0.07,1.0,1,0,0,0,0,0
Wyatt Langford,Texas Rangers,Tampa Bay Rays,0,5,0,1,0,0,1,5,0.35,0.412,0.762,-0.018,0.28,-0.01,0.28,-1.7,1,1,0,0,0,1
Jared Walsh,Texas Rangers,Tampa Bay Rays,0,5,0,1,1,0,2,5,0.357,0.643,1.0,-0.029,0.33,-0.02,0.33,-1.0,2,1,0,0,0,1
Jonah Heim,Texas Rangers,Tampa Bay Rays,0,4,0,0,0,0,0,4,0.154,0.231,0.385,-0.028,0.28,-0.02,0.28,-0.9,0,0,0,0,0,0
Travis Jankowski,Texas Rangers,Tampa Bay Rays,0,3,1,1,0,1,1,4,0.6,1.5,2.1,0.002,0.18,0.0,0.18,0.4,2,0,1,0,0,2
Yandy Díaz,Tampa Bay Rays,Texas Rangers,1,5,0,0,0,0,3,5,0.318,0.474,0.792,-0.077,0.56,-0.04,0.51,-1.5,0,0,0,0,0,0
Brandon Lowe,Tampa Bay Rays,Texas Rangers,1,3,0,0,0,0,1,4,0.313,0.429,0.741,0.007,0.58,0.0,0.53,-0.2,0,0,0,0,0,0
Randy Arozarena,Tampa Bay Rays,Texas Rangers,1,3,0,0,0,1,0,4,0.368,0.647,1.015,-0.077,0.61,-0.04,0.56,-0.7,0,0,0,0,0,0
Amed Rosario,Tampa Bay Rays,Texas Rangers,1,4,0,0,0,0,0,4,0.308,0.417,0.724,-0.057,0.56,-0.03,0.51,-0.9,0,0,0,0,0,0
Richie Palacios,Tampa Bay Rays,Texas Rangers,1,3,1,1,1,1,1,4,0.417,0.5,0.917,0.047,0.69,0.03,0.63,1.1,3,0,0,0,1,4
Curtis Mead,Tampa Bay Rays,Texas Rangers,1,3,1,1,0,1,2,4,0.333,0.25,0.583,-0.035,0.62,-0.02,0.56,0.2,2,1,0,0,0,1
Jose Siri,Tampa Bay Rays,Texas Rangers,1,3,1,2,2,0,1,4,0.4,0.529,0.929,0.077,0.85,0.04,0.77,1.6,5,0,1,0,1,6
Austin Shenton,Tampa Bay Rays,Texas Rangers,1,3,0,0,0,1,3,4,0.2,0.0,0.2,-0.069,1.14,-0.04,1.04,-1.0,0,0,0,0,0,0
René Pinto,Tampa Bay Rays,Texas Rangers,1,3,0,1,0,1,1,4,0.364,0.5,0.864,-0.056,1.14,-0.03,1.03,-0.1,1,-1,2,0,0,2
Matt Vierling,Detroit Tigers,New York Mets,0,3,0,0,0,0,0,3,0.143,0.143,0.286,-0.076,1.24,-0.05,1.27,-0.7,0,0,0,0,0,0
Zach McKinstry,Detroit Tigers,New York Mets,0,2,0,0,0,0,1,2,0.25,0.143,0.393,-0.053,1.35,-0.03,1.39,-0.3,0,0,0,0,0,0
Andy Ibáñez,Detroit Tigers,New York Mets,0,3,0,1,0,0,2,3,0.429,0.5,0.929,-0.088,1.08,-0.05,1.1,-0.7,1,1,0,0,0,1
Kerry Carpenter,Detroit Tigers,New York Mets,0,1,0,0,0,0,1,1,0.455,0.8,1.255,-0.046,1.82,-0.03,1.86,-0.2,0,0,0,0,0,0
Spencer Torkelson,Detroit Tigers,New York Mets,0,4,1,0,0,0,0,4,0.222,0.176,0.399,-0.098,0.95,-0.06,0.97,-0.6,1,0,0,0,0,0
Riley Greene,Detroit Tigers,New York Mets,0,3,0,0,0,1,1,4,0.176,0.267,0.443,-0.023,1.81,-0.01,1.85,-0.2,0,0,0,0,0,0
Mark Canha,Detroit Tigers,New York Mets,0,2,0,0,0,1,0,4,0.471,0.615,1.086,-0.012,2.36,-0.01,2.41,-0.2,0,0,0,0,0,0
Jake Rogers,Detroit Tigers,New York Mets,0,3,0,0,0,0,3,3,0.1,0.4,0.5,-0.091,1.16,-0.06,1.18,-0.6,0,0,0,0,0,0
Colt Keith,Detroit Tigers,New York Mets,0,1,1,0,1,0,0,1,0.214,0.083,0.298,0.175,6.33,0.11,6.47,0.7,2,0,0,0,0,0
Gio Urshela,Detroit Tigers,New York Mets,0,4,1,1,0,0,2,4,0.375,0.375,0.75,-0.023,1.59,-0.01,1.62,-0.1,2,1,0,0,0,1
Javier Báez,Detroit Tigers,New York Mets,0,3,0,1,1,0,2,4,0.176,0.188,0.364,0.041,1.86,0.03,1.91,-0.3,2,1,0,0,0,1
Carson Kelly,Detroit Tigers,New York Mets,0,3,1,1,3,1,0,4,0.5,0.778,1.278,0.078,1.04,0.05,1.07,2.3,5,0,0,0,1,4
Brandon Nimmo,New York Mets,Detroit Tigers,1,3,0,0,0,1,0,5,0.167,0.063,0.229,0.042,0.95,0.02,0.73,0.0,0,0,0,0,0,0
Francisco Lindor,New York Mets,Detroit Tigers,1,4,0,0,0,1,1,5,0.167,0.063,0.229,-0.058,1.19,-0.03,0.92,-0.4,0,0,0,0,0,0
Pete Alonso,New York Mets,Detroit Tigers,1,4,0,0,0,0,1,4,0.313,0.467,0.779,-0.161,1.56,-0.07,1.2,-1.3,0,0,0,0,0,0
Francisco Alvarez,New York Mets,Detroit Tigers,1,4,0,1,0,0,0,4,0.467,0.786,1.252,-0.12,1.29,-0.06,0.99,-1.1,1,-1,2,0,0,2
DJ Stewart,New York Mets,Detroit Tigers,1,3,0,0,0,1,0,4,0.222,0.0,0.222,-0.12,1.4,-0.06,1.07,-0.7,0,0,0,0,0,0
Starling Marte,New York Mets,Detroit Tigers,1,4,0,2,0,0,1,4,0.438,0.643,1.08,0.008,1.25,0.0,0.96,0.3,2,2,0,0,0,2
