Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Luis Arráez,Miami Marlins,St. Louis Cardinals,0,4,1,1,0,0,0,4,0.31,0.25,0.56,-0.114,1.14,-0.04,0.63,-1.0,2,-1,2,0,0,2
Josh Bell,Miami Marlins,St. Louis Cardinals,0,4,0,2,1,0,0,4,0.35,0.371,0.721,0.065,0.96,0.02,0.53,0.8,3,2,0,0,0,2
Jake Burger,Miami Marlins,St. Louis Cardinals,0,4,0,0,0,0,0,4,0.359,0.514,0.873,-0.152,1.19,-0.05,0.66,-1.2,0,0,0,0,0,0
Bryan De La Cruz,Miami Marlins,St. Louis Cardinals,0,4,0,1,0,0,1,4,0.231,0.333,0.564,-0.03,1.06,-0.01,0.58,-0.2,1,1,0,0,0,1
Jazz Chisholm Jr.,Miami Marlins,St. Louis Cardinals,0,4,0,1,0,0,1,4,0.342,0.323,0.665,-0.053,1.23,-0.02,0.67,-0.4,1,1,0,0,0,0
Tim Anderson,Miami Marlins,St. Louis Cardinals,0,4,0,1,0,0,2,4,0.306,0.294,0.6,-0.079,1.15,-0.03,0.63,-0.8,1,1,0,0,0,1
Avisaíl García,Miami Marlins,St. Louis Cardinals,0,4,0,1,0,0,0,4,0.208,0.348,0.556,-0.057,1.16,-0.02,0.64,-0.4,1,1,0,0,0,1
Emmanuel Rivera,Miami Marlins,St. Louis Cardinals,0,2,0,1,0,1,0,3,0.667,0.5,1.167,0.072,1.04,0.02,0.57,0.6,1,1,0,0,0,1
Nick Fortes,Miami Marlins,St. Louis Cardinals,0,2,0,0,0,0,0,2,0.133,0.143,0.276,-0.095,1.77,-0.03,0.97,-0.9,0,0,0,0,0,0
Nick Gordon,Miami Marlins,St. Louis Cardinals,0,1,0,0,0,0,1,1,0.133,0.4,0.533,-0.024,0.91,-0.01,0.5,-0.2,0,0,0,0,0,0
Brendan Donovan,St Louis Cardinals,St. Louis Cardinals,0,3,1,2,0,1,0,4,0.472,0.586,1.058,0.052,0.63,0.03,0.59,0.9,3,-2,4,0,0,4
Paul Goldschmidt,St Louis Cardinals,St. Louis Cardinals,0,3,0,0,0,1,0,4,0.359,0.313,0.671,-0.036,0.9,-0.02,0.84,-1.0,0,0,0,0,0,0
Nolan Arenado,St Louis Cardinals,St. Louis Cardinals,0,4,0,1,0,0,1,4,0.275,0.316,0.591,-0.092,0.86,-0.05,0.8,-0.8,1,1,0,0,0,1
Iván Herrera,St Louis Cardinals,St. Louis Cardinals,0,4,1,2,1,0,0,4,0.333,0.563,0.896,0.067,0.82,0.04,0.77,0.2,4,2,0,0,0,2
Nolan Gorman,St Louis Cardinals,St. Louis Cardinals,0,3,0,0,0,1,1,4,0.278,0.25,0.528,0.032,0.71,0.02,0.66,0.1,0,0,0,0,0,0
Jordan Walker,St Louis Cardinals,St. Louis Cardinals,0,3,1,1,1,1,0,4,0.267,0.259,0.526,0.232,0.96,0.13,0.89,1.9,3,-1,2,0,0,2
Alec Burleson,St Louis Cardinals,St. Louis Cardinals,0,4,0,1,0,0,0,4,0.231,0.24,0.471,-0.101,0.6,-0.06,0.56,-0.8,1,1,0,0,0,1
Masyn Winn,St Louis Cardinals,St. Louis Cardinals,0,4,0,1,0,0,0,4,0.32,0.417,0.737,-0.063,0.75,-0.04,0.7,-0.8,1,1,0,0,0,1
Victor Scott II,St Louis Cardinals,St. Louis Cardinals,0,3,0,0,0,0,1,3,0.167,0.152,0.318,-0.058,0.74,-0.03,0.69,-1.0,0,0,0,0,0,0
Mookie Betts,Los Angeles Dodgers,Chicago Cubs,0,3,0,0,0,2,1,5,0.538,0.902,1.441,-0.019,1.14,-0.01,1.29,0.2,0,0,0,0,0,0
Shohei Ohtani,Los Angeles Dodgers,Chicago Cubs,0,4,1,2,0,1,1,5,0.353,0.522,0.875,0.085,0.89,0.06,1.0,0.8,3,2,0,0,0,2
Freddie Freeman,Los Angeles Dodgers,Chicago Cubs,0,5,0,0,0,0,2,5,0.48,0.462,0.942,-0.164,1.14,-0.11,1.29,-2.4,0,0,0,0,0,0
Teoscar Hernández,Los Angeles Dodgers,Chicago Cubs,0,4,1,0,0,1,3,5,0.333,0.591,0.924,-0.056,0.88,-0.04,0.99,-1.0,1,0,0,0,0,0
Max Muncy,Los Angeles Dodgers,Chicago Cubs,0,4,0,2,2,0,2,4,0.34,0.429,0.769,0.177,1.35,0.12,1.53,1.4,4,-1,3,0,0,3
Enrique Hernández,Los Angeles Dodgers,Chicago Cubs,0,3,0,1,0,0,0,3,0.25,0.222,0.472,0.005,0.95,0.0,1.07,-0.1,1,1,0,0,0,1
James Outman,Los Angeles Dodgers,Chicago Cubs,0,1,0,0,0,0,1,1,0.25,0.161,0.411,-0.006,0.22,-0.0,0.25,-0.2,0,0,0,0,0,0
Chris Taylor,Los Angeles Dodgers,Chicago Cubs,0,4,1,0,0,0,1,4,0.261,0.056,0.316,-0.109,0.94,-0.07,1.05,-1.0,1,0,0,0,0,0
Miguel Rojas,Los Angeles Dodgers,Chicago Cubs,0,4,0,2,1,0,2,4,0.385,0.846,1.231,0.019,0.91,0.01,1.02,0.7,3,2,0,0,0,2
Austin Barnes,Los Angeles Dodgers,Chicago Cubs,0,4,1,2,0,0,1,4,0.571,0.5,1.071,0.116,1.46,0.08,1.65,0.6,3,2,0,0,0,2
Ian Happ,Chicago Cubs,Los Angeles Dodgers,1,4,0,1,0,1,2,5,0.474,0.484,0.958,-0.017,1.05,-0.01,1.07,-0.1,1,-1,2,0,0,2
Seiya Suzuki,Chicago Cubs,Los Angeles Dodgers,1,3,0,0,0,1,2,4,0.378,0.563,0.941,0.023,1.06,0.01,1.08,0.3,0,0,0,0,0,0
Cody Bellinger,Chicago Cubs,Los Angeles Dodgers,1,4,0,2,0,0,1,4,0.333,0.355,0.688,-0.001,1.36,-0.0,1.39,0.2,2,2,0,0,0,2
Christopher Morel,Chicago Cubs,Los Angeles Dodgers,1,4,0,1,0,0,2,4,0.353,0.563,0.915,-0.073,1.2,-0.04,1.23,-1.2,1,1,0,0,0,1
Dansby Swanson,Chicago Cubs,Los Angeles Dodgers,1,4,1,1,0,0,2,4,0.424,0.593,1.017,-0.11,1.37,-0.07,1.4,-1.0,2,1,0,0,0,1
Michael Busch,Chicago Cubs,Los Angeles Dodgers,1,4,0,1,0,0,2,4,0.393,0.478,0.871,-0.051,1.41,-0.03,1.44,-0.1,1,0,1,0,0,2
Nico Hoerner,Chicago Cubs,Los Angeles Dodgers,1,4,0,0,0,0,2,4,0.343,0.115,0.458,-0.127,1.22,-0.08,1.24,-1.3,0,0,0,0,0,0
Nick Madrigal,Chicago Cubs,Los Angeles Dodgers,1,2,0,0,0,0,1,2,0.294,0.412,0.706,-0.037,0.73,-0.02,0.75,-0.4,0,0,0,0,0,0
Miles Mastrobuoni,Chicago Cubs,Los Angeles Dodgers,1,2,0,0,1,0,1,2,0.167,0.0,0.167,-0.076,1.28,-0.05,1.3,-0.4,1,0,0,0,0,0
Yan Gomes,Chicago Cubs,Los Angeles Dodgers,1,3,0,1,0,0,0,3,0.125,0.188,0.313,-0.01,0.58,-0.01,0.59,-0.1,1,0,1,0,0,2
Mike Tauchman,Chicago Cubs,Los Angeles Dodgers,1,0,0,0,0,1,0,1,0.5,0.125,0.625,0.027,0.61,0.02,0.62,0.1,0,0,0,0,0,0
Gunnar Henderson,Baltimore Orioles,Pittsburgh Pirates,0,4,0,0,0,1,0,5,0.314,0.5,0.814,-0.012,1.95,-0.01,1.91,-0.7,0,0,0,0,0,0
Adley Rutschman,Baltimore Orioles,Pittsburgh Pirates,0,3,0,0,1,1,0,5,0.4,0.379,0.779,-0.011,2.3,-0.01,2.26,-0.4,1,0,0,0,0,0
Ryan Mountcastle,Baltimore Orioles,Pittsburgh Pirates,0,5,0,0,0,0,2,5,0.306,0.433,0.739,-0.114,1.28,-0.07,1.26,-0.5,0,0,0,0,0,0
Anthony Santander,Baltimore Orioles,Pittsburgh Pirates,0,4,1,0,0,1,2,5,0.229,0.455,0.683,-0.21,2.15,-0.12,2.11,-1.0,1,0,0,0,0,0
Jordan Westburg,Baltimore Orioles,Pittsburgh Pirates,0,5,2,2,0,0,1,5,0.276,0.407,0.683,0.216,2.6,0.13,2.55,0.9,4,0,2,0,0,3
Austin Hays,Baltimore Orioles,Pittsburgh Pirates,0,3,0,0,1,0,0,3,0.192,0.087,0.279,-0.069,1.22,-0.04,1.19,-0.4,1,0,0,0,0,0
Ryan O'Hearn,Baltimore Orioles,Pittsburgh Pirates,0,2,0,1,0,0,0,2,0.368,0.667,1.035,-0.006,4.04,-0.0,3.97,0.1,1,1,0,0,0,1
Cedric Mullins,Baltimore Orioles,Pittsburgh Pirates,0,3,0,0,2,0,0,4,0.185,0.44,0.625,0.226,2.63,0.13,2.58,0.7,2,0,0,0,0,0
James McCann,Baltimore Orioles,Pittsburgh Pirates,0,3,0,0,0,0,0,3,0.364,0.455,0.818,-0.045,0.58,-0.03,0.57,-0.4,0,0,0,0,0,0
Colton Cowser,Baltimore Orioles,Pittsburgh Pirates,0,1,0,0,0,0,0,1,0.455,0.636,1.091,-0.218,3.98,-0.13,3.91,-0.9,0,0,0,0,0,0
Jorge Mateo,Baltimore Orioles,Pittsburgh Pirates,0,3,0,1,0,0,1,3,0.364,0.5,0.864,-0.005,1.15,-0.0,1.13,0.3,1,-1,2,0,0,2
Tony Kemp,Baltimore Orioles,Pittsburgh Pirates,0,1,1,0,0,0,0,1,0.143,0.0,0.143,-0.141,4.99,-0.08,4.9,-0.5,1,0,0,0,0,0
Oneil Cruz,Pittsburgh Pirates,Baltimore Orioles,1,6,0,2,1,0,1,6,0.375,0.5,0.875,0.213,1.25,0.13,1.24,0.2,3,2,0,0,0,2
Bryan Reynolds,Pittsburgh Pirates,Baltimore Orioles,1,4,1,0,0,1,1,5,0.383,0.436,0.819,-0.065,0.72,-0.04,0.72,-0.3,1,0,0,0,0,0
Connor Joe,Pittsburgh Pirates,Baltimore Orioles,1,5,0,1,0,0,1,5,0.432,0.548,0.981,0.223,1.78,0.13,1.77,-0.1,1,1,0,0,0,1
Jack Suwinski,Pittsburgh Pirates,Baltimore Orioles,1,4,0,1,0,1,1,5,0.257,0.3,0.557,-0.015,1.42,-0.01,1.41,-0.1,1,1,0,0,0,1
Edward Olivares,Pittsburgh Pirates,Baltimore Orioles,1,4,1,1,1,1,0,5,0.318,0.45,0.768,0.185,1.62,0.11,1.6,0.4,3,0,1,0,0,2
Rowdy Tellez,Pittsburgh Pirates,Baltimore Orioles,1,4,1,3,1,1,0,5,0.444,0.455,0.899,0.028,1.02,0.02,1.02,1.1,5,3,0,0,0,3
Jared Triolo,Pittsburgh Pirates,Baltimore Orioles,1,5,0,1,0,0,2,5,0.342,0.364,0.706,-0.229,1.75,-0.14,1.74,-1.6,1,1,0,0,0,1
Joey Bart,Pittsburgh Pirates,Baltimore Orioles,1,5,1,2,2,0,2,5,0.4,1.2,1.6,0.003,1.88,0.0,1.87,1.0,5,0,1,0,1,6
Alika Williams,Pittsburgh Pirates,Baltimore Orioles,1,3,0,0,0,0,0,3,0.273,0.455,0.727,-0.059,0.51,-0.03,0.51,-1.4,0,0,0,0,0,0
Ke'Bryan Hayes,Pittsburgh Pirates,Baltimore Orioles,1,2,0,0,0,0,1,2,0.409,0.389,0.798,-0.171,2.41,-0.1,2.39,-0.7,0,0,0,0,0,0
Kyle Schwarber,Philadelphia Phillies,Washington Nationals,0,5,0,0,0,0,3,5,0.306,0.424,0.73,-0.071,0.55,-0.04,0.55,-1.2,0,0,0,0,0,0
Trea Turner,Philadelphia Phillies,Washington Nationals,0,4,1,2,0,0,1,4,0.314,0.313,0.627,0.018,0.45,0.01,0.45,0.3,3,0,2,0,0,3
Bryce Harper,Philadelphia Phillies,Washington Nationals,0,3,1,1,0,1,1,4,0.367,0.704,1.07,0.008,0.72,0.01,0.72,0.1,2,1,0,0,0,1
J.T. Realmuto,Philadelphia Phillies,Washington Nationals,0,4,2,2,3,0,1,4,0.379,0.556,0.935,0.211,1.04,0.13,1.04,2.1,7,0,0,0,2,0
Alec Bohm,Philadelphia Phillies,Washington Nationals,0,3,0,1,1,1,1,4,0.355,0.37,0.725,0.137,0.72,0.08,0.72,1.5,2,0,0,1,0,3
Bryson Stott,Philadelphia Phillies,Washington Nationals,0,4,1,1,0,0,0,4,0.387,0.28,0.667,-0.04,0.63,-0.02,0.63,-0.5,2,1,0,0,0,1
Nick Castellanos,Philadelphia Phillies,Washington Nationals,0,3,0,1,0,1,0,4,0.303,0.148,0.451,-0.03,0.8,-0.02,0.8,0.1,1,1,0,0,0,1
Brandon Marsh,Philadelphia Phillies,Washington Nationals,0,4,0,1,1,0,0,4,0.308,0.542,0.849,-0.002,0.92,-0.0,0.92,0.7,2,1,0,0,0,1
Johan Rojas,Philadelphia Phillies,Washington Nationals,0,4,0,0,0,0,1,4,0.16,0.045,0.205,-0.146,0.72,-0.09,0.72,-2.6,0,0,0,0,0,0
Lane Thomas,Washington Nationals,Philadelphia Phillies,1,3,1,2,0,1,0,4,0.222,0.129,0.351,0.107,0.81,0.06,0.72,1.0,3,2,0,0,0,2
Joey Meneses,Washington Nationals,Philadelphia Phillies,1,4,0,0,0,0,2,4,0.257,0.226,0.483,-0.153,1.54,-0.08,1.36,-1.3,0,0,0,0,0,0
Joey Gallo,Washington Nationals,Philadelphia Phillies,1,4,1,1,2,0,1,4,0.333,0.52,0.853,0.04,1.12,0.02,0.98,1.1,4,-1,0,0,2,4
Keibert Ruiz,Washington Nationals,Philadelphia Phillies,1,4,0,0,0,0,1,4,0.241,0.321,0.563,-0.073,0.69,-0.04,0.61,-0.7,0,0,0,0,0,0
Jesse Winker,Washington Nationals,Philadelphia Phillies,1,2,0,0,0,1,1,4,0.538,0.389,0.927,0.041,1.04,0.02,0.92,0.2,0,0,0,0,0,0
Ildemaro Vargas,Washington Nationals,Philadelphia Phillies,1,4,0,1,0,0,0,4,0.375,0.357,0.732,-0.081,1.18,-0.04,1.04,-0.5,1,1,0,0,0,1
Trey Lipscomb,Washington Nationals,Philadelphia Phillies,1,4,0,0,0,0,1,4,0.269,0.36,0.629,-0.101,1.11,-0.05,0.98,-0.9,0,0,0,0,0,0
Jacob Young,Washington Nationals,Philadelphia Phillies,1,2,0,0,0,0,0,2,0.0,0.0,0.0,-0.068,1.25,-0.04,1.1,-0.6,0,0,0,0,0,0
Eddie Rosario,Washington Nationals,Philadelphia Phillies,1,1,0,0,0,0,0,1,0.13,0.318,0.449,-0.039,1.37,-0.02,1.21,-0.2,0,0,0,0,0,0
Nasim Nuñez,Washington Nationals,Philadelphia Phillies,1,2,0,0,0,0,0,2,0.0,0.0,0.0,-0.041,1.1,-0.02,0.97,-0.4,0,0,0,0,0,0
Luis García Jr.,Washington Nationals,Philadelphia Phillies,1,1,0,0,0,0,0,1,0.381,0.6,0.981,-0.044,1.72,-0.02,1.52,-0.2,0,0,0,0,0,0
Brandon Nimmo,New York Mets,Cincinnati Reds,0,4,0,2,2,1,1,5,0.333,0.16,0.493,0.23,1.06,0.11,0.87,2.0,4,1,1,0,0,3
Francisco Lindor,New York Mets,Cincinnati Reds,0,5,0,0,0,0,0,5,0.184,0.032,0.216,-0.127,1.0,-0.06,0.83,-1.6,0,0,0,0,0,0
Pete Alonso,New York Mets,Cincinnati Reds,0,5,1,0,0,0,1,5,0.25,0.382,0.632,-0.114,0.72,-0.06,0.6,-1.3,1,0,0,0,0,0
Brett Baty,New York Mets,Cincinnati Reds,0,5,1,2,1,0,1,5,0.367,0.407,0.774,-0.006,0.65,-0.0,0.54,0.8,4,2,0,0,0,2
Starling Marte,New York Mets,Cincinnati Reds,0,4,2,2,0,1,0,5,0.303,0.367,0.67,0.099,0.81,0.05,0.67,0.8,4,2,0,0,0,2
Tyrone Taylor,New York Mets,Cincinnati Reds,0,4,0,1,1,0,2,4,0.292,0.238,0.53,-0.031,1.38,-0.01,1.14,-0.2,2,0,1,0,0,2
Jeff McNeil,New York Mets,Cincinnati Reds,0,3,1,0,0,0,0,4,0.2,0.227,0.427,-0.005,1.28,-0.0,1.06,-0.2,1,0,0,0,0,0
Harrison Bader,New York Mets,Cincinnati Reds,0,4,0,1,0,0,2,4,0.261,0.227,0.488,-0.113,1.29,-0.06,1.07,-1.2,1,1,0,0,0,1
Omar Narváez,New York Mets,Cincinnati Reds,0,4,1,3,2,0,0,4,0.3,0.3,0.6,0.204,1.34,0.1,1.11,2.0,6,3,0,0,0,3
Jonathan India,Cincinnati Reds,New York Mets,1,3,0,0,1,2,1,5,0.421,0.367,0.788,0.001,1.24,0.0,1.16,1.1,1,0,0,0,0,0
Will Benson,Cincinnati Reds,New York Mets,1,5,0,1,0,0,2,5,0.294,0.516,0.81,-0.085,0.94,-0.05,0.88,-1.7,1,0,0,1,0,3
Christian Encarnacion-Strand,Cincinnati Reds,New York Mets,1,4,0,0,1,0,1,5,0.139,0.286,0.425,-0.085,0.72,-0.05,0.67,-0.9,1,0,0,0,0,0
Jeimer Candelario,Cincinnati Reds,New York Mets,1,3,1,1,0,1,0,4,0.265,0.433,0.698,0.116,1.25,0.07,1.16,0.6,2,-3,4,0,0,2
Bubba Thompson,Cincinnati Reds,New York Mets,1,1,1,0,0,0,1,1,0.0,0.0,0.0,0.068,2.0,0.04,1.86,-0.4,1,0,0,0,0,0
Jake Fraley,Cincinnati Reds,New York Mets,1,4,1,0,0,0,2,4,0.35,0.45,0.8,0.113,1.36,0.06,1.27,0.2,1,0,0,0,0,0
Elly De La Cruz,Cincinnati Reds,New York Mets,1,3,3,1,2,1,1,4,0.303,0.419,0.722,0.25,1.62,0.14,1.51,1.6,6,1,0,0,0,1
Spencer Steer,Cincinnati Reds,New York Mets,1,3,2,2,3,0,0,4,0.529,0.897,1.426,0.282,1.47,0.16,1.37,3.0,7,-1,0,0,3,5
Nick Martini,Cincinnati Reds,New York Mets,1,2,0,0,0,0,1,2,0.316,0.706,1.022,-0.071,1.03,-0.04,0.96,-0.8,0,0,0,0,0,0
Stuart Fairchild,Cincinnati Reds,New York Mets,1,2,1,2,1,0,0,2,0.429,0.385,0.813,0.109,1.03,0.06,0.96,1.5,4,2,0,0,0,2
Tyler Stephenson,Cincinnati Reds,New York Mets,1,3,0,1,0,1,2,4,0.286,0.263,0.549,-0.062,1.21,-0.03,1.12,0.3,1,1,0,0,0,1
George Springer,Toronto Blue Jays,New York Yankees,0,5,0,2,0,1,1,6,0.341,0.424,0.766,0.009,0.91,0.01,0.9,0.8,2,0,2,0,0,3
Vladimir Guerrero Jr.,Toronto Blue Jays,New York Yankees,0,4,1,1,1,1,0,5,0.325,0.364,0.689,-0.06,0.74,-0.04,0.74,-0.1,3,-1,0,0,2,0
Bo Bichette,Toronto Blue Jays,New York Yankees,0,4,1,2,0,1,1,5,0.226,0.241,0.467,0.009,0.69,0.01,0.68,0.9,3,0,2,0,0,3
Justin Turner,Toronto Blue Jays,New York Yankees,0,3,2,1,1,1,1,5,0.4,0.536,0.936,-0.05,0.94,-0.03,0.93,-0.1,4,1,0,0,0,1
Daniel Vogelbach,Toronto Blue Jays,New York Yankees,0,4,0,1,1,1,2,5,0.364,0.333,0.697,0.024,0.83,0.01,0.82,1.1,2,0,1,0,0,2
Ernie Clement,Toronto Blue Jays,New York Yankees,0,4,2,2,1,0,0,5,0.318,0.571,0.89,-0.011,0.86,-0.01,0.85,0.2,5,0,2,0,0,4
Daulton Varsho,Toronto Blue Jays,New York Yankees,0,3,0,0,0,0,1,3,0.226,0.179,0.404,-0.053,0.73,-0.03,0.72,-0.8,0,0,0,0,0,0
Davis Schneider,Toronto Blue Jays,New York Yankees,0,2,1,1,1,0,0,2,0.267,0.714,0.981,0.045,0.92,0.03,0.91,0.8,3,0,1,0,0,2
Brian Serven,Toronto Blue Jays,New York Yankees,0,1,0,0,0,1,0,3,0.286,0.0,0.286,0.0,0.6,0.0,0.59,0.2,0,0,0,0,0,0
Alejandro Kirk,Toronto Blue Jays,New York Yankees,0,2,0,0,1,0,0,2,0.207,0.185,0.392,-0.083,1.33,-0.05,1.32,-0.3,1,0,0,0,0,0
Kevin Kiermaier,Toronto Blue Jays,New York Yankees,0,3,1,1,1,0,0,3,0.174,0.095,0.269,-0.003,0.62,-0.0,0.61,0.1,3,1,0,0,0,1
Isiah Kiner-Falefa,Toronto Blue Jays,New York Yankees,0,1,0,0,0,0,0,1,0.333,0.2,0.533,-0.014,0.51,-0.01,0.5,-0.2,0,0,0,0,0,0
Cavan Biggio,Toronto Blue Jays,New York Yankees,0,1,0,1,1,0,0,1,0.375,0.45,0.825,0.042,1.37,0.03,1.36,0.9,2,1,0,0,0,1
Gleyber Torres,New York Yankees,Toronto Blue Jays,1,3,1,1,1,1,0,5,0.333,0.286,0.619,-0.021,0.35,-0.01,0.4,0.1,3,-1,2,0,0,2
Juan Soto,New York Yankees,Toronto Blue Jays,1,3,1,2,2,2,0,5,0.442,0.444,0.886,0.052,0.26,0.04,0.29,2.1,5,2,0,0,0,2
