Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Ronald Acuña Jr.,Atlanta Braves,Philadelphia Phillies,0,3,1,0,0,1,3,4,0.5,0.417,0.917,-0.063,1.12,-0.04,1.19,-0.4,1,0,0,0,0,0
Ozzie Albies,Atlanta Braves,Philadelphia Phillies,0,4,1,2,3,0,0,4,0.429,0.846,1.275,0.208,1.02,0.13,1.07,2.2,6,0,0,0,2,5
Austin Riley,Atlanta Braves,Philadelphia Phillies,0,4,1,2,0,0,2,4,0.286,0.385,0.67,0.095,1.03,0.06,1.09,0.5,3,0,2,0,0,3
Matt Olson,Atlanta Braves,Philadelphia Phillies,0,4,0,0,0,0,3,4,0.286,0.714,1.0,-0.203,1.77,-0.13,1.86,-1.4,0,0,0,0,0,0
Marcell Ozuna,Atlanta Braves,Philadelphia Phillies,0,4,0,1,0,0,1,4,0.143,0.357,0.5,-0.092,1.3,-0.06,1.37,-0.5,1,1,0,0,0,1
Adam Duvall,Atlanta Braves,Philadelphia Phillies,0,4,0,1,1,0,1,4,0.429,0.5,0.929,-0.025,1.38,-0.02,1.45,-0.0,2,1,0,0,0,1
Michael Harris II,Atlanta Braves,Philadelphia Phillies,0,4,0,0,0,0,1,4,0.5,0.769,1.269,-0.098,0.92,-0.06,0.97,-0.8,0,0,0,0,0,0
Orlando Arcia,Atlanta Braves,Philadelphia Phillies,0,3,0,0,0,0,2,3,0.538,0.75,1.288,-0.061,0.79,-0.04,0.84,-0.5,0,0,0,0,0,0
Chadwick Tromp,Atlanta Braves,Philadelphia Phillies,0,2,0,0,0,0,1,2,0.0,0.0,0.0,-0.032,0.61,-0.02,0.65,-0.4,0,0,0,0,0,0
Jarred Kelenic,Atlanta Braves,Philadelphia Phillies,0,1,1,1,0,0,0,1,0.75,0.857,1.607,0.061,0.99,0.04,1.04,0.4,2,0,1,0,0,2
Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,1,4,2,2,1,0,1,4,0.231,0.462,0.692,-0.025,1.79,-0.01,1.63,-0.0,5,1,0,0,1,5
Trea Turner,Philadelphia Phillies,Atlanta Braves,1,4,1,1,1,0,2,4,0.25,0.182,0.432,0.148,2.11,0.08,1.92,0.4,3,1,0,0,0,1
Alec Bohm,Philadelphia Phillies,Atlanta Braves,1,4,0,2,2,0,1,4,0.333,0.333,0.667,0.308,1.51,0.17,1.38,1.7,4,2,0,0,0,2
J.T. Realmuto,Philadelphia Phillies,Atlanta Braves,1,4,0,1,0,0,1,4,0.417,0.6,1.017,-0.09,1.12,-0.05,1.02,-0.5,1,1,0,0,0,0
Nick Castellanos,Philadelphia Phillies,Atlanta Braves,1,3,0,1,0,1,0,4,0.417,0.3,0.717,-0.051,1.18,-0.03,1.07,-0.5,1,1,0,0,0,1
Whit Merrifield,Philadelphia Phillies,Atlanta Braves,1,4,0,1,0,0,0,4,0.25,0.143,0.393,-0.007,1.04,-0.0,0.95,0.0,1,1,0,0,0,1
Edmundo Sosa,Philadelphia Phillies,Atlanta Braves,1,2,1,1,0,0,0,2,0.5,0.5,1.0,-0.007,1.68,-0.0,1.53,-0.2,2,1,0,0,0,1
Bryson Stott,Philadelphia Phillies,Atlanta Braves,1,1,0,0,0,1,0,2,0.5,0.556,1.056,0.065,1.17,0.04,1.06,0.2,0,0,0,0,0,0
Cristian Pache,Philadelphia Phillies,Atlanta Braves,1,1,0,0,0,1,1,2,0.5,0.0,0.5,0.031,2.14,0.02,1.95,0.1,0,0,0,0,0,0
Brandon Marsh,Philadelphia Phillies,Atlanta Braves,1,2,0,0,0,0,2,2,0.167,0.667,0.833,-0.079,1.68,-0.04,1.52,-0.5,0,0,0,0,0,0
Johan Rojas,Philadelphia Phillies,Atlanta Braves,1,2,1,0,0,0,1,3,0.2,0.0,0.2,-0.002,2.4,-0.0,2.19,0.1,1,0,0,0,0,0
CJ Abrams,Washington Nationals,Cincinnati Reds,0,4,1,1,1,0,1,5,0.385,0.7,1.085,-0.007,1.34,-0.0,1.31,-0.4,3,0,0,0,1,4
Lane Thomas,Washington Nationals,Cincinnati Reds,0,4,0,1,3,0,0,5,0.143,0.083,0.226,0.147,1.47,0.09,1.43,0.8,4,1,0,0,0,1
Jesse Winker,Washington Nationals,Cincinnati Reds,0,3,0,2,0,1,0,5,0.571,0.545,1.117,0.041,0.83,0.02,0.81,0.1,2,1,1,0,0,3
Joey Meneses,Washington Nationals,Cincinnati Reds,0,4,0,1,0,0,1,5,0.429,0.5,0.929,-0.063,1.17,-0.04,1.14,-0.7,1,1,0,0,0,1
Joey Gallo,Washington Nationals,Cincinnati Reds,0,4,0,0,0,1,0,5,0.143,0.0,0.143,-0.116,1.45,-0.07,1.42,-1.1,0,0,0,0,0,0
Keibert Ruiz,Washington Nationals,Cincinnati Reds,0,5,0,0,0,0,1,5,0.385,0.583,0.968,-0.165,1.28,-0.1,1.25,-1.6,0,0,0,0,0,0
Eddie Rosario,Washington Nationals,Cincinnati Reds,0,4,1,1,0,0,3,4,0.25,0.636,0.886,0.01,0.79,0.01,0.77,0.2,2,0,1,0,0,2
Luis García Jr.,Washington Nationals,Cincinnati Reds,0,3,1,1,0,1,1,4,0.25,0.273,0.523,0.039,0.84,0.02,0.82,0.5,2,1,0,0,0,0
Trey Lipscomb,Washington Nationals,Cincinnati Reds,0,3,2,2,1,1,0,4,0.5,0.857,1.357,0.294,1.52,0.17,1.48,2.2,5,1,0,0,1,5
Jonathan India,Cincinnati Reds,Washington Nationals,1,4,1,1,1,1,0,5,0.429,0.417,0.845,0.03,1.37,0.02,1.24,-0.0,3,0,1,0,0,2
Will Benson,Cincinnati Reds,Washington Nationals,1,5,1,3,3,0,2,5,0.462,0.917,1.378,0.513,1.53,0.28,1.38,2.3,7,-1,3,0,1,7
Christian Encarnacion-Strand,Cincinnati Reds,Washington Nationals,1,5,1,1,1,0,2,5,0.077,0.308,0.385,0.156,1.74,0.08,1.57,-1.0,3,0,0,0,1,4
Jeimer Candelario,Cincinnati Reds,Washington Nationals,1,4,0,1,0,0,2,4,0.25,0.545,0.795,0.028,1.22,0.01,1.1,-0.1,1,0,1,0,0,2
Jake Fraley,Cincinnati Reds,Washington Nationals,1,4,0,3,0,0,0,4,0.625,0.75,1.375,-0.011,1.23,-0.01,1.11,0.2,3,3,0,0,0,3
Elly De La Cruz,Cincinnati Reds,Washington Nationals,1,4,1,1,0,0,1,4,0.333,0.455,0.788,-0.161,1.45,-0.09,1.31,-1.2,2,0,0,1,0,3
Spencer Steer,Cincinnati Reds,Washington Nationals,1,3,1,2,1,1,0,4,0.5,0.5,1.0,0.114,1.44,0.06,1.3,1.2,4,2,0,0,0,2
Nick Martini,Cincinnati Reds,Washington Nationals,1,3,1,1,0,1,0,4,0.556,1.375,1.931,-0.049,1.74,-0.03,1.57,0.1,2,1,0,0,0,1
Tyler Stephenson,Cincinnati Reds,Washington Nationals,1,3,0,1,0,0,0,3,0.25,0.25,0.5,0.037,1.76,0.02,1.6,-0.2,1,1,0,0,0,1
Luke Maile,Cincinnati Reds,Washington Nationals,1,1,0,0,0,0,0,1,0.4,1.0,1.4,-0.033,1.29,-0.02,1.17,-0.2,0,0,0,0,0,0
Connor Joe,Pittsburgh Pirates,Miami Marlins,0,5,1,1,0,1,2,6,0.409,0.474,0.883,-0.095,1.19,-0.06,1.27,-0.8,2,1,0,0,0,1
Bryan Reynolds,Pittsburgh Pirates,Miami Marlins,0,5,0,1,1,1,2,6,0.435,0.579,1.014,-0.003,1.27,-0.0,1.36,0.3,2,1,0,0,0,1
Ke'Bryan Hayes,Pittsburgh Pirates,Miami Marlins,0,5,1,2,1,1,0,6,0.522,0.556,1.077,0.117,1.63,0.07,1.75,0.7,4,2,0,0,0,2
Edward Olivares,Pittsburgh Pirates,Miami Marlins,0,4,1,1,0,0,2,4,0.385,0.583,0.968,-0.022,1.59,-0.01,1.71,-0.5,2,1,0,0,0,1
Michael A. Taylor,Pittsburgh Pirates,Miami Marlins,0,1,0,1,1,1,0,2,0.438,0.538,0.976,0.206,1.78,0.13,1.91,1.4,2,1,0,0,0,0
Jack Suwinski,Pittsburgh Pirates,Miami Marlins,0,6,1,1,0,0,2,6,0.2,0.143,0.343,-0.185,1.23,-0.12,1.32,-1.9,2,1,0,0,0,1
Jared Triolo,Pittsburgh Pirates,Miami Marlins,0,3,1,2,0,2,1,5,0.4,0.353,0.753,0.011,1.16,0.01,1.25,0.5,3,2,0,0,0,2
Rowdy Tellez,Pittsburgh Pirates,Miami Marlins,0,5,1,1,3,0,3,5,0.25,0.625,0.875,0.326,1.55,0.21,1.66,1.1,5,0,0,0,1,4
Alika Williams,Pittsburgh Pirates,Miami Marlins,0,4,2,1,2,0,1,5,0.25,0.75,1.0,0.167,1.49,0.11,1.6,2.0,5,0,0,1,0,3
Jason Delay,Pittsburgh Pirates,Miami Marlins,0,3,0,0,1,1,0,5,0.25,0.0,0.25,0.061,1.71,0.04,1.83,0.1,1,0,0,0,0,0
Luis Arráez,Miami Marlins,Pittsburgh Pirates,1,4,1,1,0,1,1,5,0.2,0.167,0.367,-0.049,1.0,-0.02,0.83,0.1,2,0,1,0,0,2
Josh Bell,Miami Marlins,Pittsburgh Pirates,1,3,1,1,0,2,1,5,0.474,0.357,0.831,0.164,1.46,0.08,1.2,1.0,2,1,0,0,0,1
Jake Burger,Miami Marlins,Pittsburgh Pirates,1,5,1,1,1,0,1,5,0.444,0.5,0.944,-0.125,1.89,-0.06,1.56,-0.3,3,1,0,0,0,1
Bryan De La Cruz,Miami Marlins,Pittsburgh Pirates,1,5,1,1,0,0,1,5,0.263,0.263,0.526,-0.156,1.98,-0.08,1.63,-0.5,2,1,0,0,0,1
Jazz Chisholm Jr.,Miami Marlins,Pittsburgh Pirates,1,4,1,1,4,1,2,5,0.333,0.429,0.762,-0.028,1.58,-0.01,1.3,1.4,6,0,0,0,1,0
Tim Anderson,Miami Marlins,Pittsburgh Pirates,1,4,0,0,0,0,2,4,0.235,0.25,0.485,-0.066,0.61,-0.03,0.51,-0.7,0,0,0,0,0,0
Avisaíl García,Miami Marlins,Pittsburgh Pirates,1,4,1,1,1,0,2,4,0.167,0.417,0.583,-0.013,1.28,-0.01,1.06,0.3,3,0,0,0,1,4
Nick Fortes,Miami Marlins,Pittsburgh Pirates,1,3,0,0,0,0,0,3,0.143,0.0,0.143,-0.03,0.39,-0.01,0.32,-0.5,0,0,0,0,0,0
Nick Gordon,Miami Marlins,Pittsburgh Pirates,1,1,1,1,1,0,0,1,0.167,0.667,0.833,0.465,2.74,0.23,2.26,1.0,3,0,0,0,1,4
Vidal Bruján,Miami Marlins,Pittsburgh Pirates,1,3,0,0,0,0,0,3,0.2,0.0,0.2,-0.036,0.46,-0.02,0.38,-0.5,0,0,0,0,0,0
Jesús Sánchez,Miami Marlins,Pittsburgh Pirates,1,1,0,0,0,0,1,1,0.25,0.25,0.5,-0.047,1.86,-0.02,1.53,-0.2,0,0,0,0,0,0
Sal Frelick,Milwaukee Brewers,New York Mets,0,4,0,0,0,1,2,5,0.2,0.111,0.311,-0.095,0.9,-0.06,0.88,-1.5,0,0,0,0,0,0
William Contreras,Milwaukee Brewers,New York Mets,0,5,1,2,1,0,2,5,0.357,0.538,0.896,0.064,0.89,0.04,0.88,0.4,4,0,2,0,0,4
Christian Yelich,Milwaukee Brewers,New York Mets,0,2,1,0,0,2,1,5,0.538,0.727,1.266,0.059,0.72,0.03,0.71,0.3,1,0,0,0,0,0
Willy Adames,Milwaukee Brewers,New York Mets,0,3,0,2,1,2,0,5,0.429,0.417,0.845,0.179,0.96,0.1,0.94,2.0,3,2,0,0,0,2
Oliver Dunn,Milwaukee Brewers,New York Mets,0,3,0,1,1,0,1,4,0.375,0.286,0.661,0.092,1.43,0.05,1.4,0.6,2,1,0,0,0,1
Gary Sánchez,Milwaukee Brewers,New York Mets,0,1,0,0,0,0,1,1,0.0,0.0,0.0,-0.002,0.08,-0.0,0.08,-0.1,0,0,0,0,0,0
Rhys Hoskins,Milwaukee Brewers,New York Mets,0,4,0,0,0,0,1,4,0.385,0.545,0.93,-0.223,1.31,-0.13,1.29,-2.7,0,0,0,0,0,0
Joey Ortiz,Milwaukee Brewers,New York Mets,0,3,0,0,0,1,1,4,0.222,0.125,0.347,-0.084,0.99,-0.05,0.97,-0.8,0,0,0,0,0,0
Brice Turang,Milwaukee Brewers,New York Mets,0,4,2,2,0,0,0,4,0.455,0.545,1.0,0.041,0.58,0.03,0.57,0.3,4,1,1,0,0,3
Jackson Chourio,Milwaukee Brewers,New York Mets,0,4,0,2,1,0,1,4,0.462,0.5,0.962,0.063,0.69,0.04,0.68,0.8,3,1,1,0,0,3
Brandon Nimmo,New York Mets,Milwaukee Brewers,1,4,0,0,0,0,1,4,0.077,0.077,0.154,-0.101,0.99,-0.05,0.85,-0.9,0,0,0,0,0,0
Francisco Lindor,New York Mets,Milwaukee Brewers,1,4,0,0,0,0,1,4,0.154,0.083,0.237,-0.068,0.67,-0.03,0.58,-0.6,0,0,0,0,0,0
Pete Alonso,New York Mets,Milwaukee Brewers,1,4,0,2,0,0,0,4,0.417,0.636,1.053,-0.01,0.63,-0.01,0.55,-0.1,2,2,0,0,0,2
Jeff McNeil,New York Mets,Milwaukee Brewers,1,4,0,0,0,0,0,4,0.091,0.091,0.182,-0.103,0.95,-0.05,0.82,-0.9,0,0,0,0,0,0
Starling Marte,New York Mets,Milwaukee Brewers,1,4,0,1,0,0,0,4,0.417,0.7,1.117,-0.056,0.8,-0.03,0.69,-0.4,1,0,1,0,0,2
Francisco Alvarez,New York Mets,Milwaukee Brewers,1,3,1,2,0,1,1,4,0.545,0.9,1.445,0.064,0.72,0.03,0.62,0.5,3,1,1,0,0,3
Brett Baty,New York Mets,Milwaukee Brewers,1,4,0,1,0,0,2,4,0.25,0.625,0.875,-0.07,1.2,-0.04,1.03,-0.7,1,1,0,0,0,1
Tyrone Taylor,New York Mets,Milwaukee Brewers,1,3,0,1,1,1,1,4,0.286,0.167,0.452,0.094,1.2,0.05,1.03,0.8,2,1,0,0,0,1
Omar Narváez,New York Mets,Milwaukee Brewers,1,4,0,0,0,0,1,4,0.0,0.0,0.0,-0.157,1.51,-0.08,1.3,-1.4,0,0,0,0,0,0
George Springer,Toronto Blue Jays,Tampa Bay Rays,0,4,2,1,0,1,2,5,0.278,0.563,0.84,0.035,0.48,0.02,0.46,-0.6,3,1,0,0,0,1
Vladimir Guerrero Jr.,Toronto Blue Jays,Tampa Bay Rays,0,2,1,0,0,3,1,5,0.5,0.538,1.038,0.11,0.86,0.06,0.82,1.5,1,0,0,0,0,0
Justin Turner,Toronto Blue Jays,Tampa Bay Rays,0,4,2,3,4,1,0,5,0.375,0.643,1.018,0.31,1.01,0.18,0.96,3.9,9,0,2,0,1,7
Daulton Varsho,Toronto Blue Jays,Tampa Bay Rays,0,4,0,0,0,1,1,5,0.294,0.143,0.437,-0.086,0.57,-0.05,0.54,-1.0,0,0,0,0,0,0
Alejandro Kirk,Toronto Blue Jays,Tampa Bay Rays,0,5,0,1,1,0,1,5,0.231,0.182,0.413,0.042,0.45,0.02,0.42,-0.5,2,1,0,0,0,1
Ernie Clement,Toronto Blue Jays,Tampa Bay Rays,0,5,2,1,0,0,0,5,0.333,0.333,0.667,-0.088,0.38,-0.05,0.36,-1.0,3,1,0,0,0,1
Davis Schneider,Toronto Blue Jays,Tampa Bay Rays,0,4,1,1,2,1,2,5,0.4,1.0,1.4,0.041,0.28,0.02,0.26,1.5,4,0,0,0,1,4
Cavan Biggio,Toronto Blue Jays,Tampa Bay Rays,0,5,0,1,1,0,2,5,0.4,0.5,0.9,-0.025,0.25,-0.01,0.24,0.6,2,1,0,0,0,1
Isiah Kiner-Falefa,Toronto Blue Jays,Tampa Bay Rays,0,3,1,2,0,1,0,4,0.4,0.333,0.733,0.023,0.21,0.01,0.2,0.3,3,2,0,0,0,2
Yandy Díaz,Tampa Bay Rays,Toronto Blue Jays,1,2,0,0,0,1,2,3,0.412,0.643,1.055,-0.039,0.81,-0.02,0.82,-0.1,0,0,0,0,0,0
Austin Shenton,Tampa Bay Rays,Toronto Blue Jays,1,1,0,0,0,0,0,1,0.0,0.0,0.0,-0.001,0.02,0.0,0.02,-0.2,0,0,0,0,0,0
Brandon Lowe,Tampa Bay Rays,Toronto Blue Jays,1,3,0,0,0,0,1,3,0.333,0.545,0.879,-0.059,0.76,-0.04,0.77,-0.8,0,0,0,0,0,0
Curtis Mead,Tampa Bay Rays,Toronto Blue Jays,1,1,0,0,0,0,0,1,0.2,0.2,0.4,0.0,0.01,0.0,0.01,-0.1,0,0,0,0,0,0
Randy Arozarena,Tampa Bay Rays,Toronto Blue Jays,1,3,1,1,1,0,0,3,0.4,0.786,1.186,0.062,0.58,0.04,0.6,0.5,3,-1,0,0,2,4
Richie Palacios,Tampa Bay Rays,Toronto Blue Jays,1,1,0,0,0,0,0,1,0.375,0.0,0.375,-0.001,0.02,0.0,0.02,-0.2,0,0,0,0,0,0
Harold Ramírez,Tampa Bay Rays,Toronto Blue Jays,1,4,0,0,0,0,1,4,0.059,0.059,0.118,-0.033,0.32,-0.02,0.33,-0.7,0,0,0,0,0,0
Isaac Paredes,Tampa Bay Rays,Toronto Blue Jays,1,4,1,1,1,0,1,4,0.188,0.333,0.521,-0.034,0.33,-0.02,0.34,0.4,3,0,0,0,1,4
Amed Rosario,Tampa Bay Rays,Toronto Blue Jays,1,3,0,0,0,1,0,4,0.444,0.625,1.069,-0.022,0.25,-0.01,0.26,-0.0,0,0,0,0,0,0
Jose Siri,Tampa Bay Rays,Toronto Blue Jays,1,3,0,0,0,0,1,4,0.313,0.214,0.527,-0.002,0.17,-0.0,0.17,-0.4,0,0,0,0,0,0
Ben Rortvedt,Tampa Bay Rays,Toronto Blue Jays,1,3,0,0,0,0,0,3,0.429,0.333,0.762,-0.036,0.47,-0.02,0.48,-0.8,0,0,0,0,0,0
José Caballero,Tampa Bay Rays,Toronto Blue Jays,1,3,0,1,0,0,0,3,0.4,0.462,0.862,0.026,0.53,0.02,0.54,-0.1,1,1,0,0,0,1
Parker Meadows,Detroit Tigers,Chicago White Sox,0,4,0,0,0,0,2,4,0.25,0.3,0.55,-0.097,0.96,-0.06,1.01,-1.0,0,0,0,0,0,0
Andy Ibáñez,Detroit Tigers,Chicago White Sox,0,1,0,1,1,0,0,1,0.5,0.667,1.167,0.357,4.49,0.22,4.69,1.1,2,1,0,0,0,1
Spencer Torkelson,Detroit Tigers,Chicago White Sox,0,4,0,0,0,1,3,5,0.286,0.231,0.516,-0.061,0.84,-0.04,0.87,-0.4,0,0,0,0,0,0
Kerry Carpenter,Detroit Tigers,Chicago White Sox,0,4,1,2,1,0,0,4,0.5,0.889,1.389,0.073,0.97,0.05,1.01,0.8,4,1,0,0,1,5
Carson Kelly,Detroit Tigers,Chicago White Sox,0,1,0,0,0,0,0,1,0.5,0.5,1.0,-0.053,2.07,-0.03,2.16,-0.8,0,0,0,0,0,0
Riley Greene,Detroit Tigers,Chicago White Sox,0,4,0,0,0,0,2,4,0.154,0.333,0.487,-0.112,1.07,-0.07,1.11,-0.9,0,0,0,0,0,0
Mark Canha,Detroit Tigers,Chicago White Sox,0,3,0,1,0,1,1,4,0.462,0.727,1.189,0.007,0.86,0.0,0.9,0.2,1,1,0,0,0,1
Colt Keith,Detroit Tigers,Chicago White Sox,0,3,0,0,0,1,1,4,0.231,0.091,0.322,-0.067,1.44,-0.04,1.5,-0.3,0,0,0,0,0,0
Gio Urshela,Detroit Tigers,Chicago White Sox,0,4,0,2,0,0,0,4,0.5,0.5,1.0,-0.007,1.38,-0.01,1.44,-0.3,2,2,0,0,0,2
Javier Báez,Detroit Tigers,Chicago White Sox,0,4,0,1,0,0,2,4,0.154,0.154,0.308,-0.114,1.73,-0.07,1.81,-0.6,1,1,0,0,0,1
Jake Rogers,Detroit Tigers,Chicago White Sox,0,3,1,1,1,0,2,3,0.143,0.571,0.714,0.074,1.24,0.05,1.29,0.4,3,0,0,0,1,4
Zach McKinstry,Detroit Tigers,Chicago White Sox,0,0,0,0,0,1,0,1,0.333,0.2,0.533,0.05,2.36,0.03,2.47,0.2,0,0,0,0,0,0
Andrew Benintendi,Chicago White Sox,Detroit Tigers,1,4,0,1,0,0,1,4,0.231,0.167,0.397,-0.058,1.11,-0.03,0.98,-0.3,1,1,0,0,0,1
Yoán Moncada,Chicago White Sox,Detroit Tigers,1,4,0,1,0,0,2,4,0.154,0.385,0.538,-0.032,1.01,-0.02,0.89,-0.1,1,0,1,0,0,2
Luis Robert Jr.,Chicago White Sox,Detroit Tigers,1,4,0,0,0,0,3,4,0.385,0.833,1.218,-0.129,1.23,-0.07,1.08,-1.1,0,0,0,0,0,0
Eloy Jiménez,Chicago White Sox,Detroit Tigers,1,3,0,0,0,0,1,3,0.182,0.182,0.364,-0.097,1.19,-0.05,1.04,-0.9,0,0,0,0,0,0
Gavin Sheets,Chicago White Sox,Detroit Tigers,1,1,0,0,0,0,1,1,0.0,0.0,0.0,-0.092,3.53,-0.05,3.09,-0.2,0,0,0,0,0,0
Andrew Vaughn,Chicago White Sox,Detroit Tigers,1,3,0,0,0,0,0,4,0.273,0.2,0.473,-0.07,1.36,-0.04,1.2,-0.1,0,0,0,0,0,0
Braden Shewmake,Chicago White Sox,Detroit Tigers,1,4,0,1,0,0,0,4,0.375,0.75,1.125,-0.096,1.48,-0.05,1.29,-0.3,1,1,0,0,0,1
Paul DeJong,Chicago White Sox,Detroit Tigers,1,3,1,1,1,0,2,3,0.167,0.667,0.833,0.161,1.37,0.08,1.19,0.3,3,0,0,0,1,4
Dominic Fletcher,Chicago White Sox,Detroit Tigers,1,2,0,0,0,0,1,2,0.143,0.0,0.143,-0.063,1.1,-0.03,0.96,-0.6,0,0,0,0,0,0
Kevin Pillar,Chicago White Sox,Detroit Tigers,1,0,0,0,0,1,0,1,0.25,0.0,0.25,0.041,1.16,0.02,1.02,0.3,0,0,0,0,0,0
Korey Lee,Chicago White Sox,Detroit Tigers,1,3,1,1,1,0,0,3,0.25,1.0,1.25,-0.014,1.45,-0.01,1.27,0.2,3,0,0,0,1,4
Gleyber Torres,New York Yankees,Houston Astros,0,4,2,1,0,1,0,5,0.316,0.133,0.449,0.012,1.28,0.01,1.36,-0.5,3,1,0,0,0,1
Juan Soto,New York Yankees,Houston Astros,0,5,0,3,1,0,1,5,0.6,0.765,1.365,0.386,1.53,0.25,1.62,1.4,4,3,0,0,0,3
Aaron Judge,New York Yankees,Houston Astros,0,4,0,0,1,0,2,5,0.211,0.188,0.398,-0.083,1.21,-0.05,1.28,-0.8,1,0,0,0,0,0
Anthony Rizzo,New York Yankees,Houston Astros,0,4,1,2,0,0,1,4,0.389,0.333,0.722,0.082,0.98,0.05,1.04,0.4,3,1,1,0,0,3
Giancarlo Stanton,New York Yankees,Houston Astros,0,4,1,1,0,0,2,4,0.214,0.5,0.714,-0.065,1.38,-0.04,1.46,-0.4,2,0,1,0,0,2
Alex Verdugo,New York Yankees,Houston Astros,0,4,0,1,0,0,1,4,0.235,0.2,0.435,-0.03,1.27,-0.02,1.35,-0.5,1,1,0,0,0,1
Jon Berti,New York Yankees,Houston Astros,0,4,0,1,1,0,2,4,0.25,0.25,0.5,-0.044,1.68,-0.03,1.78,-0.2,2,1,0,0,0,1
Jose Trevino,New York Yankees,Houston Astros,0,4,0,1,1,0,1,4,0.25,0.143,0.393,-0.031,1.52,-0.02,1.61,0.2,2,1,0,0,0,1
Oswaldo Cabrera,New York Yankees,Houston Astros,0,3,0,0,0,1,2,4,0.471,0.875,1.346,-0.059,1.17,-0.04,1.24,-0.2,0,0,0,0,0,0
