Name,Team,Opponent,Hmcrt_adv,AB,R,H,RBI,BB,SO,PA,OBP,SLG,OPS,WPA,aLI,cWPA,acLI,RE24,H+R+RBI,1B,2B,3B,HR,TB
Mark Canha,Detroit Tigers,Chicago White Sox,0,5,3,3,3,0,0,5,0.444,0.875,1.319,0.109,1.14,0.07,1.17,1.2,9,1,1,0,1,7
Colt Keith,Detroit Tigers,Chicago White Sox,0,4,0,0,0,1,1,5,0.222,0.125,0.347,-0.179,1.76,-0.11,1.8,-1.0,0,0,0,0,0,0
Carson Kelly,Detroit Tigers,Chicago White Sox,0,5,0,3,2,0,0,5,0.6,0.6,1.2,0.386,1.99,0.24,2.04,1.3,5,3,0,0,0,3
Javier Báez,Detroit Tigers,Chicago White Sox,0,5,0,0,0,0,1,5,0.111,0.111,0.222,-0.184,1.42,-0.11,1.45,-1.4,0,0,0,0,0,0
Zach McKinstry,Detroit Tigers,Chicago White Sox,0,5,0,1,0,0,1,5,0.2,0.2,0.4,-0.124,1.22,-0.08,1.25,-0.7,1,1,0,0,0,1
Andrew Benintendi,Chicago White Sox,Detroit Tigers,1,4,0,1,0,1,0,5,0.222,0.125,0.347,0.016,1.4,0.01,1.35,0.3,1,1,0,0,0,1
Yoán Moncada,Chicago White Sox,Detroit Tigers,1,5,2,1,0,0,1,5,0.111,0.333,0.444,-0.094,1.4,-0.05,1.35,-0.6,3,0,0,1,0,3
Luis Robert Jr.,Chicago White Sox,Detroit Tigers,1,4,2,3,4,1,0,5,0.556,1.25,1.806,0.302,1.35,0.17,1.3,3.6,9,1,0,0,2,0
Eloy Jiménez,Chicago White Sox,Detroit Tigers,1,5,0,1,0,0,1,5,0.25,0.25,0.5,-0.453,1.82,-0.26,1.75,-2.7,1,1,0,0,0,1
Andrew Vaughn,Chicago White Sox,Detroit Tigers,1,4,0,1,0,0,0,4,0.286,0.286,0.571,0.031,0.77,0.02,0.74,-0.1,1,1,0,0,0,1
Gavin Sheets,Chicago White Sox,Detroit Tigers,1,1,0,0,0,0,0,1,0.0,0.0,0.0,-0.141,4.92,-0.08,4.73,-0.4,0,0,0,0,0,0
Dominic Fletcher,Chicago White Sox,Detroit Tigers,1,4,0,0,0,1,2,5,0.2,0.0,0.2,-0.223,1.95,-0.13,1.87,-0.7,0,0,0,0,0,0
Braden Shewmake,Chicago White Sox,Detroit Tigers,1,4,2,2,1,0,0,4,0.5,1.25,1.75,0.044,1.11,0.03,1.07,0.4,5,1,0,0,1,5
Nicky Lopez,Chicago White Sox,Detroit Tigers,1,4,0,1,0,0,1,4,0.143,0.143,0.286,0.07,0.95,0.04,0.92,0.5,1,1,0,0,0,1
Martín Maldonado,Chicago White Sox,Detroit Tigers,1,2,0,0,0,1,1,3,0.167,0.0,0.167,0.039,0.72,0.02,0.69,0.2,0,0,0,0,0,0
Korey Lee,Chicago White Sox,Detroit Tigers,1,1,0,0,0,0,1,1,0.0,0.0,0.0,-0.051,3.46,-0.03,3.33,-0.2,0,0,0,0,0,0
Anthony Rendon,Los Angeles Angels,Baltimore Orioles,0,3,0,0,0,0,1,3,0.0,0.0,0.0,-0.091,1.16,-0.05,1.05,-0.8,0,0,0,0,0,0
Luis Rengifo,Los Angeles Angels,Baltimore Orioles,0,2,0,0,0,0,1,2,0.333,0.667,1.0,0.0,0.0,0.0,0.0,-0.7,0,0,0,0,0,0
Aaron Hicks,Los Angeles Angels,Baltimore Orioles,0,3,0,0,0,0,3,3,0.143,0.0,0.143,-0.07,0.9,-0.04,0.81,-0.6,0,0,0,0,0,0
Mickey Moniak,Los Angeles Angels,Baltimore Orioles,0,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1,0,0,0,0,0,0
Mike Trout,Los Angeles Angels,Baltimore Orioles,0,3,0,1,0,0,1,3,0.333,0.833,1.167,-0.031,0.7,-0.02,0.64,-0.3,1,1,0,0,0,1
Jo Adell,Los Angeles Angels,Baltimore Orioles,0,1,1,1,0,0,0,1,0.5,1.5,2.0,0.0,0.0,0.0,0.0,0.9,2,0,0,1,0,3
Taylor Ward,Los Angeles Angels,Baltimore Orioles,0,4,2,2,2,0,0,4,0.25,0.625,0.875,0.046,0.37,0.03,0.33,1.4,6,1,0,0,1,5
Brandon Drury,Los Angeles Angels,Baltimore Orioles,0,4,1,2,0,0,1,4,0.333,0.333,0.667,0.021,0.41,0.01,0.37,0.7,3,2,0,0,0,2
Nolan Schanuel,Los Angeles Angels,Baltimore Orioles,0,4,0,1,1,0,2,4,0.286,0.167,0.452,-0.088,0.51,-0.05,0.46,-0.0,2,1,0,0,0,1
Miguel Sanó,Los Angeles Angels,Baltimore Orioles,0,4,0,1,0,0,2,4,0.167,0.167,0.333,-0.039,0.38,-0.02,0.34,-0.9,1,1,0,0,0,1
Logan O'Hoppe,Los Angeles Angels,Baltimore Orioles,0,3,0,2,1,1,0,4,0.571,0.4,0.971,0.092,0.66,0.05,0.59,1.3,3,2,0,0,0,2
Zach Neto,Los Angeles Angels,Baltimore Orioles,0,4,0,0,0,0,2,4,0.0,0.0,0.0,-0.082,0.81,-0.04,0.73,-1.4,0,0,0,0,0,0
Gunnar Henderson,Baltimore Orioles,Los Angeles Angels,1,4,2,3,3,0,0,4,0.556,1.125,1.681,0.107,0.48,0.06,0.47,3.0,8,1,0,1,1,8
Tony Kemp,Baltimore Orioles,Los Angeles Angels,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.2,0,0,0,0,0,0
Adley Rutschman,Baltimore Orioles,Los Angeles Angels,1,3,2,1,0,1,0,4,0.556,0.429,0.984,0.002,0.48,0.0,0.48,0.4,3,1,0,0,0,1
James McCann,Baltimore Orioles,Los Angeles Angels,1,1,1,1,0,0,0,1,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.3,2,1,0,0,0,1
Anthony Santander,Baltimore Orioles,Los Angeles Angels,1,4,2,2,3,0,0,4,0.333,1.25,1.583,-0.026,0.52,-0.01,0.51,1.3,7,-1,1,0,2,6
Colton Cowser,Baltimore Orioles,Los Angeles Angels,1,1,0,1,0,0,0,1,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.9,1,0,1,0,0,2
Ryan Mountcastle,Baltimore Orioles,Los Angeles Angels,1,3,1,2,3,1,0,5,0.5,0.833,1.333,0.198,0.47,0.12,0.46,2.3,6,0,2,0,0,4
Ryan O'Hearn,Baltimore Orioles,Los Angeles Angels,1,5,1,1,0,0,1,5,0.333,0.5,0.833,0.012,0.45,0.01,0.44,-0.2,2,1,0,0,0,1
Austin Hays,Baltimore Orioles,Los Angeles Angels,1,4,1,1,1,0,0,4,0.333,0.25,0.583,-0.018,0.56,-0.01,0.55,-0.0,3,1,0,0,0,1
Cedric Mullins,Baltimore Orioles,Los Angeles Angels,1,4,1,1,1,0,3,4,0.25,0.75,1.0,0.009,0.39,0.01,0.39,0.9,3,0,1,0,0,2
Jordan Westburg,Baltimore Orioles,Los Angeles Angels,1,4,1,1,2,0,1,4,0.286,0.286,0.571,-0.007,0.24,-0.0,0.23,0.5,4,1,0,0,0,1
Ramón Urías,Baltimore Orioles,Los Angeles Angels,1,4,1,0,0,0,1,4,0.125,0.0,0.125,-0.019,0.34,-0.01,0.33,0.2,1,0,0,0,0,0
Ronald Acuña Jr.,Atlanta Braves,Philadelphia Phillies,0,5,2,3,0,0,0,5,0.6,0.556,1.156,0.047,0.7,0.03,0.73,0.3,5,3,0,0,0,0
Ozzie Albies,Atlanta Braves,Philadelphia Phillies,0,5,2,3,3,0,0,5,0.4,0.667,1.067,0.177,0.7,0.11,0.73,2.7,8,2,0,0,1,6
Austin Riley,Atlanta Braves,Philadelphia Phillies,0,5,0,1,0,0,2,5,0.2,0.222,0.422,-0.08,0.59,-0.05,0.61,-1.1,1,0,1,0,0,2
Matt Olson,Atlanta Braves,Philadelphia Phillies,0,5,1,1,1,0,1,5,0.4,1.0,1.4,0.014,0.47,0.01,0.49,-0.9,3,0,0,0,1,4
Marcell Ozuna,Atlanta Braves,Philadelphia Phillies,0,5,1,1,3,0,1,5,0.1,0.4,0.5,0.028,0.4,0.02,0.42,1.6,5,0,0,0,1,4
Michael Harris II,Atlanta Braves,Philadelphia Phillies,0,4,3,3,1,1,1,5,0.7,1.111,1.811,0.078,0.35,0.05,0.37,2.0,7,1,1,0,1,7
Orlando Arcia,Atlanta Braves,Philadelphia Phillies,0,4,1,3,0,1,0,5,0.7,1.0,1.7,0.139,0.6,0.09,0.63,1.9,4,0,3,0,0,4
Travis d'Arnaud,Atlanta Braves,Philadelphia Phillies,0,5,1,1,2,0,0,5,0.286,0.333,0.619,0.041,0.76,0.03,0.8,-0.8,4,0,1,0,0,0
Jarred Kelenic,Atlanta Braves,Philadelphia Phillies,0,4,1,3,2,1,0,5,0.714,0.667,1.381,0.147,0.53,0.09,0.56,1.7,6,3,0,0,0,3
Kyle Schwarber,Philadelphia Phillies,Atlanta Braves,1,5,1,1,0,0,1,5,0.111,0.111,0.222,0.029,0.84,0.02,0.81,-0.2,2,1,0,0,0,1
Trea Turner,Philadelphia Phillies,Atlanta Braves,1,3,0,1,0,1,1,4,0.25,0.143,0.393,0.002,0.77,0.0,0.74,0.2,1,1,0,0,0,1
Bryce Harper,Philadelphia Phillies,Atlanta Braves,1,3,1,0,0,1,0,4,0.25,0.0,0.25,-0.077,1.0,-0.04,0.96,-1.2,1,0,0,0,0,0
J.T. Realmuto,Philadelphia Phillies,Atlanta Braves,1,3,2,2,1,1,1,4,0.5,0.833,1.333,0.096,0.66,0.06,0.64,1.1,5,1,0,0,1,0
Alec Bohm,Philadelphia Phillies,Atlanta Braves,1,4,0,0,0,0,0,4,0.25,0.25,0.5,-0.12,1.07,-0.07,1.03,-1.4,0,0,0,0,0,0
Nick Castellanos,Philadelphia Phillies,Atlanta Braves,1,3,0,1,1,1,0,4,0.375,0.286,0.661,0.093,0.9,0.05,0.86,1.2,2,1,0,0,0,1
Bryson Stott,Philadelphia Phillies,Atlanta Braves,1,4,0,3,2,0,0,4,0.5,0.625,1.125,0.192,1.08,0.11,1.04,1.9,5,2,1,0,0,4
Whit Merrifield,Philadelphia Phillies,Atlanta Braves,1,3,0,0,0,1,0,4,0.25,0.0,0.25,-0.06,0.63,-0.03,0.6,-1.0,0,0,0,0,0,0
Johan Rojas,Philadelphia Phillies,Atlanta Braves,1,4,0,0,0,0,1,4,0.143,0.0,0.143,-0.063,0.61,-0.04,0.58,-1.1,0,0,0,0,0,0
Steven Kwan,Cleveland Guardians,Oakland Athletics,0,5,3,3,2,1,0,6,0.438,0.667,1.104,0.063,0.57,0.04,0.59,2.0,8,2,0,0,1,6
José Ramírez,Cleveland Guardians,Oakland Athletics,0,6,1,2,1,0,2,6,0.25,0.563,0.813,-0.04,0.44,-0.03,0.46,1.2,4,2,0,0,0,2
Ramón Laureano,Cleveland Guardians,Oakland Athletics,0,2,0,1,0,0,0,2,0.286,0.333,0.619,0.033,0.91,0.02,0.95,0.3,1,0,1,0,0,2
Will Brennan,Cleveland Guardians,Oakland Athletics,0,3,0,1,0,1,1,4,0.375,0.286,0.661,0.005,0.21,0.0,0.23,0.9,1,1,0,0,0,1
David Fry,Cleveland Guardians,Oakland Athletics,0,2,1,1,2,2,0,6,0.636,0.833,1.47,0.012,0.56,0.01,0.58,1.4,4,1,0,0,0,1
Tyler Freeman,Cleveland Guardians,Oakland Athletics,0,5,1,1,1,1,1,6,0.4,0.333,0.733,-0.049,0.72,-0.03,0.75,-0.7,3,1,0,0,0,1
Andrés Giménez,Cleveland Guardians,Oakland Athletics,0,4,2,1,1,0,0,5,0.643,0.9,1.543,0.213,0.92,0.13,0.95,0.6,4,0,0,1,0,3
Gabriel Arias,Cleveland Guardians,Oakland Athletics,0,5,2,2,2,0,1,5,0.4,0.4,0.8,0.3,0.99,0.19,1.03,1.7,6,2,0,0,0,2
Austin Hedges,Cleveland Guardians,Oakland Athletics,0,4,0,1,2,0,1,5,0.222,0.375,0.597,0.036,0.53,0.02,0.56,0.2,3,0,1,0,0,2
Brayan Rocchio,Cleveland Guardians,Oakland Athletics,0,5,2,2,0,0,0,5,0.385,0.545,0.93,0.013,0.34,0.01,0.36,0.1,4,-1,3,0,0,4
Ryan Noda,Oakland Athletics,Cleveland Guardians,1,4,0,1,1,1,1,5,0.3,0.222,0.522,0.071,0.77,0.04,0.67,0.2,2,1,0,0,0,1
Zack Gelof,Oakland Athletics,Cleveland Guardians,1,4,1,2,0,0,1,5,0.308,0.273,0.58,0.063,0.75,0.03,0.66,0.8,3,1,1,0,0,3
JJ Bleday,Oakland Athletics,Cleveland Guardians,1,5,0,1,0,0,1,5,0.231,0.308,0.538,-0.048,0.8,-0.03,0.69,-1.0,1,1,0,0,0,1
Brent Rooker,Oakland Athletics,Cleveland Guardians,1,4,0,0,0,1,4,5,0.111,0.0,0.111,-0.067,0.95,-0.03,0.83,-0.9,0,0,0,0,0,0
Seth Brown,Oakland Athletics,Cleveland Guardians,1,2,0,0,0,2,0,4,0.375,0.0,0.375,0.026,0.98,0.01,0.85,0.3,0,0,0,0,0,0
J.D. Davis,Oakland Athletics,Cleveland Guardians,1,3,1,1,0,0,2,4,0.455,1.0,1.455,-0.037,1.02,-0.02,0.89,-0.5,2,1,0,0,0,0
Kyle McCann,Oakland Athletics,Cleveland Guardians,1,2,1,0,1,2,2,4,0.5,0.0,0.5,0.132,1.39,0.07,1.22,0.9,2,0,0,0,0,0
Lawrence Butler,Oakland Athletics,Cleveland Guardians,1,4,0,1,0,0,2,4,0.2,0.111,0.311,-0.01,1.35,-0.01,1.18,-0.5,1,1,0,0,0,1
Nick Allen,Oakland Athletics,Cleveland Guardians,1,3,0,0,1,0,1,3,0.3,0.4,0.7,-0.043,1.51,-0.02,1.32,-0.5,1,0,0,0,0,0
Darell Hernaiz,Oakland Athletics,Cleveland Guardians,1,1,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0.01,0.0,0.01,-0.1,0,0,0,0,0,0
CJ Abrams,Washington Nationals,Cincinnati Reds,0,2,3,1,0,3,1,5,0.444,0.5,0.944,0.274,1.43,0.15,1.29,2.1,4,0,0,1,0,3
Lane Thomas,Washington Nationals,Cincinnati Reds,0,4,0,0,0,1,3,5,0.111,0.0,0.111,-0.158,1.78,-0.08,1.61,-1.1,0,0,0,0,0,0
Jesse Winker,Washington Nationals,Cincinnati Reds,0,4,1,2,1,1,2,5,0.444,0.375,0.819,0.13,1.64,0.07,1.47,1.4,4,2,0,0,0,2
Joey Meneses,Washington Nationals,Cincinnati Reds,0,4,0,2,1,0,1,5,0.444,0.625,1.069,0.266,2.14,0.14,1.93,1.2,3,1,1,0,0,3
Joey Gallo,Washington Nationals,Cincinnati Reds,0,4,0,0,0,1,3,5,0.111,0.0,0.111,-0.181,2.23,-0.1,2.01,-1.4,0,0,0,0,0,0
Keibert Ruiz,Washington Nationals,Cincinnati Reds,0,4,1,3,3,0,0,5,0.625,1.0,1.625,0.543,2.52,0.29,2.27,2.5,7,2,0,0,1,6
Eddie Rosario,Washington Nationals,Cincinnati Reds,0,4,0,1,1,0,1,5,0.25,0.714,0.964,0.008,2.25,0.0,2.02,-1.1,2,1,0,0,0,1
Luis García Jr.,Washington Nationals,Cincinnati Reds,0,5,0,1,0,0,2,5,0.125,0.25,0.375,-0.095,1.34,-0.05,1.21,-1.3,1,0,1,0,0,0
Trey Lipscomb,Washington Nationals,Cincinnati Reds,0,4,0,1,0,0,1,4,0.25,0.25,0.5,-0.097,1.41,-0.05,1.27,-0.4,1,1,0,0,0,1
Jonathan India,Cincinnati Reds,Washington Nationals,1,4,0,2,1,0,1,4,0.444,0.375,0.819,0.125,1.09,0.07,1.05,1.0,3,2,0,0,0,2
Tyler Stephenson,Cincinnati Reds,Washington Nationals,1,1,0,0,0,0,0,1,0.2,0.2,0.4,-0.105,3.63,-0.06,3.5,-0.2,0,0,0,0,0,0
Spencer Steer,Cincinnati Reds,Washington Nationals,1,4,0,0,0,0,0,4,0.375,0.429,0.804,-0.155,1.16,-0.09,1.11,-1.2,0,0,0,0,0,0
Christian Encarnacion-Strand,Cincinnati Reds,Washington Nationals,1,4,0,0,0,0,1,4,0.0,0.0,0.0,-0.134,1.19,-0.08,1.14,-1.1,0,0,0,0,0,0
Jeimer Candelario,Cincinnati Reds,Washington Nationals,1,3,2,1,1,1,1,4,0.25,0.571,0.821,0.103,1.21,0.06,1.17,0.6,4,0,0,0,1,4
Santiago Espinal,Cincinnati Reds,Washington Nationals,1,3,0,1,0,0,0,3,0.333,0.333,0.667,0.011,0.61,0.01,0.59,0.1,1,1,0,0,0,1
Nick Martini,Cincinnati Reds,Washington Nationals,1,1,0,1,2,0,0,1,0.6,2.0,2.6,0.342,3.46,0.2,3.33,1.9,3,0,1,0,0,2
Elly De La Cruz,Cincinnati Reds,Washington Nationals,1,4,0,1,0,0,2,4,0.375,0.286,0.661,-0.086,1.09,-0.05,1.05,-1.1,1,1,0,0,0,1
Stuart Fairchild,Cincinnati Reds,Washington Nationals,1,4,1,2,0,0,1,4,0.5,0.5,1.0,-0.111,1.64,-0.07,1.57,-0.6,3,2,0,0,0,2
Luke Maile,Cincinnati Reds,Washington Nationals,1,3,1,1,2,1,1,4,0.5,1.333,1.833,0.315,1.54,0.18,1.48,1.6,4,0,0,0,1,4
Will Benson,Cincinnati Reds,Washington Nationals,1,3,1,1,0,1,1,4,0.375,0.571,0.946,-0.106,1.58,-0.06,1.52,-0.2,2,-1,2,0,0,2
Edouard Julien,Minnesota Twins,Kansas City Royals,0,4,1,1,0,0,2,4,0.429,0.5,0.929,0.06,1.36,0.04,1.4,-0.2,2,0,1,0,0,2
Kyle Farmer,Minnesota Twins,Kansas City Royals,0,0,1,0,0,1,0,1,0.4,0.0,0.4,0.003,0.9,0.0,0.92,0.3,1,0,0,0,0,0
Alex Kirilloff,Minnesota Twins,Kansas City Royals,0,4,0,1,1,0,0,5,0.286,0.333,0.619,-0.015,1.53,-0.01,1.57,-0.3,2,1,0,0,0,1
Byron Buxton,Minnesota Twins,Kansas City Royals,0,4,0,2,3,0,0,5,0.5,0.625,1.125,0.262,1.43,0.16,1.47,2.8,5,0,2,0,0,4
Carlos Correa,Minnesota Twins,Kansas City Royals,0,5,0,0,0,0,0,5,0.4,0.444,0.844,-0.18,1.3,-0.11,1.33,-1.6,0,0,0,0,0,0
Matt Wallner,Minnesota Twins,Kansas City Royals,0,1,0,0,0,1,1,3,0.5,0.0,0.5,0.042,1.58,0.03,1.62,0.2,0,0,0,0,0,0
Manuel Margot,Minnesota Twins,Kansas City Royals,0,1,0,0,0,0,1,1,0.333,0.333,0.667,-0.078,2.74,-0.05,2.82,-0.3,0,0,0,0,0,0
Carlos Santana,Minnesota Twins,Kansas City Royals,0,4,0,1,0,0,0,4,0.333,0.25,0.583,-0.028,2.1,-0.02,2.16,-0.3,1,1,0,0,0,1
Ryan Jeffers,Minnesota Twins,Kansas City Royals,0,3,1,0,0,0,1,4,0.111,0.0,0.111,-0.105,1.93,-0.07,1.98,-0.9,1,0,0,0,0,0
Willi Castro,Minnesota Twins,Kansas City Royals,0,2,1,1,0,1,0,4,0.375,0.167,0.542,0.238,1.92,0.15,1.97,1.5,2,1,0,0,0,1
Christian Vázquez,Minnesota Twins,Kansas City Royals,0,4,1,1,1,0,1,4,0.25,0.25,0.5,-0.04,3.14,-0.03,3.23,-0.8,3,1,0,0,0,1
Maikel Garcia,Kansas City Royals,Minnesota Twins,1,4,0,0,0,0,3,4,0.125,0.5,0.625,-0.13,1.27,-0.07,1.21,-1.0,0,0,0,0,0,0
Bobby Witt Jr.,Kansas City Royals,Minnesota Twins,1,3,1,2,0,1,0,4,0.625,1.0,1.625,0.062,1.23,0.03,1.17,0.5,3,-1,3,0,0,0
Vinnie Pasquantino,Kansas City Royals,Minnesota Twins,1,3,0,0,0,1,1,4,0.125,0.0,0.125,-0.068,1.19,-0.04,1.13,-0.3,0,0,0,0,0,0
Salvador Perez,Kansas City Royals,Minnesota Twins,1,3,0,0,0,1,1,4,0.125,0.0,0.125,-0.077,1.39,-0.04,1.32,-0.9,0,0,0,0,0,0
MJ Melendez,Kansas City Royals,Minnesota Twins,1,4,0,2,1,0,1,4,0.375,0.5,0.875,0.111,1.35,0.06,1.28,0.7,3,2,0,0,0,2
Hunter Renfroe,Kansas City Royals,Minnesota Twins,1,4,0,0,0,0,3,4,0.0,0.0,0.0,-0.097,0.93,-0.06,0.88,-1.1,0,0,0,0,0,0
Adam Frazier,Kansas City Royals,Minnesota Twins,1,2,0,1,0,0,0,2,0.4,0.4,0.8,0.007,0.93,0.0,0.89,0.0,1,1,0,0,0,1
Garrett Hampson,Kansas City Royals,Minnesota Twins,1,2,0,0,0,0,2,2,0.0,0.0,0.0,-0.025,0.49,-0.01,0.47,-0.5,0,0,0,0,0,0
Nick Loftin,Kansas City Royals,Minnesota Twins,1,3,0,0,0,0,0,3,0.0,0.0,0.0,-0.056,0.95,-0.03,0.91,-0.5,0,0,0,0,0,0
Kyle Isbel,Kansas City Royals,Minnesota Twins,1,3,0,0,0,0,0,3,0.167,0.167,0.333,-0.069,0.83,-0.04,0.79,-0.5,0,0,0,0,0,0
Connor Joe,Pittsburgh Pirates,Miami Marlins,0,5,3,3,2,0,0,5,0.438,0.571,1.009,0.141,0.89,0.09,0.92,1.7,8,0,3,0,0,5
Rowdy Tellez,Pittsburgh Pirates,Miami Marlins,0,1,0,1,0,0,0,1,0.333,0.333,0.667,0.0,0.01,0.0,0.01,0.3,1,1,0,0,0,1
Bryan Reynolds,Pittsburgh Pirates,Miami Marlins,0,5,0,2,2,1,2,6,0.471,0.714,1.185,0.06,0.65,0.04,0.67,1.5,4,0,2,0,0,3
Ke'Bryan Hayes,Pittsburgh Pirates,Miami Marlins,0,6,0,2,1,0,1,6,0.529,0.615,1.145,0.043,0.73,0.03,0.76,-0.1,3,2,0,0,0,2
Edward Olivares,Pittsburgh Pirates,Miami Marlins,0,5,0,1,1,0,2,5,0.444,0.75,1.194,0.047,0.8,0.03,0.83,-0.1,2,1,0,0,0,1
Henry Davis,Pittsburgh Pirates,Miami Marlins,0,2,0,0,0,2,0,5,0.375,0.167,0.542,0.004,0.83,0.0,0.86,0.5,0,0,0,0,0,0
Oneil Cruz,Pittsburgh Pirates,Miami Marlins,0,4,2,2,0,1,0,5,0.438,0.571,1.009,-0.04,1.02,-0.03,1.06,-0.2,4,2,0,0,0,2
Jared Triolo,Pittsburgh Pirates,Miami Marlins,0,5,1,2,0,0,1,5,0.267,0.286,0.552,0.016,0.86,0.01,0.89,0.7,3,1,1,0,0,3
Michael A. Taylor,Pittsburgh Pirates,Miami Marlins,0,5,2,2,1,0,1,5,0.357,0.5,0.857,0.143,0.79,0.09,0.81,0.0,5,0,2,0,0,0
Jack Suwinski,Pittsburgh Pirates,Miami Marlins,0,5,1,1,1,0,2,5,0.222,0.125,0.347,0.006,0.83,0.0,0.85,-0.1,3,1,0,0,0,1
Luis Arráez,Miami Marlins,Pittsburgh Pirates,1,4,0,1,0,0,0,4,0.133,0.071,0.205,-0.044,0.47,-0.02,0.4,-0.3,1,1,0,0,0,1
