Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
J.France,Houston Astros,Atlanta Braves,1,5.0,4,2,2,1,4,2,7.08,90,51,30,12,9,6,11,54,0.027,1.16,0.01,0.66,0.6,15,417
M.Stroman,New York Yankees,Toronto Blue Jays,0,5.1,6,2,2,2,2,1,2.42,99,61,31,10,20,13,5,48,-0.049,0.81,-0.04,1.01,0.1,16,417
K.Gausman,Toronto Blue Jays,New York Yankees,1,5.0,4,1,1,3,6,0,8.16,101,61,35,12,14,6,6,58,0.164,1.11,0.11,1.22,1.5,15,417
J.Irvin,Washington Nationals,Los Angeles Dodgers,0,6.0,4,0,0,1,6,0,3.13,73,54,29,10,15,7,8,69,0.375,1.14,0.19,0.96,3.2,18,417
L.Knack,Los Angeles Dodgers,Washington Nationals,1,5.0,4,2,2,1,4,1,3.6,75,44,26,7,11,7,7,54,0.025,0.76,0.02,0.83,0.7,15,417
S.Matz,St Louis Cardinals,Oakland Athletics,0,5.0,7,5,5,3,4,1,3.6,94,61,40,9,12,7,11,34,-0.416,1.31,-0.22,1.14,-2.7,15,417
P.Blackburn,Oakland Athletics,St. Louis Cardinals,1,5.2,6,3,3,5,7,0,1.08,98,59,30,9,20,9,5,47,-0.126,1.28,-0.06,0.93,-0.7,17,417
J.Wicks,Chicago Cubs,Arizona Diamondbacks,0,4.1,5,2,2,1,5,1,5.29,74,51,32,8,11,7,6,49,-0.11,1.1,-0.07,1.15,-0.3,13,417
B.Pfaadt,Arizona Diamondbacks,Chicago Cubs,1,7.0,6,3,2,0,6,1,5.32,94,63,35,8,20,8,13,61,-0.038,1.03,-0.02,0.98,0.7,21,417
A.Abbott,Cincinnati Reds,Seattle Mariners,0,6.0,4,2,2,3,6,2,2.7,104,65,39,6,20,4,12,59,0.039,0.92,0.02,0.85,0.9,18,417
B.Miller,Seattle Mariners,Cincinnati Reds,1,6.0,1,1,1,1,7,1,1.85,91,59,32,6,21,7,5,72,0.238,0.76,0.11,0.6,1.9,18,417
R.Feltner,Colorado Rockies,Philadelphia Phillies,0,5.1,9,6,6,2,8,2,5.06,94,66,37,22,7,7,10,32,-0.289,0.55,-0.09,0.28,-2.6,16,417
C.Sanchez,Philadelphia Phillies,Colorado Rockies,1,6.0,5,1,0,1,10,0,2.53,97,70,37,18,15,9,4,69,0.166,1.0,0.1,0.98,2.1,18,417
R.Detmers,Los Angeles Angels,Tampa Bay Rays,0,5.1,7,2,1,1,4,0,1.19,90,60,39,8,13,8,9,51,-0.074,1.27,-0.04,1.22,-0.2,16,417
Z.Littell,Tampa Bay Rays,Los Angeles Angels,1,5.2,8,3,3,0,7,1,2.14,107,76,48,11,17,6,12,48,-0.091,0.98,-0.05,0.96,-0.3,17,417
B.Lively,Cleveland Guardians,Boston Red Sox,0,5.0,3,2,2,1,7,1,3.6,79,50,24,7,19,1,10,59,0.014,0.96,0.01,1.14,0.7,15,417
T.Houck,Boston Red Sox,Cleveland Guardians,1,9.0,3,0,0,0,9,0,1.35,94,69,36,16,17,12,8,90,0.589,0.88,0.32,0.79,4.9,27,417
