Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
S.Woods,Minnesota Twins,Cleveland Guardians,1,7.0,4,2,2,0,7,2,3.78,89,62,38,12,12,7,11,68,0.114,0.74,0.14,1.55,1.5,21,810
J.Steele,Chicago Cubs,Chicago White Sox,0,6.0,6,1,0,2,8,0,3.16,101,72,46,12,14,6,11,64,0.213,1.31,0.04,0.46,1.9,18,810
C.Flexen,Chicago White Sox,Chicago Cubs,1,4.0,3,0,0,4,1,0,5.34,78,40,23,4,13,1,13,53,0.216,1.28,0.0,0.0,2.0,12,810
C.Burnes,Baltimore Orioles,Tampa Bay Rays,0,6.0,4,3,3,1,5,0,2.71,98,57,37,13,7,6,11,56,0.018,0.83,0.01,1.06,-0.2,18,810
D.Rasmussen,Tampa Bay Rays,Baltimore Orioles,1,1.0,4,3,3,0,0,0,9.0,30,18,10,4,4,2,5,33,-0.247,1.14,-0.07,0.57,-2.5,3,810
A.Nola,Philadelphia Phillies,Arizona Diamondbacks,0,5.0,9,4,3,3,4,2,3.6,88,56,37,4,15,7,11,36,-0.201,0.8,-0.13,0.86,-1.5,15,810
Z.Gallen,Arizona Diamondbacks,Philadelphia Phillies,1,4.1,5,1,1,2,3,0,3.69,87,55,30,9,16,7,9,50,0.032,1.25,0.03,1.9,0.6,13,810
M.Fried,Atlanta Braves,Colorado Rockies,0,5.0,7,5,4,3,9,1,3.56,97,59,31,12,16,7,6,41,-0.209,1.22,-0.14,1.37,-2.3,15,810
D.Hudson,Colorado Rockies,Atlanta Braves,1,2.2,3,5,5,4,1,1,6.17,64,33,19,0,14,4,4,29,-0.357,1.45,0.0,0.0,-3.5,8,810
P.Skenes,Pittsburgh Pirates,Los Angeles Dodgers,0,6.0,6,4,4,1,8,1,2.25,91,61,35,12,14,7,9,51,-0.163,0.65,-0.03,0.22,-1.0,18,810
R.Ryan,Los Angeles Dodgers,Pittsburgh Pirates,1,4.2,4,0,0,0,4,0,1.33,52,37,20,6,11,8,5,60,0.24,0.86,0.2,1.2,2.4,14,810
S.Manaea,New York Mets,Seattle Mariners,0,3.0,4,3,3,5,3,0,3.44,85,50,27,12,11,4,6,37,-0.206,0.77,-0.15,0.92,-1.7,9,810
L.Gilbert,Seattle Mariners,New York Mets,1,7.0,3,0,0,1,6,0,2.91,92,60,33,15,12,10,7,76,0.295,0.77,0.19,0.84,3.1,21,810
