,Name,Team,Opponent,Hmcrt_adv,IP,H,R,ER,BB,SO,HR,ERA,Pit,Str,Ctct,StS,StL,GB,FB,GSc,WPA,aLI,cWPA,acLI,RE24,PO,Date
19,F.Peralta,Milwaukee Brewers,Washington Nationals,1, 5 ,10,4,4,0,6,1,4.11,92,62,37,7,18,6,11,37,-0.192,0.96,-0.14,1.20,-1.4,15,712
20,K.Hendricks,Chicago Cubs,St. Louis Cardinals,0, 7 ,5,0,0,1,3,0,6.78,90,58,35,4,19,8,12,69,0.417,1.03,0.16,0.66,3.5,21,712
21,S.Gray,St Louis Cardinals,St. Louis Cardinals,0, 7 ,9,3,3,0,6,0,3.34,102,72,43,11,18,9,14,53,-0.014,0.94,-0.01,1.12,0.5,21,712
22,B.Woo,Seattle Mariners,Los Angeles Angels,0, 3.1,9,4,4,2,1,1,2.45,66,44,26,4,14,9,7,25,-0.341,1.35,-0.24,1.60,-2.9,10,712
23,T.Anderson,Los Angeles Angels,Seattle Mariners,1, 6 ,6,4,4,0,4,2,2.97,92,61,38,10,13,7,13,48,-0.094,0.82,-0.00,0.03,-1.0,18,712
24,Y.Rodriguez,Toronto Blue Jays,Arizona Diamondbacks,0, 4 ,4,2,2,3,7,0,3.78,82,47,23,9,15,2,7,50,-0.042,1.15,-0.01,0.20,-0.0,12,712
25,R.Nelson,Arizona Diamondbacks,Toronto Blue Jays,1, 7 ,5,3,3,0,5,0,4.98,98,69,46,8,15,8,13,60,-0.062,1.08,-0.03,0.97,0.5,21,712
26,S.Schwellenbach,Atlanta Braves,San Diego Padres,0, 7 ,3,1,1,1,3,0,4.43,94,62,43,3,16,6,15,69,0.235,0.87,0.15,0.94,2.5,21,712
27,M.Waldron,San Diego Padres,Atlanta Braves,1, 7 ,6,4,4,1,1,2,3.71,80,47,35,4,8,8,16,49,-0.197,0.77,-0.13,0.87,-0.5,21,712
28,J.Ryan,Minnesota Twins,San Francisco Giants,0, 5.1,6,5,5,3,6,0,3.53,98,62,35,10,17,4,11,39,-0.208,0.50,-0.16,0.62,-2.0,16,712
29,K.Harrison,San Francisco Giants,Minnesota Twins,1, 5.1,5,1,1,1,3,0,4.08,83,50,27,9,14,6,11,56,0.167,1.03,0.06,0.62,1.5,16,712
