,Unnamed: 0,Play,Expert,Odds,Units,Payout,Team,Name,Opponent,Hmcrt_adv,Profit,Correct,All Game Percentages,All Game Correct,Last 5 Percentages,Last 5 Correct,Last 10 Percentages,Last 10 Correct
1,1,J.Verlander u6.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,New York Mets,J.Verlander,Milwaukee Brewers,1.0,0.9090909090909092,Y,0.8,1,0.8,1,0.8,1
2,2,L.Castillo u6.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Seattle Mariners,L.Castillo,Washington Nationals,1.0,0.9090909090909092,N,0.25,0,0.2,0,0.2,0
3,3,J.Mateo o0.5 Runs Scored,Thespinzone,130,0.08,0.184,Baltimore Orioles,J.Mateo,Cincinnati Reds,1.0,0.104,Y,0.4347826086956521,0,0.4,0,0.2,0
4,4,S.Steer o0.5 RBI,Thespinzone,135,0.08,0.188,Cincinnati Reds,S.Steer,Baltimore Orioles,0.0,0.108,Y,0.4210526315789473,0,0.6,1,0.5,0
5,5,M.McLain o0.5 RBI,Thespinzone,170,0.08,0.216,Cincinnati Reds,M.McLain,Baltimore Orioles,0.0,0.136,N,0.3157894736842105,0,0.4,0,0.3,0
6,6,S.Steer o0.5 HR,charliedisturco,500,0.1,0.6000000000000001,Cincinnati Reds,S.Steer,Baltimore Orioles,0.0,0.5000000000000001,N,0.1184210526315789,0,0.2,0,0.2,0
7,7,S.Steer o1.5 Total Bases,charliedisturco,-105,0.53,1.0347619047619048,Cincinnati Reds,S.Steer,Baltimore Orioles,0.0,0.5047619047619047,Y,0.4473684210526316,0,0.6,1,0.4,0
8,8,S.Marte o0.5 HR,charliedisturco,750,0.1,0.8500000000000001,New York Mets,S.Marte,Milwaukee Brewers,1.0,0.7500000000000001,N,0.0555555555555555,0,0.2,0,0.1,0
9,9,S.Marte o1.5 Total Bases,charliedisturco,110,0.5,1.05,New York Mets,S.Marte,Milwaukee Brewers,1.0,0.55,N,0.3333333333333333,0,0.4,0,0.5,0
10,10,C.Rea o3.5 Ks,kylemurray03,-160,1.0,1.625,Milwaukee Brewers,C.Rea,New York Mets,0.0,0.625,N,0.5714285714285714,1,0.6,1,0.6,1
11,11,C.Rea o3.5 Ks,The_Oddsmaker,-130,1.3,2.3,Milwaukee Brewers,C.Rea,New York Mets,0.0,0.9999999999999998,N,0.5714285714285714,1,0.6,1,0.6,1
12,12,C.Seager o0.5 RBI,Thespinzone,145,0.08,0.196,Texas Rangers,C.Seager,Detroit Tigers,1.0,0.116,N,0.4893617021276595,0,0.2,0,0.4,0
13,13,J.Jung o0.5 Runs Scored,Thespinzone,104,0.1,0.204,Texas Rangers,J.Jung,Detroit Tigers,1.0,0.104,N,0.4666666666666667,0,0.2,0,0.3,0
14,14,J.Rogers o0.5 HR,Thespinzone,520,0.08,0.496,Detroit Tigers,J.Rogers,Texas Rangers,0.0,0.416,Y,0.1836734693877551,0,0.2,0,0.2,0
15,15,M.Boyd u5.5 Ks,kylemurray03,-140,1.0,1.7142857142857144,Detroit Tigers,M.Boyd,Texas Rangers,0.0,0.7142857142857144,Y,0.6,1,0.4,0,0.5,0
16,16,A.Heaney u6.5 Ks,PropBetGuy,-128,1.28,2.28,Texas Rangers,A.Heaney,Detroit Tigers,1.0,1.0000000000000002,Y,0.8,1,1.0,1,0.8,1
17,17,J.Jung o1.5 Total Bases,charliedisturco,115,0.5,1.075,Texas Rangers,J.Jung,Detroit Tigers,1.0,0.575,N,0.44,0,0.2,0,0.3,0
18,18,J.Jung o0.5 HR,charliedisturco,440,0.1,0.54,Texas Rangers,J.Jung,Detroit Tigers,1.0,0.44,N,0.1333333333333333,0,0.0,0,0.2,0
19,19,A.Heaney u6.5 Ks,jimsannes,-112,1.0,1.8928571428571428,Texas Rangers,A.Heaney,Detroit Tigers,1.0,0.8928571428571428,Y,0.8,1,1.0,1,0.8,1
20,20,M.Boyd u5.5 Ks,jimsannes,-128,1.1,1.959375,Detroit Tigers,M.Boyd,Texas Rangers,0.0,0.859375,Y,0.6,1,0.4,0,0.5,0
21,21,D.Cease o6.5 Ks,kylemurray03,-135,1.0,1.7407407407407407,Chicago White Sox,D.Cease,Los Angeles Angels,0.0,0.7407407407407407,Y,0.4117647058823529,0,0.8,1,0.5,0
22,22,S.Strider u9.5 Ks,AnthonyDabbundo,-115,1.15,2.1499999999999995,Atlanta Braves,S.Strider,Minnesota Twins,1.0,0.9999999999999996,N,0.6875,1,0.8,1,0.6,1
23,23,S.Strider o9.5 Ks,kylemurray03,-115,1.0,1.869565217391304,Atlanta Braves,S.Strider,Minnesota Twins,1.0,0.8695652173913042,Y,0.3125,0,0.2,0,0.4,0
24,24,T.Hernandez o1.5 Total Bases,charliedisturco,110,0.5,1.05,Seattle Mariners,T.Hernandez,Washington Nationals,1.0,0.55,N,0.0,0,0.0,0,0.0,0
25,25,T.Hernandez o0.5 HR,charliedisturco,420,0.1,0.52,Seattle Mariners,T.Hernandez,Washington Nationals,1.0,0.42,N,0.0,0,0.0,0,0.0,0
26,26,L.Castillo u6.5 Ks,PropBetGuy,110,1.0,2.1,Seattle Mariners,L.Castillo,Washington Nationals,1.0,1.1,N,0.5625,1,0.6,1,0.5,0
0,0,C.Bellinger o0.5 Runs Scored,Thespinzone,115,0.09,0.1934999999999999,Chicago Cubs,C.Bellinger,Washington Nationals,0.0,0.1034999999999999,Y,0.6785714285714286,1,0.6,1,0.7,1
1,1,P.Wisdom o0.5 RBI,Thespinzone,145,0.08,0.196,Chicago Cubs,P.Wisdom,Washington Nationals,0.0,0.116,N,0.3793103448275862,0,0.2,0,0.2,0
2,2,N.Hoerner o1.5 Total Bases,charliedisturco,-110,0.55,1.05,Chicago Cubs,N.Hoerner,Washington Nationals,0.0,0.5,N,0.4193548387096774,0,0.0,0,0.1,0
3,3,G.Kirby o5.5 Ks,charliedisturco,110,0.5,1.05,Seattle Mariners,G.Kirby,Oakland Athletics,0.0,0.55,N,0.1666666666666666,0,0.2,0,0.1666666666666666,0
4,4,R.Devers o0.5 RBI,Thespinzone,150,0.11,0.275,Boston Red Sox,R.Devers,Toronto Blue Jays,1.0,0.165,Y,0.5,0,0.2,0,0.4,0
5,5,K.Gausman o6.5 Ks,PropBetGuy,106,1.0,2.06,Toronto Blue Jays,K.Gausman,Boston Red Sox,0.0,1.06,N,0.7142857142857143,1,0.6,1,0.7142857142857143,1
6,6,K.Bryant o0.5 HR,charliedisturco,450,0.1,0.55,Colorado Rockies,K.Bryant,Milwaukee Brewers,1.0,0.45,N,0.1379310344827586,0,0.2,0,0.1,0
7,7,J.Profar o0.5 HR,charliedisturco,650,0.1,0.75,Colorado Rockies,J.Profar,Milwaukee Brewers,1.0,0.65,N,0.0714285714285714,0,0.0,0,0.0,0
8,8,K.Bryant o1.5 Total Bases,charliedisturco,-122,0.5,0.9098360655737704,Colorado Rockies,K.Bryant,Milwaukee Brewers,1.0,0.4098360655737704,Y,0.3793103448275862,0,0.4,0,0.5,0
9,9,J.Profar o1.5 Total Bases,charliedisturco,104,0.5,1.02,Colorado Rockies,J.Profar,Milwaukee Brewers,1.0,0.52,N,0.25,0,0.4,0,0.4,0
10,10,W.Miley o3.5 Ks,_Collin1,130,0.5,1.15,Milwaukee Brewers,W.Miley,Colorado Rockies,0.0,0.6499999999999999,N,0.1666666666666666,0,0.2,0,0.1666666666666666,0
11,11,J.Soler o1.5 Total Bases,charliedisturco,-105,0.5,0.9761904761904762,Miami Marlins,J.Soler,Atlanta Braves,1.0,0.4761904761904761,Y,0.3333333333333333,0,0.2,0,0.1,0
12,12,S.Ohtani o0.5 HR,charliedisturco,475,0.1,0.5750000000000001,Los Angeles Angels,S.Ohtani,St. Louis Cardinals,0.0,0.4750000000000001,N,0.1,0,0.0,0,0.2,0
13,13,S.Ohtani o1.5 Total Bases,charliedisturco,125,0.5,1.125,Los Angeles Angels,S.Ohtani,St. Louis Cardinals,0.0,0.625,N,0.5333333333333333,1,0.6,1,0.7,1
14,14,G.Rodriguez o5.5 Ks,charliedisturco,-115,0.58,1.0843478260869563,Baltimore Orioles,G.Rodriguez,Kansas City Royals,0.0,0.5043478260869564,N,0.6666666666666666,1,0.8,1,0.6666666666666666,1
15,15,G.Rodriguez o5.5 Ks,PropBetGuy,110,1.0,2.1,Baltimore Orioles,G.Rodriguez,Kansas City Royals,0.0,1.1,N,0.6666666666666666,1,0.8,1,0.6666666666666666,1
16,16,K.Gausman o5.5 strikeouts,Teddy Ricketson,-145,1.0,1.6896551724137931,Toronto Blue Jays,K.Gausman,Boston Red Sox,0.0,0.6896551724137931,N,0.7142857142857143,1,0.6,1,0.7142857142857143,1
0,0,K.Hayes o1.5 Total Bases,AnthonyDabbundo,115,0.58,1.247,Pittsburgh Pirates,K.Hayes,Los Angeles Dodgers,1.0,0.6670000000000001,Y,0.391304347826087,0,0.6,1,0.7,1
1,1,D.Rasmussen u5.5 Ks,The_Oddsmaker,-120,1.0,1.8333333333333333,Tampa Bay Rays,D.Rasmussen,Houston Astros,1.0,0.8333333333333333,Y,0.4,0,0.4,0,0.4,0
2,2,V.Pasquantino o0.5 HR,charliedisturco,500,0.1,0.6000000000000001,Kansas City Royals,V.Pasquantino,Arizona Diamondbacks,0.0,0.5000000000000001,N,0.125,0,0.2,0,0.2,0
3,3,V.Pasquantino o1.5 Total Bases,charliedisturco,105,0.5,1.025,Kansas City Royals,V.Pasquantino,Arizona Diamondbacks,0.0,0.5249999999999999,N,0.4583333333333333,0,0.4,0,0.5,0
4,4,G.Springer o0.5 Runs Scored,_Collin1,-131,0.66,1.16381679389313,Toronto Blue Jays,G.Springer,Chicago White Sox,1.0,0.50381679389313,N,0.3333333333333333,0,0.2,0,0.2,0
5,5,N.Cortes o6.5 Ks,_Collin1,120,0.5,1.1,New York Yankees,N.Cortes,Minnesota Twins,0.0,0.6000000000000001,N,0.4,0,0.4,0,0.4,0
6,6,R.Feltner u3.5 Ks,_Collin1,125,0.5,1.125,Colorado Rockies,R.Feltner,Cleveland Guardians,0.0,0.625,N,0.2,0,0.2,0,0.2,0
7,7,R.Mountcastle u1.5 Total Bases,_Collin1,-135,0.68,1.1837037037037037,Baltimore Orioles,R.Mountcastle,Boston Red Sox,1.0,0.5037037037037037,N,0.5652173913043478,1,0.6,1,0.8,1
8,8,A.Santander o1.5 Total Bases,_Collin1,115,0.5,1.075,Baltimore Orioles,A.Santander,Boston Red Sox,1.0,0.575,N,0.3809523809523809,0,0.4,0,0.4,0
9,9,N.Cortes o6.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,New York Yankees,N.Cortes,Minnesota Twins,0.0,0.9090909090909088,N,0.4,0,0.4,0,0.4,0
0,0,D.Peterson o5.5 Ks,PropBetGuy,-115,1.0,1.869565217391304,New York Mets,D.Peterson,San Francisco Giants,0.0,0.869565217391304,Y,0.6,1,0.6,1,0.6,1
1,1,G.Cole u7.5 Ks,PropBetGuy,-105,1.0,1.9523809523809523,New York Yankees,G.Cole,Toronto Blue Jays,1.0,0.9523809523809524,Y,0.4,0,0.4,0,0.4,0
2,2,W.Miley u4.5 Ks,The_Oddsmaker,-138,1.0,1.7246376811594204,Milwaukee Brewers,W.Miley,Boston Red Sox,1.0,0.7246376811594204,Y,0.75,1,0.75,1,0.75,1
3,3,T.Stephenson o0.5 HR,charliedisturco,750,0.1,0.8500000000000001,Cincinnati Reds,T.Stephenson,Pittsburgh Pirates,0.0,0.7500000000000001,N,0.0,0,0.0,0,0.0,0
4,4,T.Stephenson o1.5 Total Bases,charliedisturco,140,0.5,1.2,Cincinnati Reds,T.Stephenson,Pittsburgh Pirates,0.0,0.7,N,0.2857142857142857,0,0.2,0,0.2,0
5,5,A.Heaney u7.5 Ks,The_Oddsmaker,-105,1.5,2.9285714285714284,Texas Rangers,A.Heaney,Oakland Athletics,1.0,1.4285714285714284,Y,0.75,1,0.75,1,0.75,1
6,6,G.Urshela o1.5 Total Bases,_Collin1,135,0.5,1.175,Los Angeles Angels,G.Urshela,Kansas City Royals,1.0,0.675,N,0.3888888888888889,0,0.0,0,0.2,0
7,7,L.Castillo u6.5 Ks,The_Oddsmaker,-105,1.05,2.05,Seattle Mariners,L.Castillo,St. Louis Cardinals,1.0,0.9999999999999998,N,0.6,1,0.6,1,0.6,1
8,8,G.Whitlock o5.5 strikeouts,Chris Landers,105,1.0,2.05,Boston Red Sox,G.Whitlock,Milwaukee Brewers,0.0,1.0499999999999998,N,0.0,0,0.0,0,0.0,0
9,9,T.Anderson o4.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Los Angeles Angels,T.Anderson,Kansas City Royals,1.0,0.9090909090909088,N,0.0,0,0.0,0,0.0,0
0,0,A.Abbott u6.5 Ks,cowhitchurch,-120,0.6,1.1,Cincinnati Reds,A.Abbott,Colorado Rockies,1.0,0.5000000000000001,N,0.75,1,0.75,1,0.75,1
1,1,A.Abbott o6.5 Ks,AnthonyDabbundo,-102,0.51,1.01,Cincinnati Reds,A.Abbott,Colorado Rockies,1.0,0.5,Y,0.25,0,0.25,0,0.25,0
2,2,C.Morel o0.5 RBI,Thespinzone,160,0.1,0.26,Chicago Cubs,C.Morel,Pittsburgh Pirates,0.0,0.16,N,0.4411764705882353,0,0.2,0,0.4,0
3,3,C.Morel o0.5 HR,Thespinzone,450,0.08,0.44,Chicago Cubs,C.Morel,Pittsburgh Pirates,0.0,0.36,N,0.2941176470588235,0,0.2,0,0.3,0
4,4,T.Wells u5.5 Ks,The_Oddsmaker,-134,1.34,2.34,Baltimore Orioles,T.Wells,Tampa Bay Rays,0.0,0.9999999999999998,N,0.4,0,0.2,0,0.3,0
5,5,T.Wells u5.5 Ks,cowhitchurch,-130,1.3,2.3,Baltimore Orioles,T.Wells,Tampa Bay Rays,0.0,0.9999999999999998,N,0.4,0,0.2,0,0.3,0
6,6,T.Wells o5.5 Ks,PropBetGuy,-102,1.02,2.02,Baltimore Orioles,T.Wells,Tampa Bay Rays,0.0,1.0,Y,0.6,1,0.8,1,0.7,1
7,7,A.Kirilloff o1.5 Total Bases,charliedisturco,135,0.5,1.175,Minnesota Twins,A.Kirilloff,Boston Red Sox,1.0,0.675,N,0.3414634146341463,0,0.0,0,0.2,0
8,8,A.Kirilloff o0.5 HR,charliedisturco,678,0.1,0.778,Minnesota Twins,A.Kirilloff,Boston Red Sox,1.0,0.678,N,0.048780487804878,0,0.0,0,0.1,0
9,9,J.Brito u4.5 Ks,jimsannes,-102,1.0,1.9803921568627447,New York Yankees,J.Brito,Seattle Mariners,1.0,0.9803921568627452,Y,0.7272727272727273,1,0.8,1,0.8,1
10,10,J.Kelenic o0.5 HR,jimsannes,470,0.3,1.71,Seattle Mariners,J.Kelenic,New York Yankees,0.0,1.41,N,0.1323529411764706,0,0.0,0,0.1,0
11,11,Z.Gallen o6.5 Ks,JoeDellera,-105,0.5,0.9761904761904762,Arizona Diamondbacks,Z.Gallen,Milwaukee Brewers,0.0,0.4761904761904761,N,0.5,0,0.4,0,0.3,0
12,12,M.Machado o1.5 Total Bases,charliedisturco,115,0.5,1.075,San Diego Padres,M.Machado,San Francisco Giants,0.0,0.575,Y,0.2413793103448276,0,0.2,0,0.2,0
13,13,M.Machado o0.5 HR,charliedisturco,550,0.1,0.65,San Diego Padres,M.Machado,San Francisco Giants,0.0,0.55,N,0.1034482758620689,0,0.0,0,0.2,0
0,0,S.Marte o1.5 Total Bases,charliedisturco,115,0.5,1.075,New York Mets,S.Marte,Detroit Tigers,0.0,0.575,N,0.2962962962962963,0,0.0,0,0.1,0
1,1,J.Lucchesi o4.5 Ks,_Collin1,-124,0.62,1.12,New York Mets,J.Lucchesi,Detroit Tigers,0.0,0.5000000000000001,N,0.3333333333333333,0,0.3333333333333333,0,0.3333333333333333,0
2,2,C.Schmidt u4.5 Ks,_Collin1,-105,0.5,0.9761904761904762,New York Yankees,C.Schmidt,Cleveland Guardians,1.0,0.4761904761904761,Y,0.4285714285714285,0,0.4,0,0.4285714285714285,0
3,3,S.Ohtani o6.5 Ks,PropBetGuy,-110,1.0,1.9090909090909087,Los Angeles Angels,S.Ohtani,St. Louis Cardinals,0.0,0.9090909090909088,Y,0.7142857142857143,1,0.6,1,0.7142857142857143,1
4,4,J.India o0.5 Runs Scored,Thespinzone,140,0.08,0.192,Cincinnati Reds,J.India,San Diego Padres,0.0,0.112,N,0.5483870967741935,1,0.0,0,0.2,0
5,5,B.Bichette o1.5 total bases,Chris Landers,-110,1.0,1.9090909090909087,Toronto Blue Jays,B.Bichette,Boston Red Sox,0.0,0.9090909090909088,N,0.3548387096774194,0,0.4,0,0.3,0
6,6,K.Gibson o4.5 strikeouts,Chris Landers,105,1.0,2.05,Baltimore Orioles,K.Gibson,Kansas City Royals,0.0,1.0499999999999998,N,0.2857142857142857,0,0.2,0,0.2857142857142857,0
7,7,N.Pivetta u5.0 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,Boston Red Sox,N.Pivetta,Toronto Blue Jays,1.0,0.9090909090909088,N,0.1666666666666666,0,0.2,0,0.1666666666666666,0
0,0,Z.Short o0.5 RBI,Thespinzone,260,0.2,0.7200000000000001,Detroit Tigers,Z.Short,Texas Rangers,1.0,0.52,Y,0.238095238095238,0,0.6,1,0.4,0
1,1,M.Semien o0.5 RBI,Thespinzone,150,0.08,0.2,Texas Rangers,M.Semien,Detroit Tigers,0.0,0.12,N,0.5370370370370371,1,0.6,1,0.6,1
2,2,C.Seager o0.5 RBI,Thespinzone,140,0.08,0.192,Texas Rangers,C.Seager,Detroit Tigers,0.0,0.112,N,0.5217391304347826,1,0.6,1,0.7,1
3,3,Z.Short o0.5 HR,Thespinzone,650,0.04,0.3,Detroit Tigers,Z.Short,Texas Rangers,1.0,0.26,N,0.0952380952380952,0,0.2,0,0.1,0
4,4,J.Soto o0.5 Runs Scored,Thespinzone,110,0.08,0.168,San Diego Padres,J.Soto,Miami Marlins,0.0,0.088,Y,0.4629629629629629,0,0.6,1,0.7,1
5,5,J.Soler o0.5 HR,Thespinzone,290,0.05,0.195,Miami Marlins,J.Soler,San Diego Padres,1.0,0.145,N,0.2264150943396226,0,0.6,1,0.5,0
6,6,O.Arcia o0.5 Runs Scored,Thespinzone,155,0.08,0.204,Atlanta Braves,O.Arcia,Oakland Athletics,0.0,0.1239999999999999,N,0.3823529411764705,0,0.4,0,0.3,0
7,7,A.Riley o0.5 RBI,Thespinzone,135,0.08,0.188,Atlanta Braves,A.Riley,Oakland Athletics,0.0,0.108,N,0.3636363636363636,0,0.2,0,0.3,0
8,8,L.Raley o0.5 Runs Scored,Thespinzone,130,0.08,0.184,Tampa Bay Rays,L.Raley,Chicago Cubs,0.0,0.104,N,0.3409090909090909,0,0.4,0,0.5,0
9,9,J.Lowe o0.5 RBI,Thespinzone,185,0.08,0.228,Tampa Bay Rays,J.Lowe,Chicago Cubs,0.0,0.148,N,0.4782608695652174,0,0.4,0,0.4,0
10,10,R.Arozarena o0.5 RBI,Thespinzone,150,0.11,0.275,Tampa Bay Rays,R.Arozarena,Chicago Cubs,0.0,0.165,Y,0.4259259259259259,0,0.4,0,0.3,0
11,11,K.Hendricks o3.5 Ks,jimsannes,-125,1.2,2.16,Chicago Cubs,K.Hendricks,Tampa Bay Rays,1.0,0.9600000000000002,N,0.5,0,0.5,0,0.5,0
12,12,N.Castellanos o0.5 Runs Scored,Thespinzone,135,0.08,0.188,Philadelphia Phillies,N.Castellanos,New York Mets,0.0,0.108,N,0.5185185185185185,1,0.4,0,0.4,0
13,13,R.Lewis o0.5 HR,Thespinzone,700,0.04,0.32,Minnesota Twins,R.Lewis,Houston Astros,0.0,0.28,N,0.5,0,0.5,0,0.5,0
14,14,R.Lewis o0.5 RBI,Thespinzone,210,0.08,0.248,Minnesota Twins,R.Lewis,Houston Astros,0.0,0.1679999999999999,N,0.5,0,0.5,0,0.5,0
15,15,C.Walker o0.5 RBI,Thespinzone,115,0.08,0.172,Arizona Diamondbacks,C.Walker,Colorado Rockies,1.0,0.0919999999999999,N,0.4038461538461538,0,0.0,0,0.1,0
16,16,B.Doyle o0.5 Runs Scored,Thespinzone,170,0.08,0.216,Colorado Rockies,B.Doyle,Arizona Diamondbacks,0.0,0.136,N,0.3214285714285714,0,0.2,0,0.3,0
17,17,G.Henderson o0.5 Total Bases,charliedisturco,150,0.75,1.875,Baltimore Orioles,G.Henderson,Cleveland Guardians,1.0,1.125,Y,0.4897959183673469,0,0.4,0,0.5,0
18,18,G.Henderson o0.5 HR,charliedisturco,800,0.1,0.9,Baltimore Orioles,G.Henderson,Cleveland Guardians,1.0,0.8,N,0.0816326530612244,0,0.0,0,0.1,0
19,19,B.Lively o3.5 Ks,jimsannes,110,1.1,2.3100000000000005,Cincinnati Reds,B.Lively,Boston Red Sox,0.0,1.2100000000000004,Y,0.6,1,0.6,1,0.6,1
20,20,S.Perez o0.5 RBI,Thespinzone,155,0.08,0.204,Kansas City Royals,S.Perez,St. Louis Cardinals,0.0,0.1239999999999999,N,0.42,0,0.4,0,0.5,0
21,21,N.Gorman o0.5 RBI,Thespinzone,150,0.11,0.275,St. Louis Cardinals,N.Gorman,Kansas City Royals,1.0,0.165,Y,0.4117647058823529,0,0.2,0,0.3,0
22,22,J.Lowe o1.5 total bases,Chris Landers,130,1.0,2.3,Tampa Bay Rays,J.Lowe,Chicago Cubs,0.0,1.2999999999999998,N,0.3478260869565217,0,0.2,0,0.3,0
23,23,K.Marte o1.5 total bases,Dan Servodidio,-110,1.0,1.9090909090909087,Arizona Diamondbacks,K.Marte,Colorado Rockies,1.0,0.9090909090909088,Y,0.3725490196078431,0,0.6,1,0.5,0
24,24,F.Freeman o1.5 total bases,Dan Servodidio,-110,1.0,1.9090909090909087,Los Angeles Dodgers,F.Freeman,Washington Nationals,1.0,0.9090909090909088,Y,0.5,0,1.0,1,0.7,1
0,0,Y.Diaz o1.5 hits,Henry Palattella,150,1.0,2.5,Houston Astros,Y.Diaz,St. Louis Cardinals,0.0,1.5,N,0.1951219512195122,0,0.2,0,0.3,0
1,1,L.Allen o4.5 strikeouts,Henry Palattella,-110,1.0,1.9090909090909087,Cleveland Guardians,L.Allen,Kansas City Royals,0.0,0.9090909090909092,Y,0.5833333333333334,1,0.4,0,0.5,0
2,2,K.Senga o6.5 strikeouts,Dan Servodidio,-110,1.0,1.9090909090909087,New York Mets,K.Senga,Milwaukee Brewers,1.0,0.9090909090909092,Y,0.5333333333333333,1,0.4,0,0.5,0
3,3,I.Vargas o0.5 Runs Scored,Thespinzone,190,0.1,0.29,Washington Nationals,I.Vargas,Seattle Mariners,0.0,0.1899999999999999,N,0.4074074074074074,0,0.2,0,0.5,0
4,4,J.Rodriguez o0.5 RBI,Thespinzone,150,0.1,0.25,Seattle Mariners,J.Rodriguez,Washington Nationals,1.0,0.15,N,0.3636363636363636,0,0.4,0,0.4,0
5,5,T.Hernandez o0.5 RBI,Thespinzone,100,0.1,0.2,Seattle Mariners,T.Hernandez,Washington Nationals,1.0,0.1,N,0.3924050632911392,0,0.4,0,0.4,0
6,6,L.Thomas o0.5 Runs Scored,Thespinzone,120,0.1,0.22,Washington Nationals,L.Thomas,Seattle Mariners,0.0,0.12,Y,0.5769230769230769,1,1.0,1,0.7,1
7,7,T.France o0.5 RBI,Thespinzone,145,0.1,0.245,Seattle Mariners,T.France,Washington Nationals,1.0,0.145,N,0.3333333333333333,0,0.2,0,0.3,0
8,8,T.Hernandez o0.5 HR,Thespinzone,300,0.08,0.32,Seattle Mariners,T.Hernandez,Washington Nationals,1.0,0.24,N,0.0,0,0.0,0,0.0,0
9,9,L.Gilbert u5.5 Ks,charliedisturco,-110,1.1,2.1,Seattle Mariners,L.Gilbert,Washington Nationals,1.0,1.0,Y,0.375,0,0.8,1,0.6,1
10,10,L.Gilbert u5.5 Ks,AnthonyDabbundo,100,1.1,2.2,Seattle Mariners,L.Gilbert,Washington Nationals,1.0,1.1,Y,0.375,0,0.8,1,0.6,1
11,11,L.Gilbert u5.5 Ks,cowhitchurch,-110,1.1,2.1,Seattle Mariners,L.Gilbert,Washington Nationals,1.0,1.0,Y,0.375,0,0.8,1,0.6,1
12,12,L.Gilbert u5.5 Ks,SBK5065,-110,0.55,1.05,Seattle Mariners,L.Gilbert,Washington Nationals,1.0,0.5,Y,0.375,0,0.8,1,0.6,1
13,13,L.Gilbert u5.5 Ks,The_Oddsmaker,-110,1.1,2.1,Seattle Mariners,L.Gilbert,Washington Nationals,1.0,1.0,Y,0.375,0,0.8,1,0.6,1
14,14,M.Keller o5.5 Ks,jimsannes,-122,1.0,1.819672131147541,Pittsburgh Pirates,M.Keller,San Diego Padres,1.0,0.819672131147541,N,0.7058823529411765,1,0.4,0,0.7,1
15,15,J.Fraley o1.5 Total Bases,charliedisturco,165,0.5,1.325,Cincinnati Reds,J.Fraley,Baltimore Orioles,0.0,0.825,N,0.375,0,0.2,0,0.3,0
16,16,J.Fraley o0.5 HR,charliedisturco,750,0.1,0.8500000000000001,Cincinnati Reds,J.Fraley,Baltimore Orioles,0.0,0.7500000000000001,N,0.15625,0,0.4,0,0.4,0
17,17,A.Nola o5.5 Ks,cowhitchurch,-165,1.65,2.65,Philadelphia Phillies,A.Nola,Chicago Cubs,0.0,1.0,N,0.4705882352941176,0,0.6,1,0.6,1
18,18,A.Nola o6.5 Ks,AnthonyDabbundo,125,1.0,2.25,Philadelphia Phillies,A.Nola,Chicago Cubs,0.0,1.25,N,0.2941176470588235,0,0.6,1,0.5,0
19,19,J.Ramirez o0.5 HR,charliedisturco,420,0.1,0.52,Cleveland Guardians,J.Ramirez,Kansas City Royals,0.0,0.42,N,0.0,0,0.0,0,0.0,0
20,20,J.Ramirez o1.5 Total Bases,charliedisturco,-120,0.6,1.1,Cleveland Guardians,J.Ramirez,Kansas City Royals,0.0,0.5000000000000001,N,0.0,0,0.0,0,0.0,0
21,21,P.Alonso o1.5 Total Bases,charliedisturco,135,0.5,1.175,New York Mets,P.Alonso,Milwaukee Brewers,1.0,0.675,N,0.4305555555555556,0,0.2,0,0.4,0
22,22,P.Alonso o0.5 HR,charliedisturco,390,0.1,0.49,New York Mets,P.Alonso,Milwaukee Brewers,1.0,0.39,N,0.25,0,0.2,0,0.2,0
23,23,L.Giolito u6.5 Ks,PropBetGuy,-132,1.32,2.3200000000000003,Chicago White Sox,L.Giolito,Los Angeles Angels,0.0,1.0000000000000002,N,0.5294117647058824,1,0.2,0,0.5,0
24,24,B.Garrett o5.5 Ks,PropBetGuy,105,1.0,2.05,Miami Marlins,B.Garrett,Boston Red Sox,0.0,1.0499999999999998,N,0.5625,1,0.8,1,0.8,1
25,25,R.Lewis o0.5 RBI,Thespinzone,190,0.1,0.29,Minnesota Twins,R.Lewis,Atlanta Braves,0.0,0.1899999999999999,N,0.375,0,0.4,0,0.5,0
0,0,W.Franco o0.5 Runs Scored,Thespinzone,-120,0.09,0.165,Tampa Bay Rays,W.Franco,Los Angeles Dodgers,1.0,0.075,Y,0.490566037735849,0,1.0,1,0.6,1
1,1,Y.Diaz o0.5 Runs Scored,Thespinzone,-120,0.15,0.275,Houston Astros,Y.Diaz,Oakland Athletics,0.0,0.125,Y,0.4,0,0.6,1,0.3,0
2,2,J.Lowe o0.5 RBI,Thespinzone,185,0.14,0.3990000000000001,Tampa Bay Rays,J.Lowe,Los Angeles Dodgers,1.0,0.259,Y,0.5,0,0.6,1,0.6,1
3,3,M.Rojas o0.5 RBI,Thespinzone,210,0.16,0.496,Los Angeles Dodgers,M.Rojas,Tampa Bay Rays,0.0,0.3359999999999999,Y,0.0909090909090909,0,0.2,0,0.2,0
